event_name,event_link,event_description,start_date_and_time,end_date_and_time,event_location,event_organizer,event_contact,event_cost,event_type
1st Thursday San Pedro Art Walk,http://www.1stthursday.com,"On the first Thursday of each month, the artists, entertainers, and business people of San Pedro celebrate the arts with an evening of open galleries, studios, street vendors, and live entertainment in the Downtown San Pedro Arts District.  Downtown San Pedro is magically transformed into a village of creativity surrounded by historical architecture, including the magnificent Warner Grand Theatre, quaint restaurants and cafes, plus plenty of places to shop for unusual items and gifts. Bring the whole family for an enjoyable evening in this seaside village.    
",06/05/2014 05:00:00 PM,06/05/2014 09:00:00 PM,,San Pedro Peninsula Chamber of Commerce,,free,"Family Friendly, Culture & Community, Arts & Antiques, Free!"
"13th Annual Dance Camera West Dance Media Film Festival
",http://www.dancecamerawest.org,"Dance Camera West is excited to celebrate its 13th Annual Film Festival with screen dance from around the globe. Works will be shown at some of the Los Angeles’s premiere institutions with special programming and live dance performances.

Events take place June 6 - 8, time and locations vary check website for schedule and details 
",06/06/2014 12:00:00 AM,06/06/2014 12:00:00 AM,,Dance Camera West,310-248-4944,Free,"Fairs & Festivals, Free!, Culture & Community"
"13th Annual Dance Camera West Dance Media Film Festival
",http://www.dancecamerawest.org,"Dance Camera West is excited to celebrate its 13th Annual Film Festival with screen dance from around the globe. Works will be shown at some of the Los Angeles’s premiere institutions with special programming and live dance performances.

Events take place June 6 - 8, time and locations vary check website for schedule and details 
",06/07/2014 12:00:00 AM,06/07/2014 12:00:00 AM,,Dance Camera West,310-248-4944,Free,"Fairs & Festivals, Free!, Culture & Community"
13th Annual Dance Camera West Dance Media Film Festival,http://www.dancecamerawest.org,"Dance Camera West is excited to celebrate its 13th Annual Film Festival with screen dance from around the globe. Works will be shown at some of the Los Angeles’s premiere institutions with special programming and live dance performances.

Events take place June 6 - 8, time and locations vary check website for schedule and details 
",06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,,Dance Camera West,310-248-4944,Free,"Fairs & Festivals, Free!, Culture & Community"
World Ocean Day,http://www.cabrillomarineaquarium.org,"Visit the Cabrillo Marine Aquarium to celebrate the ocean and share how important it is in our lives.  Family-oriented activities like arts and crafts, scavenger hunts, animal stories and a close up look of baby animals grown at the Aquarium. Enjoy themes like conservation of our urban coastline and precious marine inhabitants. 
",06/07/2014 10:00:00 AM,06/07/2014 05:00:00 PM,,City of Los Angeles Department of Recreation and Parks,310-548-7562,Free,"Family Friendly, Fairs & Festivals, Free! "
Undiscovered Chinatown Tour,http://www.chinatownla.com,"Tours take visitors to a number of off-the-beaten-track points of cultural and historical interest, and will guide those interested in shopping to some of Chinatown’s best bargains and trendiest shops. RSVP via email at info@chinatownla.com..    
",06/07/2014 10:30:00 AM,06/07/2014 01:00:00 PM,,Chinatown Business Improvement District,213-680-0243,$20 ,"Culture & Community, Tour LA, Family Friendly"
Pacific Islander Festival,http://www.aquariumofpacific.org,"Watch hula performances, listen to Tahitian drumming, try ancient Hawaiian games, enjoy island cuisine, admire artisans creating traditional weavings, and enjoy storytelling and educational programs. The Aquarium of the Pacific’s annual Pacific Islander Festival will feature various cultures, including Hawaiian, Fijian, Marshallese, Chamoru, Tahitian, Samoan, Tokelau, and Maori.

Events take place June 7 & 8 
",06/07/2014 09:00:00 AM,06/07/2014 05:00:00 PM,,Aquarium of the Pacific,562-590-3100,"$28.95 Adults, $25.95 Seniors, $14.95 Children (3 -11), Free children under 3 and Aquarium members","Family Friendly, Fairs & Festivals, Culture & Community"
Children’s Concert Series,http://www.valleycultural.org,"Children’s Concert Series at the Madrid Theatre introduces the world of arts and culture to children between the ages of 5 and 9 years old. The free program includes opera, puppetry, acting, dance, music, and artistry. Limited seating available. Call for reservations at 818-347-9938.

Events take place June 9, 16, 23 & 30 
",06/09/2014 10:00:00 AM,06/09/2014 11:00:00 AM,"21622 Sherman Way Canoga Park
CA 91303
(34.20096360500048, -118.60101888599968)",Valley Cultural Center,818-888-0822,Free,"Family Friendly, Culture & Community, Free!"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/10/2014 12:00:00 AM,06/10/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/11/2014 12:00:00 AM,06/11/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/12/2014 12:00:00 AM,06/12/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/13/2014 12:00:00 AM,06/13/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/14/2014 12:00:00 AM,06/14/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/15/2014 12:00:00 AM,06/15/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/16/2014 12:00:00 AM,06/16/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/17/2014 12:00:00 AM,06/17/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/18/2014 12:00:00 AM,06/18/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
LA Film Fest,http://www.lafilmfest.com,"The Los Angeles Film Festival is Southern California’s largest film event. The festival showcases the best in new American and international cinema and gives access to some of the most critically acclaimed film talent from around the world. Schedule includes red-carpet premieres, conversations with artists, and outdoor screenings. 

Events take place June 10 - 19, times and locations vary, please check website for details 
",06/19/2014 12:00:00 AM,06/19/2014 12:00:00 AM,,Film Independent,866-FILMFEST,$12 ,"Fairs & Festivals, Culture & Community"
Downtown Art Walk,http://www.downtownartwalk.org,"The Downtown Art Walk is a monthly, self-guided tour of the art exhibition venues in Downtown Los Angeles, including commercial art galleries, public museums, nonprofit spaces, and grassroots arts venues. The event brings together art lovers and community friends to the ever-evolving Downtown Los Angeles.
",06/12/2013 12:00:00 PM,06/12/2013 10:00:00 PM,,Downtown LA Art Walk,,Free,"Culture & Community, Art & Antiques, Free!"
Annual Hollywood Fringe Festival,http://www.hollywoodfringe.org,"The Hollywood Fringe Festival is an open-access event celebrating freedom of expression and collaboration in the performing arts community.. 

Events take place June 12 - 19, times and locations vary please check website for details 
",06/12/2013 12:00:00 AM,06/12/2013 12:00:00 AM,,Hollywood Fringe,,$12 Average ticket cost,"Fairs & Festivals, Culture & Community"
Annual Hollywood Fringe Festival,http://www.hollywoodfringe.org,"The Hollywood Fringe Festival is an open-access event celebrating freedom of expression and collaboration in the performing arts community.. 

Events take place June 12 - 19, times and locations vary please check website for details 
",06/13/2013 12:00:00 AM,06/13/2013 12:00:00 AM,,Hollywood Fringe,,$12 Average ticket cost,"Fairs & Festivals, Culture & Community"
Annual Hollywood Fringe Festival,http://www.hollywoodfringe.org,"The Hollywood Fringe Festival is an open-access event celebrating freedom of expression and collaboration in the performing arts community.. 

Events take place June 12 - 19, times and locations vary please check website for details 
",06/14/2013 12:00:00 AM,06/14/2013 12:00:00 AM,,Hollywood Fringe,,$12 Average ticket cost,"Fairs & Festivals, Culture & Community"
Annual Hollywood Fringe Festival,http://www.hollywoodfringe.org,"The Hollywood Fringe Festival is an open-access event celebrating freedom of expression and collaboration in the performing arts community.. 

Events take place June 12 - 19, times and locations vary please check website for details 
",06/15/2013 12:00:00 AM,06/15/2013 12:00:00 AM,,Hollywood Fringe,,$12 Average ticket cost,"Fairs & Festivals, Culture & Community"
Annual Hollywood Fringe Festival,http://www.hollywoodfringe.org,"The Hollywood Fringe Festival is an open-access event celebrating freedom of expression and collaboration in the performing arts community.. 

Events take place June 12 - 19, times and locations vary please check website for details 
",06/16/2013 12:00:00 AM,06/16/2013 12:00:00 AM,,Hollywood Fringe,,$12 Average ticket cost,"Fairs & Festivals, Culture & Community"
Annual Hollywood Fringe Festival,http://www.hollywoodfringe.org,"The Hollywood Fringe Festival is an open-access event celebrating freedom of expression and collaboration in the performing arts community.. 

Events take place June 12 - 19, times and locations vary please check website for details 
",06/17/2013 12:00:00 AM,06/17/2013 12:00:00 AM,,Hollywood Fringe,,$12 Average ticket cost,"Fairs & Festivals, Culture & Community"
Annual Hollywood Fringe Festival,http://www.hollywoodfringe.org,"The Hollywood Fringe Festival is an open-access event celebrating freedom of expression and collaboration in the performing arts community.. 

Events take place June 12 - 19, times and locations vary please check website for details 
",06/18/2013 12:00:00 AM,06/18/2013 12:00:00 AM,,Hollywood Fringe,,$12 Average ticket cost,"Fairs & Festivals, Culture & Community"
Annual Hollywood Fringe Festival,http://www.hollywoodfringe.org,"The Hollywood Fringe Festival is an open-access event celebrating freedom of expression and collaboration in the performing arts community.. 

Events take place June 12 - 19, times and locations vary please check website for details 
",06/19/2013 12:00:00 AM,06/19/2013 12:00:00 AM,,Hollywood Fringe,,$12 Average ticket cost,"Fairs & Festivals, Culture & Community"
Target Free Family Saturday: Imagination Storytime,http://www.janm.org,"Teleport yourself into musical and magical worlds through stories and exciting performances.  Sponsored by Target, these special Saturdays are filled with fun activities giving families unique ways to learn, play, and grow together. 
",06/14/2013 11:00:00 AM,06/14/2013 04:00:00 PM,,Japanese American National Museum,213-625-0414,Free,"Family Friendly, Free!, Culture & Community"
Santa Monica Festival,http://www.smgov.net/festival,"A free celebration of art, culture, and green activism. Groove to music as you shop for homemade goods, enjoy local food, and learn how to live sustainably.  
",06/14/2013 11:00:00 AM,06/14/2013 06:00:00 PM,,"City of Santa Monica Cultural Affairs Division, Community and Cultural Services Department, and Office of Sustainability and the Environment",310-458-8350,Free,"Family Friendly, Fairs & Festivals, Free! Great Outdoors, Culture & Community"
Pomona Art Walk,http://www.metropomona.com,"The Downtown Pomona Arts Colony has an art walk every second and last Saturday of the month that brings big crowds to stroll the streets. Over a dozen galleries host receptions and open houses to showcase their latest exhibits and artists. Music, food, wine, and art throughout the evening. 

This event takes place on June 14 & 28
",06/14/2014 03:00:00 PM,06/14/2014 11:00:00 PM,,Pomona Arts Colony,909-469-1121,Free,"Culture & Community, Art & Antiques, Free!"
Pomona Art Walk,http://www.metropomona.com,"The Downtown Pomona Arts Colony has an art walk every second and last Saturday of the month that brings big crowds to stroll the streets. Over a dozen galleries host receptions and open houses to showcase their latest exhibits and artists. Music, food, wine, and art throughout the evening. 

This event takes place on June 14 & 28
",06/28/2014 03:00:00 PM,06/28/2014 11:00:00 PM,,Pomona Arts Colony,909-469-1121,Free,"Culture & Community, Art & Antiques, Free!"
ARTrageous Art Walk,http://www.cpthirdthursday.com,"This family-oriented event returns on the third Thursday of each month from May through September. The event features musicians, artists, vendors, and food trucks through the streets of Historic Downtown Canoga Park. 
",06/19/2014 06:00:00 PM,06/19/2014 10:00:00 PM,,Canoga Park Improvement Association,818-346-7480,Free,"Family Friendly, Free!, Art & Antiques, Culture & Community"
Fiesta de las Flores / Flower Day,http://www.calleolvera.com,"The entire Monument including the colorful Olvera Street Mexican Marketplace will be decorated to create scenes from Los Angeles’ historic past. Various areas provide opportunities for both amateur and professional photographer alike. 
",06/21/2014 11:00:00 AM,06/21/2014 07:00:00 PM,,El Pueblo Historical Monument,213-485-8372,Free,"Family Friendly, Free!, Great Outdoors, Culture & Community, Fairs & Festivals"
Catalina Above and Below,http://www.cabrillomarineaquarium.org,"The Cabrillo Marine Aquarium will sponsor an observation and collecting expedition to Catalina Island aboard the 93-foot vessel, First String departing Los Angeles Harbor Sportfishing Landing in Ports O’ Call Village in San Pedro.  One of its most popular boat trips!  See first-hand, methods used by aquarium staff to capture marine specimens. 
 
",06/22/2014 06:00:00 AM,06/22/2014 06:00:00 PM,,City of Los Angeles Department of Recreation and Parks,310-548-7562,$95 ,"Family Friendly, Free!, Great Outdoors"
Griffith Park Free Shakespeare Festival,http://www.iscla.org,"This is the largest summer theater festival, presented outdoors in a natural amphitheater in Griffith Park. There are 10-weeks of free performances, including Twelfth Night, Richard III, and The Taming of the Shrew in rotating repertory all summer long!  This summer season also includes a variety of free, pre-performance programming including workshops for families, the Salon Series (lectures and discussions at the intersection of Shakespeare and contemporary culture), and performances from local LA artists. Bring your family and a picnic. 

Events take place June 26 through August 31, Thursdays through Sundays 
",06/26/2014 07:00:00 PM,08/31/2014 10:00:00 PM,,Independent Shakespeare Co.,818-710-6303,Free,"Family Friendly, Fairs & Festivals, Free!, Great Outdoors, Culture & Community"
Cars & Stripes Forever!,,"More than 100 classic cars and motorcycles will be on display. Live music, fireworks, and a food and beer garden will be available, with proceeds benefitting the Los Angeles Fire Department Historical Society, the Los Angeles Maritime Museum, Los Angeles Port Police Foundation, and Clean San Pedro.",06/27/2014 05:00:00 PM,06/27/2014 10:00:00 PM,,Port of Los Angeles,310-732-3508,Free,"Fairs & Festivals, Culture & Community, Great Outdoors, Free!"
Bones and Blues,http://www.wlcac.org,"Bones and Blues is a monthly concert series featuring live blues and jazz music, domino tournaments, and a hearty barbecue dinner.
",06/27/2014 08:00:00 PM,06/27/2014 11:00:00 PM,,Watts Labor Community Action Committee (WLCAC),323-563-5639,"$25 Door, $15 Pre-sale",Culture & Community
San Fernando Valley Buddhist Temple Obon Festival,http://www.sfvhbt.org,"This is one of the largest Obon festivals in Southern California. The event includes taiko drum performances, Japanese Folk Dancing, ethnic foods, Japanese cultural displays, and games. 

This event takes place on June 28 & 29
",06/28/2014 04:30:00 PM,06/28/2014 09:00:00 PM,,San Fernando Valley Hongwanji Buddhist Temple,818-899-4030,Free,"Family Friendly, Fairs & Festivals, Free! Great Outdoors, Culture & Community"
San Fernando Valley Buddhist Temple Obon Festival,http://www.sfvhbt.org,"This is one of the largest Obon festivals in Southern California. The event includes taiko drum performances, Japanese Folk Dancing, ethnic foods, Japanese cultural displays, and games. 

This event takes place on June 28 & 29
",06/29/2014 04:30:00 PM,06/29/2014 09:00:00 PM,,San Fernando Valley Hongwanji Buddhist Temple,818-899-4030,Free,"Family Friendly, Fairs & Festivals, Free! Great Outdoors, Culture & Community"
Cal Phil Festival on the Green,http://www.calphil.org,"The California Philharmonic hosts its annual Festival on the Green concert series with music, food, and a great location combine into a magical blend unparalleled in Southern California. An engaging maestro, a world-class orchestra, and top soloists ensure enjoyment for all. Live jazz, dining, and family activities begin at 5:30 p.m. 

This event takes place on June 28 & 29
",06/28/2014 07:30:00 PM,06/28/2014 10:30:00 PM,,California Philharmonic,626-300-8200,$20 - $98,"Family Friendly, Fairs & Festivals, Free! Great Outdoors, Culture & Community"
Cal Phil Festival on the Green,http://www.calphil.org,"The California Philharmonic hosts its annual Festival on the Green concert series with music, food, and a great location combine into a magical blend unparalleled in Southern California. An engaging maestro, a world-class orchestra, and top soloists ensure enjoyment for all. Live jazz, dining, and family activities begin at 5:30 p.m. 

This event takes place on June 28 & 29
",06/29/2014 07:30:00 PM,06/29/2014 10:30:00 PM,,California Philharmonic,626-300-8200,$20 - $98,"Family Friendly, Fairs & Festivals, Free! Great Outdoors, Culture & Community"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing July 26 - Radiotron (Hip-hop, dance, art)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",07/26/2014 08:00:00 PM,07/26/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing July 26 - Kiddle Karoo (Children’s rock puppets)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",07/20/2014 06:30:00 PM,07/20/2014 08:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing July 31 - Upground (Latin ska)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",07/31/2014 08:00:00 PM,07/31/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 1 - Luz Roja de San Marcos & Sonora Santanera (Central American)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/01/2014 05:00:00 PM,08/01/2014 07:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 1 - Luz Roja de San Marcos & Sonora Santanera (Central American)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/01/2014 08:00:00 PM,08/01/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 2 - Benny y sus Tropicales & Chavos de la Cumbia (Central American)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/02/2014 05:00:00 PM,08/02/2014 07:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 2 - Benny y sus Tropicales & Chavos de la Cumbia (Central American)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/02/2014 08:00:00 PM,08/02/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 2 - Benny y sus Tropicales & Chavos de la Cumbia (Central American)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/02/2014 08:00:00 PM,08/02/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 3 - José-Luis Orozco & Friends (Children’s interactive bilingual) 

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/03/2014 03:30:00 PM,08/03/2014 05:30:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 7 - Dublab Presents: Myron & E. & Wondem Band (Eclectic) 

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/07/2014 08:00:00 PM,08/07/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 8 - KPOP Night: Mike B. (Hip-hop dance) 

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/08/2014 08:00:00 PM,08/08/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 9 - Boca do Rio (Brazilian) 

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/09/2014 08:00:00 PM,08/09/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 10 - Lucky Diaz & the Family Jam Band (Children’s latin bilingual) 

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/10/2014 06:30:00 PM,08/10/2014 08:30:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 14 - Metalachi (Latin alternative)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/14/2014 08:00:00 PM,08/14/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 15 - BMI Summer Nights: Master Blaster Sound System with opener: Niña Dioz (Latin)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/15/2014 08:00:00 PM,08/15/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 16 - Beatles Retrospective with the Omega String Quartet *A Promise Zone Concert (Classic rock)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/16/2014 08:00:00 PM,08/16/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 17 - Silk Road ll (Children’s Korean and Mongolian dance)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/17/2014 06:30:00 PM,08/17/2014 08:30:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 21 - Cambalache (Latin traditional)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/21/2014 08:00:00 PM,08/21/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 22 - Young Dubliners (Celtic rock)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/22/2014 08:00:00 PM,08/22/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
2014 Summer Concert Season at Levitt Pavilion - MacArthur Park,http://www.levittla.org,"Located in MacArthur Park, the Levitt Pavilion offers 50 concerts this summer, featuring internationally recognized musicians and critically acclaimed performers. Enjoy music from around the world and across America with family and friends! 

Performing August 23 - Rocky Dawuni (Reggae)

Events take place July through August, Thursdays through Sundays, please check website for more information.
",08/23/2014 08:00:00 PM,08/23/2014 10:00:00 PM,,Friends of the Levitt Pavilion – MacArthur Park,,Free,"Culture & Community, Family Friendly, Free!"
