LocationType,Location Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Parks,Knapp Ranch Park West,,,,Wooded Vista,,,,,,Twisted Oak,Dr,,"West Hills
CA 91307
(34.1864, -118.666)",CA,91307,,(818) 883-6641,12,34.186361,-118.665968
Parks,Pasko Park,,,,Crestline,Dr,,,,,,,,"Tujunga
CA 91042
(34.2492, -118.298)",CA,91042,,(818) 899-4537,7,34.24915,-118.298354
Parks,Vernon Branch Library Pocket Park,4501,,S,Central,Ave,,,,,,,,"Los Angeles
CA 90011
(34.0029, -118.256)",CA,90011,,(310) 548-7675,9,34.002885,-118.256336
Parks,Rustic Canyon Park,,,,Sullivan Fire,Rd,,,,,,,,"Los Angeles
CA 90049
(34.0685, -118.51)",CA,90049,,(310) 836-1040,11,34.068454,-118.510444
Parks,Griffith Park - Lake Hollywood Park,3160,,,Canyon,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1268, -118.326)",CA,90027,http://www.laparks.org/dos/parks/facility/lakeHollywoodPk.htm,(323) 666-5046,4,34.126773,-118.326239
Parks,Club Circle Park,2890,,,Club,Dr,,,,,,,,"Los Angeles
CA 90043
(34.0389, -118.402)",CA,90043,,(310) 836-1040,5,34.038907,-118.402029
Parks,Coldwater Canyon Park,12601,,,Mulholland,Dr,,,,,,,,"Studio City
CA 91604
(34.1291, -118.407)",CA,91604,http://www.laparks.org/dos/parks/facility/coldwaterCanyonPk.htm,(818) 769-4415,2,34.12913311,-118.4070074
Parks,Alma Park,2105,,S,Meyler,St,,,,,,,,"San Pedro
CA 90731
(33.7251, -118.297)",CA,90731,http://www.laparks.org/dos/parks/facility/almaPk.htm,(310) 548-7671,15,33.725084,-118.296822
Parks,Tiara Street Site,11480,,W,Tiara,St,,,,,,,,"Los Angeles
CA 91601
(34.1784, -118.382)",CA,91601,,(818) 766-8445,2,34.178441,-118.382361
Public Computer Centers,Algin Sutton Recreation Center - Public Computer Center,8800,,S,Hoover,St,,,,,,,,"Los Angeles
CA 90044
(33.9578, -118.286)",CA,90044,http://www.laparks.org/btop/lynda.htm,(323) 753-5808,8,33.957778,-118.285546
Public Computer Centers,Lou Costello (Hostetter) Recreation Center - Public Computer Center,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles
CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/btop/lynda.htm,(213) 485-9111,14,34.02048437,-118.2108829
Public Computer Centers,James Slauson Recreation Center - Public Computer Center,5306,,S,Compton,Ave,,,,,,,,"Los Angeles
CA 90011
(33.9946, -118.248)",CA,90011,http://www.laparks.org/btop/lynda.htm,(323) 233-1174,9,33.99462127,-118.2476422
Public Computer Centers,Green Meadows Recreation Center - Public Computer Center,431,,E,89th,St,,,,,,,,"Los Angeles
CA 90003
(33.9557, -118.267)",CA,90003,http://www.laparks.org/btop/lynda.htm,(323) 565-4242,9,33.95568832,-118.2672316
Public Computer Centers,Denker Recreation Center - Public Computer Center,1550,,W,35th,Pl,,,,,,,,"Los Angeles
CA 90018
(34.0236, -118.305)",CA,90018,http://www.laparks.org/btop/lynda.htm,(323) 733-8367,8,34.02355276,-118.3045149
Public Computer Centers,Trinity Recreation Center - Public Computer Center,517,,,Trinity,St,,,,,,,,"Los Angeles
CA 90011
(34.0239, -118.263)",CA,90011,http://www.laparks.org/btop/lynda.htm,(213) 485-4195,9,34.023914,-118.262876
Public Computer Centers,Cypress Recreation Center - Public Computer Center,2630,,,Pepper,Ave,,,,,,,,"Los Angeles
CA 90065
(34.0894, -118.226)",CA,90065,http://www.laparks.org/btop/lynda.htm,(213) 485-5384,1,34.0894357,-118.2255846
Public Computer Centers,Pan Pacific Senior Activity Center - Public Computer Center,141,,S,Gardner,St,,,,,,,,"Los Angeles
CA 90036
(34.0723, -118.354)",CA,90036,http://www.laparks.org/btop/lynda.htm,(323) 935-5705,4,34.072251,-118.353683
Public Computer Centers,Penmar Youth Center - Public Computer Center,1341,,,Lake,St,,,,,,,,"Venice
CA 90291
(34.0062, -118.456)",CA,90291,http://www.laparks.org/btop/lynda.htm,(310) 396-8735,11,34.00618864,-118.455831
Public Computer Centers,Central Park Recreation Center - Public Computer Center,1357,,E,22nd,St,,,,,,,,"Los Angeles
CA 90011
(34.0208, -118.251)",CA,90011,http://www.laparks.org/btop/lynda.htm,(213) 485-4435,9,34.020754,-118.251107
Public Computer Centers,EXPO Center / Ahmanson Senior Citizen Center - Public Computer Center,3990,,,Bill Robertson,Ln,,,,,,,,"Los Angeles
CA 90037
(34.0116, -118.29)",CA,90037,http://www.laparks.org/btop/lynda.htm,(213) 763-0118,9,34.011553,-118.289849
Public Computer Centers,Delano Recreation Center - Public Computer Center,15100,,,Erwin,St,,,,,,,,"Van Nuys
CA 91411
(34.182, -118.462)",CA,91411,http://www.laparks.org/btop/lynda.htm,(818) 756-8529,6,34.182032,-118.46247
Public Computer Centers,Van Ness Recreation Center - Public Computer Center,5720,,,2nd,Ave,,,,,,,,"Los Angeles
CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.org/btop/lynda.htm,(323) 290-3130,8,33.99082417,-118.319119
Public Computer Centers,Lemon Grove Recreation Center - Public Computer Center,4959,,,Lemon Grove,Ave,,,,,,,,"Los Angeles
CA 90029
(34.0863, -118.305)",CA,90029,http://www.laparks.org/btop/lynda.htm,(323) 666-4144,13,34.08634611,-118.3046676
Public Computer Centers,EXPO Center / Roy A. Anderson Recreation Center - Public Computer Center,3980,,,Bill Robertson,Ln,,,,,,,,"Los Angeles
CA 90037
(34.012, -118.29)",CA,90037,http://www.laparks.org/btop/lynda.htm,(213) 763-0114,9,34.01201674,-118.2901009
Public Computer Centers,Echo Park Youth Center - Public Computer Center,515,,,Laveta,Ter,,,,,,,,"Los Angeles
CA 90026
(34.0683, -118.259)",CA,90026,http://www.laparks.org/btop/lynda.htm,(213) 240-3006,1,34.068302,-118.258827
Public Computer Centers,Robertson Recreation Youth Center - Public Computer Center,1641,,,Preuss,Rd,,,,,,,,"Los Angeles
CA 90035
(34.0495, -118.385)",CA,90035,http://www.laparks.org/btop/lynda.htm,(310) 278-5383,5,34.049457,-118.384807
Public Computer Centers,Valley Plaza Recreation Center - Public Computer Center,12240,,,Archwood,St,,,,,,,,"North Hollywood
CA 91606
(34.192, -118.401)",CA,91606,http://www.laparks.org/btop/lynda.htm,(818) 765-4023,2,34.19200843,-118.4008938
Public Computer Centers,Felicia Mahood Senior Multipurpose Center - Public Computer Center,11338,,,Santa Monica,Blvd,,,,,,,,"Los Angeles
CA 90025
(34.0456, -118.45)",CA,90025,http://www.laparks.org/btop/lynda.htm,(310) 479-4119,11,34.045637,-118.449914
Public Computer Centers,South Seas House - Public Computer Center,2301,,W,24th,St,,,,,Arlington,Ave,,"Los Angeles
CA 90018
(34.035, -118.318)",CA,90018,http://www.laparks.org/btop/lynda.htm,(323) 373-9483,10,34.03499817,-118.3179553
Public Computer Centers,Yucca Park Community Center - Public Computer Center,6671,,,Yucca,St,,,,,,,,"Los Angeles
CA 90028
(34.1033, -118.336)",CA,90028,http://www.laparks.org/btop/lynda.htm,(323) 957-6339,13,34.10331572,-118.3355345
Public Computer Centers,Van Nuys Recreation Center - Public Computer Center,14301,,,Vanowen,St,,,,,,,,"Van Nuys
CA 91405
(34.1941, -118.445)",CA,91405,http://www.laparks.org/btop/lynda.htm,(818) 756-8131,6,34.19405925,-118.4446325
Public Computer Centers,Seoul International Recreation Center - Public Computer Center,3250,,,San Marino,St,,,,,,,,"Los Angeles
CA 90006
(34.0544, -118.302)",CA,90006,http://www.laparks.org/btop/lynda.htm,(213) 383-7549,10,34.05435479,-118.3016258
Public Computer Centers,David M. Gonzales / Pacoima Recreation Center - Public Computer Center,10943,,,Herrick,Ave,,,,,,,,"Pacoima
CA 91331
(34.2692, -118.413)",CA,91331,http://www.laparks.org/btop/lynda.htm,(818) 899-1950,7,34.26921299,-118.4130658
Public Computer Centers,William Nickerson Gardens Recreation Center - Public Computer Center,11251,,,Compton,Ave,,,,,,,,"Los Angeles
CA 90059
(33.9322, -118.247)",CA,90059,http://www.laparks.org/btop/lynda.htm,(323) 566-1416,15,33.932182,-118.247169
Public Computer Centers,Griffith Park Adult Community Center - Public Computer Center,3203,,,Riverside,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1142, -118.269)",CA,90027,http://www.laparks.org/btop/lynda.htm,(323) 644-5579,4,34.114167,-118.26892
Public Computer Centers,Mason Youth Center - Public Computer Center,10520,,,Mason,Ave,,,,,,,,"Chatsworth
CA 91311
(34.2615, -118.58)",CA,91311,http://www.laparks.org/btop/lynda.htm,(818) 998-6377,12,34.26154428,-118.5798211
Public Computer Centers,Peck Park Youth Center - Public Computer Center,560,,N,Western,Ave,,,,,,,,"San Pedro
CA 90732
(33.7498, -118.307)",CA,90732,http://www.laparks.org/btop/lynda.htm,(310) 548-7580,15,33.749759,-118.306733
Public Computer Centers,Ramon D. Garcia Msgr. Recreation Center - Public Computer Center,1016,,S,Fresno,St,,,,,,,,"Los Angeles
CA 90023
(34.0275, -118.207)",CA,90023,http://www.laparks.org/btop/lynda.htm,(323) 265-4755,14,34.027534,-118.206502
Public Computer Centers,Poinsettia Recreation Center - Public Computer Center,7341,,,Willoughy,Ave,,,,,,,,"Los Angeles
CA 90046
(34.0878, -118.35)",CA,90046,http://www.laparks.org/btop/lynda.htm,(323) 876-5014,5,34.087752,-118.350031
Public Computer Centers,Fairfax Senior Citizen Center - Public Computer Center,7929,,,Melrose,Ave,,,,,,,,"Los Angeles
CA 90046
(34.084, -118.362)",CA,90046,http://www.laparks.org/btop/lynda.htm,(323) 653-1824,5,34.084022,-118.362491
Public Computer Centers,Canoga Park Senior Center - Public Computer Center,7326,,,Jordan,Ave,,,,,,,,"Canoga Park
CA 91303
(34.2037, -118.603)",CA,91303,http://www.laparks.org/btop/lynda.htm,(818) 340-2633,3,34.20369,-118.602517
Public Computer Centers,Ritchie Valens Recreation Center - Public Computer Center,10731,,,Laurel Canyon,Blvd,,,,,,,,"Pacoima
CA 91331
(34.2658, -118.439)",CA,91331,http://www.laparks.org/btop/lynda.htm,(818) 834-5172,7,34.265818,-118.438725
Public Computer Centers,Evergreen Youth Center - Public Computer Center,211,,S,Evergreen,Ave,,,,,,,,"Los Angeles
CA 90033
(34.0388, -118.204)",CA,90033,http://www.laparks.org/btop/lynda.htm,(323) 263-2816,14,34.038819,-118.204026
Public Computer Centers,Northridge Recreation Center - Public Computer Center,18300,,W,Lemarsh,St,,,,,,,,"Northridge
CA 91324
(34.2553, -118.532)",CA,91324,http://www.laparks.org/btop/lynda.htm,(818) 349-7341,12,34.25529,-118.53226
Public Computer Centers,MacArthur Park Community Center - Public Computer Center,2230,,W,6th,St,,,,,,,,"Los Angeles
CA 90057
(34.0602, -118.277)",CA,90057,http://www.laparks.org/btop/lynda.htm,(213) 368-0520,1,34.060233,-118.277016
Public Computer Centers,Downey Youth Center - Public Computer Center,219,,S,Ave 18,,,,,,,,,"Los Angeles
CA 90031
(34.0709, -118.222)",CA,90031,http://www.laparks.org/btop/lynda.htm,(323) 225-7100,1,34.070938,-118.222326
Public Computer Centers,Jim Gilliam Recreation Center - Public Computer Center,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles
CA 90008
(34.0123, -118.353)",CA,90008,http://www.laparks.org/btop/lynda.htm,(323) 291-5928,10,34.01227,-118.352773
Public Computer Centers,Saint Andrews Recreation Center - Public Computer Center,8701,,,Saint Andrews,Pl,,,,,,,,"Los Angeles
CA 90047
(33.9588, -118.311)",CA,90047,http://www.laparks.org/btop/lynda.htm,(213) 485-1751,8,33.95882144,-118.3112791
Public Computer Centers,Victory Valley Youth Center - Public Computer Center,6451,,,Saint Clair,Ave,,,,,,,,"North Hollywood
CA 91606
(34.1876, -118.4)",CA,91606,http://www.laparks.org/btop/lynda.htm,(818) 764-1679,2,34.18758094,-118.3998795
Public Computer Centers,Banning Recreation Center - Public Computer Center,1331,,,Eubank,Ave,,,,,,,,"Wilmington
CA 90744
(33.7902, -118.256)",CA,90744,http://www.laparks.org/btop/lynda.htm,(310) 548-7776,15,33.79017637,-118.2562904
Public Computer Centers,Vineyard Recreation Center - Public Computer Center,2942,,,Vineyard,Ave,,,,,,,,"Los Angeles
CA 90016
(34.0283, -118.347)",CA,90016,http://www.laparks.org/btop/lynda.htm,(323) 732-2469,10,34.02828057,-118.34653
Public Computer Centers,Glassell Park Youth Center -  Public Computer Center,2727,,,Crestmore,Pl,,,,,,,,"Los Angeles
CA 90065
(34.1148, -118.234)",CA,90065,http://www.laparks.org/btop/lynda.htm,(323) 341-5681,1,34.11484802,-118.233719
Public Computer Centers,Sylmar Park Recreation Center - Public Computer Center,13109,,,Borden,Ave,,,,,,,,"Sylmar
CA 91342
(34.3092, -118.446)",CA,91342,http://www.laparks.org/btop/lynda.htm,(818) 367-5656,7,34.309198,-118.446384
Public Computer Centers,Claude Pepper Senior Citizen Center - Public Computer Center,1726,,S,La Cienega,Blvd,,,,,,,,"Los Angeles
CA 90035
(34.0453, -118.376)",CA,90035,http://www.laparks.org/btop/lynda.htm,(310) 559-9677,10,34.045254,-118.376364
Public Computer Centers,Highland Park Recreation Center - Public Computer Center,6150,,,Piedmont,Ave,,,,,,,,"Los Angeles
CA 90042
(34.1132, -118.188)",CA,90042,http://www.laparks.org/btop/lynda.htm,(213) 847-4875,1,34.113209,-118.187806
Public Computer Centers,Tarzana Youth Center - Public Computer Center,5700,,,Beckford,Ave,,,,,,,,"Tarzana
CA 91356
(34.1748, -118.551)",CA,91356,http://www.laparks.org/btop/lynda.htm,(818) 343-4721,3,34.17477558,-118.5514596
Public Computer Centers,Wilmington Recreation Center - Public Computer Center,325,,N,Neptune,Ave,,,,,,,,"Wilmington
CA 90744
(33.7731, -118.269)",CA,90744,http://www.laparks.org/btop/lynda.htm,(310) 548-7645,15,33.77313982,-118.2686791
Public Computer Centers,Sepulveda Recreation Center - Public Computer Center,8801,,,Kester,Ave,,,,,,,,"Panorama City
CA 91405
(34.2301, -118.458)",CA,91405,http://www.laparks.org/btop/lynda.htm,(818) 893-3700,6,34.23005873,-118.4575623
Public Computer Centers,Ramona Gardens Recreation Center - Public Computer Center,2830,,,Lancaster,Ave,,,,,,,,"Los Angeles
CA 90033
(34.057, -118.195)",CA,90033,http://www.laparks.org/btop/lynda.htm,(213) 847-2961,14,34.056954,-118.194894
Public Computer Centers,Oakwood Recreation Center - Public Computer Center,767,,,California,Ave,,,,,,,,"Venice
CA 90291
(33.9945, -118.464)",CA,90291,http://www.laparks.org/btop/lynda.htm,(310) 452-7479,11,33.99447842,-118.4635489
Public Computer Centers,South Park Recreation Center - Public Computer Center,345,,E,51st,St,,,,,,,,"Los Angeles
CA 90011
(33.9974, -118.268)",CA,90011,http://www.laparks.org/btop/lynda.htm,(213) 847-6746,9,33.997417,-118.267651
Public Computer Centers,Pecan Recreation Center - Public Computer Center,127,,S,Pecan,St,,,,,,,,"Los Angeles
CA 90033
(34.0465, -118.222)",CA,90033,http://www.laparks.org/btop/lynda.htm,(323) 262-2736,14,34.04652101,-118.2220261
Public Computer Centers,Imperial Courts Recreation Center - Public Computer Center,2250,,E,114th,St,,,,,,,,"Los Angeles
CA 90059
(33.9313, -118.232)",CA,90059,http://www.laparks.org/dos/reccenter/facility/imperialcourtsRC.htm,(323) 564-1834,15,33.93125654,-118.2324199
Public Computer Centers,Winnetka Recreation Center - Public Computer Center,8401,,,Winnetka,Ave,,,,,,,,"Winnetka
CA 91306
(34.2224, -118.572)",CA,91306,http://www.laparks.org/btop/lynda.htm,(818) 756-7876,3,34.222383,-118.571596
Public Computer Centers,Rancho Cienega Sports Center - Public Computer Center,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles
CA 90016
(34.0222, -118.352)",CA,90016,http://www.laparks.org/btop/lynda.htm,(323) 290-2663,10,34.022242,-118.351645
Public Computer Centers,Rancho Cienega - Ira C. Massey Youth Center - Public Computer Center,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles
CA 90016
(34.0224, -118.351)",CA,90016,http://www.laparks.org/btop/lynda.htm,(323) 290-2330,10,34.02235,-118.350784
Public Computer Centers,Lanark Recreation Center - Public Computer Center,21816,,,Lanark,St,,,,,,,,"Canoga Park
CA 91304
(34.2174, -118.604)",CA,91304,http://www.laparks.org/btop/lynda.htm,(818) 883-1503,3,34.21743314,-118.6038772
Public Computer Centers,Glassell Park Senior Citizen Center - Public Computer Center,3740,,,Verdugo,Rd,,,,,,,,"Los Angeles
CA 90063
(34.1176, -118.232)",CA,90063,http://www.laparks.org/btop/lynda.htm,(323) 550-8809,1,34.117633,-118.232272
Public Computer Centers,Hubert H. Humphrey Recreation Center - Public Computer Center,12560,,,Filmore,St,,,,,,,,"Pacoima
CA 91331
(34.2818, -118.407)",CA,91331,http://www.laparks.org/btop/lynda.htm,(818) 896-6510,7,34.28181122,-118.4074686
Public Computer Centers,Sun Valley Recreation Center - Public Computer Center,8133,,,Vineland,Ave,,,,,,,,"Sun Valley
CA 91352
(34.2181, -118.372)",CA,91352,http://www.laparks.org/btop/lynda.htm,(818) 767-6151,6,34.218089,-118.371541
Public Computer Centers,Harbor City Recreation Center - Public Computer Center,24901,,,Frampton,Ave,,,,,,,,"Harbor City
CA 90710
(33.7995, -118.3)",CA,90710,http://www.laparks.org/btop/lynda.htm,(310) 548-7729,15,33.799469,-118.299536
Public Computer Centers,Eagle Rock Youth Center - Public Computer Center,1102,,,Eagle Vista,Dr,,,,,,,,"Los Angeles
CA 90041
(34.1436, -118.188)",CA,90041,http://www.laparks.org/btop/lynda.htm,(323) 341-5658,14,34.14363983,-118.1882212
Public Computer Centers,Lincoln Park Recreation Center - Public Computer Center,3501,,,Valley,Blvd,,,,,,,,"Los Angeles
CA 90031
(34.0661, -118.199)",CA,90031,http://www.laparks.org/btop/lynda.htm,(213) 847-1726,1,34.0661,-118.199196
Public Computer Centers,Wabash Recreation Center - Public Computer Center,2765,,,Wabash,Ave,,,,,,,,"Los Angeles
CA 90033
(34.0507, -118.198)",CA,90033,http://www.laparks.org/btop/lynda.htm,(323) 262-6534,14,34.05070789,-118.1981928
Public Computer Centers,Loren Miller Youth Center - Public Computer Center,2717,,,Halldale,Ave,,,,,,,,"Los Angeles
CA 90018
(34.0303, -118.303)",CA,90018,http://www.laparks.org/btop/lynda.htm,(323) 734-1302,8,34.03026082,-118.3030305
Public Computer Centers,Elysian Valley Recreation Center - Public Computer Center,1811,,,Ripple,St,,,,,,,,"Los Angeles
CA 90039
(34.0989, -118.245)",CA,90039,http://www.laparks.org/btop/lynda.htm,(323) 666-5058,13,34.09889273,-118.24518
Public Computer Centers,Hubert H. Humphrey Youth Center - Public Computer Center,12560,,,Filmore,St,,,,,,,,"Pacoima
CA 91331
(34.2818, -118.407)",CA,91331,http://www.laparks.org/btop/lynda.htm,(818) 896-6510,7,34.28181122,-118.4074686
Public Computer Centers,Jordan Downs Recreation Center - Public Computer Center,9900,,,Grape,St,,,,,,,,"Los Angeles
CA 90002
(33.9461, -118.237)",CA,90002,http://www.laparks.org/btop/lynda.htm,(213) 485-1835,15,33.94612146,-118.2365773
Public Computer Centers,Normandale Recreation Center - Public Computer Center,22400,,S,Halldale,Ave,,,,,,,,"Torrance
CA 90501
(33.8231, -118.301)",CA,90501,http://www.laparks.org/btop/lynda.htm,(310) 328-3669,15,33.82313579,-118.301425
Public Computer Centers,Ross Snyder Recreation Center - Public Computer Center,1501,,E,41st,St,,,,,,,,"Los Angeles
CA 90011
(34.0087, -118.247)",CA,90011,http://www.laparks.org/btop/lynda.htm,(323) 231-3964,9,34.00871681,-118.2473934
Public Computer Centers,Watts Senior Citizen Center - Public Computer Center,1657,,E,Century,Blvd,,,,,,,,"Los Angeles
CA 90002
(33.9463, -118.244)",CA,90002,http://www.laparks.org/btop/lynda.htm,(323) 564-9440,15,33.94634,-118.24394
Public Computer Centers,Toberman Recreation Center - Public Computer Center,1725,,,Toberman,St,,,,,,,,"Los Angeles
CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/btop/lynda.htm,(213) 485-6896,1,34.03912821,-118.2787516
Public Computer Centers,Jackie Tatum / Harvard Recreation Center - Public Computer Center,1535,,W,62nd,St,,,,,,,,"Los Angeles
CA 90047
(33.9386, -118.304)",CA,90047,http://www.laparks.org/btop/lynda.htm,(323) 778-2579,8,33.93857,-118.303829
Public Computer Centers,Martin Luther King Jr. Recreation Center - Public Computer Center,3916,,S,Western,Ave,,,,,,,,"Los Angeles
CA 90062
(34.0139, -118.309)",CA,90062,http://www.laparks.org/btop/lynda.htm,(213) 847-0878,8,34.01394464,-118.3087893
Public Computer Centers,Mount Carmel Recreation Center - Public Computer Center,830,,W,70th,St,,,,,,,,"Los Angeles
CA 90044
(33.976, -118.288)",CA,90044,http://www.laparks.org/btop/lynda.htm,(323) 789-2756,8,33.975985,-118.28763
Recreation Centers,Jim Gilliam Child Care Center,4000,,S,La Brea,Ave,,,,,,,,"Los Angeles
CA 90008
(34.0123, -118.353)",CA,90008,http://www.laparks.org/dos/childcare/facility/jimGilliamCC.htm,(323) 291-5929,10,34.01227,-118.352773
Recreation Centers,Normandale Recreation Center,22400,,S,Halldale,Ave,,,,,,,,"Torrance
CA 90501
(33.8231, -118.301)",CA,90501,http://www.laparks.org/dos/reccenter/facility/normandaleRC.htm,(310) 328-3669,15,33.82313579,-118.301425
Recreation Centers,Saint Andrews Recreation Center,8701,,,Saint Andrews,Pl,,,,,,,,"Los Angeles
CA 90047
(33.9588, -118.311)",CA,90047,http://www.laparks.org/dos/reccenter/facility/StAndrewsRC.htm,(213) 485-1751,8,33.95882144,-118.3112791
Recreation Centers,EXPO Center / Roy A. Anderson Recreation Center,3980,,,Bill Robertson,Ln,,,,,,,,"Los Angeles
CA 90037
(34.012, -118.29)",CA,90037,http://laparks.org/expo/,(213) 763-0114,9,34.01201674,-118.2901009
Recreation Centers,Van Ness Recreation Center,5720,,,2nd,Ave,,,,,,,,"Los Angeles
CA 90043
(33.9908, -118.319)",CA,90043,http://www.laparks.com/dos/reccenter/facility/vanNessRC.htm,(323) 296-1559,8,33.99082417,-118.319119
Recreation Centers,Sepulveda Dam Recreation Area,17017,,,Burbank,Blvd,,,,,,,,"Encino
CA 91316
(34.1723, -118.503)",CA,91316,http://www.laparks.org/dos/reccenter/facility/sepulvedaBasinRC.htm,(818) 756-7667,6,34.17225492,-118.5028645
Recreation Centers,Rancho Cienega Sports Complex,5001,,,Rodeo,Rd,,,,,,,,"Los Angeles
CA 90016
(34.0222, -118.352)",CA,90016,http://www.laparks.org/dos/reccenter/facility/ranchocienegaRC.htm,(323) 290-2663,10,34.022242,-118.351645
Recreation Centers,South Seas House,2301,,W,24th,St,,,,,Arlington,Ave,,"Los Angeles
CA 90018
(34.035, -118.318)",CA,90018,http://www.laparks.org/dos/reccenter/facility/southseashouse.htm,(323) 373-9483,10,34.03499817,-118.3179553
Recreation Centers,Rosecrans Recreation Center,840,,W,149th,St,,,,,,,,"Gardena
CA 90247
(33.8966, -118.291)",CA,90247,http://www.laparks.org/dos/reccenter/facility/rosecransRC.htm,(310) 327-3653,15,33.896619,-118.290531
Recreation Centers,Bellevue Recreation Center,826,,,Lucille,Ave,,,,,,,,"Los Angeles
CA 90026
(34.084, -118.283)",CA,90026,http://www.laparks.org/dos/reccenter/facility/bellevueRC.htm,(323) 664-2468,13,34.084023,-118.282906
Recreation Centers,Lincoln Heights Recreation Center,2303,,,Workman,St,,,,,,,,"Los Angeles
CA 90031
(34.0722, -118.215)",CA,90031,http://www.laparks.org/dos/reccenter/facility/lincolnHeightsRC.htm,(323) 225-2838,1,34.072219,-118.214628
Recreation Centers,Lake Street Community Center,227,,N,Lake,St,,,,,,,,"Los Angeles
CA 90057
(34.0687, -118.27)",CA,90057,http://www.laparks.org/dos/reccenter/facility/lakestComC.htm,(213) 207-2196,13,34.06874703,-118.270384
Recreation Centers,Westchester Recreation Center,7000,,W,Manchester,Ave,,,,,,,,"Los Angeles
CA 90045
(33.9596, -118.414)",CA,90045,http://www.laparks.org/dos/reccenter/facility/westchesterRC.htm,(310) 670-7473,11,33.95956137,-118.4138213
Recreation Centers,Rose Hill Recreation Center,4530,,,Mercury,Ave,,,,,,,,"Los Angeles
CA 90032
(34.0858, -118.19)",CA,90032,http://www.laparks.org/dos/reccenter/facility/roseHillRC.htm,(323) 225-0450,14,34.08582337,-118.1898844
Recreation Centers,Cheviot Hills Recreation Center,2551,,,Motor,Ave,,,,,,,,"Los Angeles
CA 90064
(34.0469, -118.408)",CA,90064,http://www.laparks.org/dos/reccenter/facility/cheviotHillsRC.htm,(310) 837-5186,5,34.046898,-118.408263
Recreation Centers,Andres and Maria Cardenas Recreation Center,14740,,,Blythe,St,,,,,,,,"Panorama City
CA 91402
(34.215, -118.455)",CA,91402,http://www.laparks.org/dos/reccenter/facility/andresMariaRC.htm,(818) 781-3952,6,34.215049,-118.454568
Recreation Centers,Central Park Recreation Center,1357,,E,22nd,St,,,,,,,,"Los Angeles
CA 90011
(34.0208, -118.251)",CA,90011,http://www.laparks.org/dos/reccenter/facility/centralParkRC.htm,(213) 485-4435,9,34.020754,-118.251107
Recreation Centers,Jordan Downs Recreation Center,9900,,,Grape,St,,,,,,,,"Los Angeles
CA 90002
(33.9461, -118.237)",CA,90002,http://www.laparks.org/dos/reccenter/facility/jordanDownsRC.htm,(213) 485-1835,15,33.94612146,-118.2365773
Recreation Centers,Sylmar Park Recreation Center,13109,,,Borden,Ave,,,,,,,,"Sylmar
CA 91342
(34.3092, -118.446)",CA,91342,http://www.laparks.org/dos/reccenter/facility/sylmarParkRC.htm,(818) 367-5656,7,34.309198,-118.446384
Recreation Centers,Evergreen Recreation Center,2844,,E,2nd,St,,,,,,,,"Los Angeles
CA 90033
(34.039, -118.203)",CA,90033,http://www.laparks.org/dos/reccenter/facility/evergreenRC.htm,(323) 262-0397,14,34.038954,-118.203476
Recreation Centers,109th Street Recreation Center,1464,,E,109th,St,,,,,,,,"Los Angeles
CA 90059
(33.9366, -118.249)",CA,90059,http://www.laparks.org/dos/reccenter/facility/109thStreetRC.htm,(323) 566-4561,15,33.93664647,-118.2489586
Recreation Centers,Lemon Grove Recreation Center,4959,,,Lemon Grove,Ave,,,,,,,,"Los Angeles
CA 90029
(34.0863, -118.305)",CA,90029,http://www.laparks.org/dos/reccenter/facility/lemonGroveRC.htm,(323) 666-4144,13,34.08634611,-118.3046676
Recreation Centers,Tarzana Recreation Center,5655,,,Vanalden,Ave,,,,,,,,"Tarzana
CA 91356
(34.1746, -118.55)",CA,91356,http://www.laparks.org/dos/reccenter/facility/tarzanaRC.htm,(818) 343-5946,3,34.17462734,-118.5502669
Recreation Centers,Barrington Recreation Center,333,,S,Barrington,Ave,,,,,,,,"Los Angeles
CA 90049
(34.0614, -118.469)",CA,90049,http://www.laparks.org/dos/reccenter/facility/barringtonRC.htm,(310) 476-4866,11,34.06137723,-118.4686951
Recreation Centers,Granada Hills Recreation Center,16730,,,Chatsworth,St,,,,,,,,"Granada Hills
CA 91344
(34.2637, -118.497)",CA,91344,http://www.laparks.org/dos/reccenter/facility/granadaHillsRC.htm,(818) 363-3556,12,34.263689,-118.496732
Recreation Centers,Reseda Recreation Center,18411,,,Victory,Blvd,,,,,,,,"Reseda
CA 91335
(34.1869, -118.534)",CA,91335,http://www.laparks.org/dos/reccenter/facility/resedaRC.htm,(818) 881-3882,3,34.186871,-118.533699
