APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
5066021003,08/28/2014,Single Family,"1815 S OGDEN DR
Los Angeles, CA 90019
(34.04256288100004, -118.36731884999995)",,10,Bank of America,VPR Department,800-669-2443,Safeguard Properties,Code Compliance,21520   BURBANK BLVD 102 WOODLAND HILLD CA 91367 ,800-852-8306
5066022004,11/20/2014,Single Family,"1711 S OGDEN DR
Los Angeles, CA 90019
(34.04486283500006, -118.36631866999994)",,10,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660 ,949-642-4801
5067002034,12/09/2014,Single Family,"1614 S SYCAMORE AVE
Los Angeles, CA 90019
(34.04474876000006, -118.34928909699994)",,10,Nationstar Mortgage LLC,NSTAR CLIENT,469-549-2178,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5067005007,07/21/2014,Multi-Family,"1639 S HIGHLAND AVE
Los Angeles, CA 90019
(34.04526069700006, -118.34449775899998)",,10,ONE WEST BANK,LEAH COLLINS,800-468-1743,Assurant Field Asset Svcs c/o N & C Services,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078 ,760-736-0067
5067006028,01/17/2014,Multi-Family,"1681 S LONGWOOD AVE
Los Angeles, CA 90019
(34.044962284000064, -118.34349410199997)",,10,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804 ,888-627-2256
5067007024,05/15/2014,Multi-Family,"1669 1 2 S RIMPAU BLVD
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,Fannie Mae,Michele Todd,972-656-8507,Reserse Mortgage Solutions,Teresa Boudreaux,13743   Bear Valley RD  Moorpark CA 93021 ,281-404-7870
5067010022,02/03/2014,Single Family,"4810 W PICKFORD ST
Los Angeles, CA 90019
(34.041574223000055, -118.34358645399999)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5067012020,03/13/2014,Multi-Family,"1863 S RIMPAU BLVD
Los Angeles, CA 90019
(34.040753798000026, -118.34354842899995)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5067014005,11/20/2014,Single Family,"1818 S MANSFIELD AVE
Los Angeles, CA 90019
(34.042108882000036, -118.34800891099997)",,10,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732 ,866-966-0789
5067014008,09/18/2014,Single Family,"1832 S MANSFIELD AVE
Los Angeles, CA 90019
(34.041779329000065, -118.34813911899994)",,10,Reverse Mortgage Solutions,Teresa Boudreaux,281-404-7870,National Field Network,Andrew Sugrim,13743   Bear Valley RD  Moorpark CA 93021 ,732-276-5563
5067014012,12/10/2014,Single Family,"1850 S MANSFIELD AVE
Los Angeles, CA 90019
(34.04130919800008, -118.34831887499996)",,10,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
5067016004,01/31/2014,Single Family,"1817 S ORANGE DR
Los Angeles, CA 90019
(34.04249259200003, -118.34905979199999)",,10,BAC HOME LOANS SERVICING,ROEL RODRIGUEZ,800-669-2443,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5067016031,01/03/2014,Single Family,"1806 S SYCAMORE AVE
Los Angeles, CA 90019
(34.04298922500004, -118.34994935399999)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,Pacific Preservation Services,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5067017015,09/30/2014,Multi-Family,"1874 S ALSACE AVE
Los Angeles, CA 90019
(34.04167908100004, -118.35148995499998)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5067017023,01/02/2014,Single Family,"1821 S SYCAMORE AVE
Los Angeles, CA 90019
(34.04262164700003, -118.35015906899997)",,10,Caliber Home Loans,Arthur Ferrari,866-248-2679,Bron Inc,Eric Moore,42050   Clairissa WAY  Murrieta CA 92562 ,951-970-3899
5067019035,01/24/2014,Single Family,"1867 S REDONDO BLVD
Los Angeles, CA 90019
(34.04196254200008, -118.35254890199997)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5067020021,11/07/2014,Single Family,"1813 S CLOVERDALE AVE
Los Angeles, CA 90019
(34.04363268000003, -118.35307427099997)",,10,DOWNEY SAVINGS & LOAN,MELANIE MANALANSAN,949-798-6053,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
5067020027,12/09/2014,Single Family,"1837 S CLOVERDALE AVE
Los Angeles, CA 90019
(34.04299268200003, -118.35331977799996)",,10,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5067020066,02/10/2014,Single Family,"5223 W WASHINGTON BLVD
Los Angeles, CA 90019
(34.04146329200006, -118.35457438499998)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5068006007,08/12/2014,Multi-Family,"6100 W HORNER ST
Los Angeles, CA 90035
(34.04960332300004, -118.37487436199996)",,10,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
5068007004,01/29/2014,Multi-Family,"6106 W PICKFORD ST
Los Angeles, CA 90035
(34.048843969000075, -118.37525461499996)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5068012003,01/27/2014,Multi-Family,"1416 S STEARNS DR
Los Angeles, CA 90035
(34.05180187700006, -118.37123776099997)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS c/o Advantage Conveyance,Arron Nobel,1906   Irvine   Newport Beach CA 92660 ,949-294-8778
5068012054,04/10/2014,Single Family,"1434 S POINT VIEW ST
Los Angeles, CA 90035
(34.05110128900003, -118.37019840199997)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5068019008,11/11/2014,Single Family,"1624 S HI POINT ST
Los Angeles, CA 90035
(34.047161638000034, -118.36992761599998)",,10,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
5068024016,01/30/2014,Single Family,"5841 W AIRDROME ST
Los Angeles, CA 90019
(34.045577250000065, -118.36779474299999)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5069001007,01/16/2014,Multi-Family,"1422 S OGDEN DR
Los Angeles, CA 90019
(34.05040402700007, -118.364661808)",,10,ONE WEST BANK,LEAH COLLINS,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
5069002012,08/04/2014,Single Family,"1547 S GENESEE AVE
Los Angeles, CA 90019
(34.04775967200004, -118.36443123199996)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5069004033,09/18/2014,Single Family,"1729 S GENESEE AVE
Los Angeles, CA 90019
(34.044223319000025, -118.36552820399999)",,10,Reverse Mortgage Solutions,Teresa Boudreaux,281-404-7870,National Field Network,Andrew Sugrim,13743   Bear Valley RD  Moorpark CA 93021 ,732-276-5563
5069006010,01/03/2014,Single Family,"1800 S GENESEE AVE
Los Angeles, CA 90019
(34.04294774300007, -118.36603059899994)",,10,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732 ,866-966-0789
5069012024,03/07/2014,Single Family,"1524 S SPAULDING AVE
Los Angeles, CA 90019
(34.048142229000064, -118.36317754899994)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5069013001,03/13/2014,Multi-Family,"1603 S STANLEY AVE
Los Angeles, CA 90019
(34.04650897800008, -118.36268722299997)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,Martinez Building and Development,Boler Markeese,7522   Finevale DR  DOWNEY CA 90240 ,623-444-0552
5069013017,04/08/2014,Single Family,"1600 S SPAULDING AVE
Los Angeles, CA 90019
(34.046641959000056, -118.36359813199999)",,10,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o N&C Services Inc.-South,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078 ,760-736-0067
5069014023,01/15/2014,Single Family,"1746 S SPAULDING AVE
Los Angeles, CA 90019
(34.04358725900005, -118.36471008399997)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5069023009,03/06/2014,Single Family,"1526 S CURSON AVE
Los Angeles, CA 90019
(34.04728032300005, -118.36063907199997)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5069030005,07/02/2014,Single Family,"1417 S RIDGELEY DR
Los Angeles, CA 90019
(34.04796247400003, -118.35599883399999)",,10,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5069033005,03/11/2014,Multi-Family,"1444 S BURNSIDE AVE
Los Angeles, CA 90019
(34.04746557000004, -118.35508047599996)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5069034021,01/30/2014,Single Family,"1517 S DUNSMUIR AVE
Los Angeles, CA 90019
(34.04575239700006, -118.35480967899997)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5069035007,02/05/2014,Multi-Family,"1528 S DUNSMUIR AVE
Los Angeles, CA 90019
(34.04554844300003, -118.35481889699997)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5070003002,01/14/2014,Single Family,"1309 S MANSFIELD AVE
Los Angeles, CA 90019
(34.04999279400005, -118.34499915099997)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5070003019,03/31/2014,Multi-Family,"1300 S ORANGE DR
Los Angeles, CA 90019
(34.050588524000034, -118.34587949499996)",,10,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5070003027,10/31/2014,Single Family,"1342 S ORANGE DR
Los Angeles, CA 90019
(34.049498465000056, -118.34629892499999)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5070005034,01/23/2014,Multi-Family,"1282 S REDONDO BLVD
Los Angeles, CA 90019
(34.05048791200005, -118.34822350699994)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS c/o Advantage Conveyance,Ken Scheller,1906   Irvine AVE  Newport Beach CA 92660 ,972-996-5000
5070006023,01/13/2014,Single Family,"1342 S REDONDO BLVD
Los Angeles, CA 90019
(34.04883820800006, -118.34889962499994)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5070006036,09/10/2014,Multi-Family,"1377 1 2 S ORANGE DR
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,"PLM Loan Management Services, Inc",Beth Godbey,408-370-4030,"Newport Private Investments, Inc",Tracy Coveyou,567   San NIcolas PL 280 Newport Beach CA 92660 ,949-933-3022
5070008014,01/03/2014,Multi-Family,"1270 S MEADOWBROOK AVE
Los Angeles, CA 90019
(34.051147349000075, -118.34915052699995)",,10,U.S. Bank National Association,Richard Selig,949-823-5787,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
5070009017,09/05/2014,Single Family,"1302 S CLOVERDALE AVE
Los Angeles, CA 90019
(34.05043872700003, -118.35060961199997)",,10,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5070012028,06/12/2014,Single Family,"1544 S COCHRAN AVE
Los Angeles, CA 90019
(34.045368687000064, -118.35380949799998)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5070012040,11/14/2014,Single Family,"1521 S CLOVERDALE AVE
Los Angeles, CA 90019
(34.04596211200004, -118.35245902399998)",,10,CENTRAL MORTGAGE COMPANY,SHEILA ROELING,501-716-4810,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5070014018,02/04/2014,Multi-Family,"1506 S CLOVERDALE AVE
Los Angeles, CA 90019
(34.04633244300004, -118.35224473899996)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5070014024,02/03/2014,Multi-Family,"1532 S CLOVERDALE AVE
Los Angeles, CA 90019
(34.04560836200005, -118.35253968399996)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5070014034,01/29/2014,Multi-Family,"1523 1 2 S MEADOWBROOK AVE
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5070017025,12/09/2014,Single Family,"1515 S ORANGE DR
Los Angeles, CA 90019
(34.04620178700003, -118.34768972899997)",,10,Green Tree,Jeremy Iverson,480-383-0648,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804 ,888-627-2256
5070018008,07/02/2014,Single Family,"1422 S ORANGE DR
Los Angeles, CA 90019
(34.04717892200006, -118.34723918699996)",,10,SUNWEST MORTGAGE,CELESTINE LEWIS,800-453-7884,WOLVERINE REAL ESTATE SERVICES,JUANITA KENNEY,26711   WOODWARD  305 HUNTINGTON WOODS MI 48070 ,248-586-9779
5070018025,12/11/2014,Multi-Family,"1503 1 2 S MANSFIELD AVE
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,Aztec Financial,Chloe Allton,818-848-8960,Aztec Financial,Chloe Allton,2624  W MAGNOLIA  BLVD  BURBANK CA 91505 ,818-848-8960
5071003005,03/27/2014,Single Family,"1735 S VICTORIA AVE
Los Angeles, CA 90019
(34.041545416000076, -118.33155663199994)",,10,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5071004006,09/16/2014,Single Family,"1633 S VICTORIA AVE
Los Angeles, CA 90019
(34.04408619700007, -118.33012664999995)",,10,The William G Joiner Trust,Gregory Salgado,949-499-3091,The William G. Joiner Trust,Gregory Salgado,6789   Quail Hill PKWY 222 Irvine CA 92603 ,949-499-3091
5071004017,03/26/2014,Single Family,"1614 S WELLINGTON RD
Los Angeles, CA 90019
(34.044915840000044, -118.33092172399995)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5071004019,02/10/2014,Single Family,"1626 S WELLINGTON ROAD
Los Angeles, CA 90019
(34.04461509500004, -118.33108189199999)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5071005040,11/24/2014,Single Family,"1601 S WELLINGTON RD
Los Angeles, CA 90019
(34.04514514400006, -118.33086756699998)",,10,"CITIMORTAGAE, INC",CODE VIOLATION,877-290-3997,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5071006037,12/12/2014,Single Family,"1730 S VIRGINIA RD
Los Angeles, CA 90019
(34.04244534800006, -118.33356160199997)",,10,"La Rue General Contractors, Inc.",Bill La Rue,626-441-4353,NULL,NULL,         ,NULL
5071007054,11/17/2014,Single Family,"1703 S VIRGINIA ROAD
Los Angeles, CA 90019
(34.043115976000024, -118.33326661799998)",,10,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5071009040,01/30/2014,Single Family,"1650 S LA FAYETTE RD
Los Angeles, CA 90019
(34.045006871000055, -118.33443042299996)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5071010041,04/01/2014,Single Family,"1721 S LA FAYETTE RD
Los Angeles, CA 90019
(34.04368520300005, -118.33514714199998)",,10,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780 ,626-453-0397
5071012041,01/29/2014,Multi-Family,"4500 W SATURN
Los Angeles, CA 90019
(34.04251534200006, -118.33628108799996)",,10,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5071013038,02/03/2014,Single Family,"1714 S VINEYARD AVE
Los Angeles, CA 90019
(34.04366791900003, -118.33829978499995)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5071014047,01/30/2014,Single Family,"1661 S WEST BLVD
Los Angeles, CA 90019
(34.04378424600003, -118.33569286199997)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5071014061,01/31/2014,Single Family,"4567 W 17TH ST
Los Angeles, CA 90019
(34.044017061000034, -118.33797253699998)",,10,Arch Bay Holding LLC Series 2010 C,SEE TDUS,310-777-6259,Modern Realty Co,Marie Chung,11900   South  109B Cerritos CA 90703 ,562-741-1000
5071016018,04/11/2014,Single Family,"4536 W 16TH PL
Los Angeles, CA 90019
(34.04637347700003, -118.33604707399996)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5071018034,01/31/2014,Multi-Family,"4615 1 4 W ST CHARLES PL
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5071020017,02/26/2014,Multi-Family,"4617 W SATURN ST
Los Angeles, CA 90019
(34.04335680300005, -118.33910177299998)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
5071022007,05/09/2014,Single Family,"4711 W 18TH ST
Los Angeles, CA 90019
(34.04191760300006, -118.34106180399999)",,10,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5071022013,01/30/2014,Multi-Family,"4627 1 2 W 18TH ST
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5071023013,01/30/2014,Multi-Family,"4641 1 2 PICKFORD ST
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5072002008,02/05/2014,Multi-Family,"1723 1 2 S BRONSON AVE
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5072002012,01/30/2014,Single Family,"1703 S BRONSON AVE
Los Angeles, CA 90019
(34.04312519400003, -118.32804678099995)",,10,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
5072002023,01/08/2014,Multi-Family,"1702 1 2 S CRENSHAW BLVD
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,Dovenmuehle Mortgage Inc,Tracy Duck,847-550-7771,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590 ,951-970-3899
5072007002,02/20/2014,Multi-Family,"1428 S BRONSON AVE
Los Angeles, CA 90019
(34.046000622000065, -118.32642731699997)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5072008010,01/24/2014,Single Family,"1406 S 12TH AVE
Los Angeles, CA 90019
(34.046146477000036, -118.32523060499994)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5072013018,11/28/2014,Single Family,"1812 S 12TH AVE
Los Angeles, CA 90019
(34.04080565100003, -118.32804101999994)",,10,Wilshire Bank,Chong Kim,213-427-2483,NULL,NULL,         ,NULL
5072018003,09/04/2014,Multi-Family,"1307 1 2 S 5TH AVE
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,Penny Mac Loan Service,Jennifer Gordon,818-878-8411,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
5072019014,01/17/2014,Multi-Family,"1554 S 6TH AVE
Los Angeles, CA 90019
(34.044406792000075, -118.32364110699996)",,10,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804 ,888-627-2256
5072020002,08/28/2014,Multi-Family,"1615 S 5TH AVE
Los Angeles, CA 90019
(34.04325372200003, -118.32251704299995)",,10,Generation Mortgage,Rickey Robinson,866-733-6092,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732 ,866-966-0789
5072031026,05/02/2014,Single Family,"1707 S ARLINGTON AVE
Los Angeles, CA 90019
(34.04157076600006, -118.31776266599996)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5072033016,01/14/2014,Multi-Family,"1615 1 2 S 2ND AVE
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5072037016,08/08/2014,Multi-Family,"1413 S ARLINGTON AVE
Los Angeles, CA 90019
(34.045739722000064, -118.31776266599996)",,10,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
5073002015,04/01/2014,Multi-Family,"1326 S VAN NESS AVE
Los Angeles, CA 90019
(34.04687785400006, -118.31569809199999)",,10,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606 ,888-750-2378
5073005002,03/06/2014,Non-Residential,"1511 S GRAMERCY PL
Los Angeles, CA 90019
(34.04508867900006, -118.31307836599996)",,10,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
5073016016,01/17/2014,Single Family,"1829 S ST ANDREWS PL
Los Angeles, CA 90019
(34.04085980800005, -118.31158297899998)",,10,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
5073018008,01/02/2014,Single Family,"1840 S WILTON PL
Los Angeles, CA 90019
(34.04048091300007, -118.31439564799996)",,10,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
5073018014,10/14/2014,Single Family,"1835 S GRAMERCY PL
Los Angeles, CA 90019
(34.040720382000075, -118.31305213799999)",,10,"Bank of New York Mellon, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
5073019008,11/11/2014,Multi-Family,"1627 S WILTON PL
Los Angeles, CA 90019
(34.043031847000066, -118.31448845999995)",,10,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
