IncrementalID,ADPNumber,ADPStatus,Applicant,Entitlement,ProjectDescription,ProjectLocation,ProjectType,ADPReceivedDate,ADPSentToDivisionDate,EMDReceivedDate,ENGPermitReceivedDate,ENGPermitReceivedDateNA,ADPCompletionDate,TypeofCDP,TypeofExemption,CDPNumber,CDPSentDateToApplicant,CDPSentDateToApplicantNA,CDPReceivedDate,CDPReceivedDateNA,PublicHearingDate,PublicHearingDateNA,BHCApprovalDate,BHCApprovalDateNA,AppealableCDP,EndOfAppealPeriodDate,EndofAppealPeriodDateNA,CostalCommApprovalDate,CostalCommApprovalDateNA,CDPSentDateToDivsions,CDPSentDateToDivsionsNA,RiskAnalysis,SentToLAFD,LAFD10DayReview,ReportToApplicant,ReportToApplicantNA,Notes,CancellationFlag,CDPFolderName
820,111011-132,Accepted,ExxonMobil Pipeline Co.,NO RP ISSUED TO DATE,issue a RP with updated permit provisions - CEQA review,Harbor District,Administrative,10/11/2011 12:00:00 AM,10/14/2011 12:00:00 AM,10/27/2011 12:00:00 AM,,TRUE,,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,10/2/13: On Hold,FALSE,
821,111011-133,Completed,The Jankovich Company,Permit # 782,Jankovich Above Ground Storage Tank Replacement Project,Berth 74,Development,10/11/2011 12:00:00 AM,10/14/2011 12:00:00 AM,12/08/2011 12:00:00 AM,12/28/2011 12:00:00 AM,FALSE,12/28/2011 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,,,,12/09/2011 12:00:00 AM,FALSE,,FALSE,
822,111014-134,Completed,Maritime Museum,TEUP 1259,installation/replacement of 2 air conditioning units and utilization of 4 travel lanes,in intersection of E 6th Street and Sampson Way,Development,10/14/2011 12:00:00 AM,10/18/2011 12:00:00 AM,10/14/2011 12:00:00 AM,10/24/2011 12:00:00 AM,FALSE,10/24/2011 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,,,,10/19/2011 12:00:00 AM,FALSE,,FALSE,
823,111018-135,Completed,"Tri-Marine Fish Company, LLC",RP 12-01,use of office and warehouse space in support of current operations,220 Cannery Street,Administrative,10/18/2011 12:00:00 AM,10/19/2011 12:00:00 AM,10/27/2011 12:00:00 AM,,TRUE,10/03/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,"5/24/12: Follow up with Ken S. and is still in progress

Ken Stanberry form REO. Issuance of new RPs to replace the permits you have listed will depend on when the Board approves the new RP boilerplate form. The RP form is tentatively scheduled for Board approval on 11/17/11 meeting.",FALSE,
824,111026-136,Completed,LADWP,Order 4506,installation of 1 power pole and 1 anchor and the removal of 1 power pole and 1 anchor,"""C"" Street and Hawaiian Ave.",Development,10/26/2011 12:00:00 AM,10/26/2011 12:00:00 AM,11/07/2011 12:00:00 AM,12/28/2011 12:00:00 AM,FALSE,12/28/2011 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,11/08/2011 12:00:00 AM,FALSE,,FALSE,
825,111102-137,Completed,Paramount Petroleum Corporation,TEUP 1266,potholing within the Berth 200 Rail Yard Redevelopment Project area,Berth 200,Development,11/02/2011 12:00:00 AM,11/03/2011 12:00:00 AM,11/14/2011 12:00:00 AM,03/28/2012 12:00:00 AM,FALSE,03/28/2012 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,12/21/2011 12:00:00 AM,FALSE,,FALSE,
826,111102-138,Completed,Shell Pipeline Company LP,TEUP 1266,potholing within the Berth 200 Rail Yard Redevelopment  Project area,Berth 200,Development,11/02/2011 12:00:00 AM,11/03/2011 12:00:00 AM,11/14/2011 12:00:00 AM,04/24/2012 12:00:00 AM,FALSE,04/24/2012 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,12/21/2011 12:00:00 AM,FALSE,,FALSE,
827,111102-139,Completed,ConocoPhillips Pipeline Company,TEUP 1266,potholing within the Berth 200 Rail Yard Redevelopment area,Berth 200,Development,11/02/2011 12:00:00 AM,11/03/2011 12:00:00 AM,11/14/2011 12:00:00 AM,04/19/2012 12:00:00 AM,FALSE,04/19/2012 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,,,,12/21/2011 12:00:00 AM,FALSE,,FALSE,
828,111103-140,Completed,ConocoPhillips,RP 92-24,installation of temporary vapor collection system,Berth 148-149,Development,11/03/2011 12:00:00 AM,11/03/2011 12:00:00 AM,11/08/2011 12:00:00 AM,01/04/2012 12:00:00 AM,FALSE,01/04/2012 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,,,,11/09/2011 12:00:00 AM,FALSE,Harbor Engineering Permit Extension received on 1/24/2012,FALSE,
829,111107-141,Completed,Kinder Morgan,TEUP 1272,South Wilmington Grade Separation Project - pipeline relocation and protection,Berth 200,Development,11/07/2011 12:00:00 AM,11/08/2011 12:00:00 AM,01/23/2012 12:00:00 AM,04/17/2012 12:00:00 AM,FALSE,04/17/2012 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,01/23/2012 12:00:00 AM,FALSE,,FALSE,
830,111114-142,Completed,General Services Administration,Agreement No. 11-2384A,"installation of amp circuit, amp electrical outlet, and electrical plug to equipment and relocation of electrical outlet at US Customhouse",300 S. Ferry Street,Development,11/14/2011 12:00:00 AM,11/29/2011 12:00:00 AM,12/05/2011 12:00:00 AM,12/19/2011 12:00:00 AM,FALSE,12/19/2011 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,12/06/2011 12:00:00 AM,FALSE,,FALSE,
831,111114-143,Completed,The Gas Company,Order 4506,The emergency leak repair . Pavement is pending completion.,961 La Paloma Ave. in Wilmington,Development,11/14/2011 12:00:00 AM,11/29/2011 12:00:00 AM,12/08/2011 12:00:00 AM,03/28/2012 12:00:00 AM,FALSE,03/28/2012 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,01/03/2012 12:00:00 AM,FALSE,,FALSE,
832,111117-144,Completed,Boy Scouts of America,TEUP 1261,remove and replant 26 trees,Terminal Island,Administrative,11/17/2011 12:00:00 AM,11/30/2011 12:00:00 AM,12/14/2011 12:00:00 AM,,TRUE,01/17/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
833,111117-145,Completed,"California Cartage Co., LLC",N/A,renewal of FTZ Operating Agreement No. 10-2848 to extend to the end of April 2013,2401 E PCH,Administrative,11/17/2011 12:00:00 AM,11/29/2011 12:00:00 AM,12/08/2011 12:00:00 AM,,TRUE,12/08/2011 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
834,111117-146,Completed,TA Associate Realty,N/A,FTZ 202 Site 20 activation,"4000 Hamner Ave., Eastvale, CA",Administrative,11/17/2011 12:00:00 AM,11/30/2011 12:00:00 AM,12/08/2011 12:00:00 AM,,TRUE,12/08/2011 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
835,111128-147,Completed,San Pedro Bait Co.,Permit 898,renewal of Pemit No. 878 for 5 years,Outer Harbor,Administrative,11/28/2011 12:00:00 AM,11/30/2011 12:00:00 AM,12/08/2011 12:00:00 AM,,TRUE,10/03/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
836,111128-148,Completed,LADWP,Order 4506,Installation of temporary power poles,at Berth 84 - Fire Station #112,Development,11/28/2011 12:00:00 AM,11/30/2011 12:00:00 AM,12/14/2011 12:00:00 AM,02/16/2012 12:00:00 AM,FALSE,02/16/2012 12:00:00 AM,Level I,N/A,11-08,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,12/12/2011 12:00:00 AM,FALSE,The scope of work falls under CDP for SPW Harbor Cut project (CDP 11-08).,FALSE,CDP 11-08 (Downtown Harbors)
837,111129-149,Cancelled,Los Angeles Petanque Club,TEUP 1262,(CANCELLED)Los Angeles Petanque Club - use of bocce courts  for 7th annual tournament,at Berth 93,Administrative,11/29/2011 12:00:00 AM,11/30/2011 12:00:00 AM,12/08/2011 12:00:00 AM,,TRUE,12/08/2011 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,CANCELLED - area is not accessible to the public during construction,TRUE,
838,111130-150,Cancelled,So Cal Gas Co. (CANCELLED),CANCELLED,"(CANCELLED) So Cal Gas Co. - new business service, asphalt cuts",1299 Seaside Ave. Terminal Island,Development,11/30/2011 12:00:00 AM,12/05/2011 12:00:00 AM,01/20/2012 12:00:00 AM,,FALSE,01/20/2012 12:00:00 AM,,,,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,,FALSE,REASON: Not our property.  This is under the feds.,TRUE,
839,111205-151,Completed,POLA,Owner,dust control and fencing repair - 33 acre site,at Anchorage and Shore Roads in Wilmington,Development,12/05/2011 12:00:00 AM,12/07/2011 12:00:00 AM,12/14/2011 12:00:00 AM,,TRUE,01/26/2012 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,01/26/2012 12:00:00 AM,FALSE,,FALSE,
840,111205-152,Completed,ExxonMobil Oil Corporation,Permit No. 704 & 418,Southwest Terminal POTW Sewer Connection Project,"799 S. Seaside Ave., Terminal Island",Development,12/05/2011 12:00:00 AM,12/07/2011 12:00:00 AM,12/14/2011 12:00:00 AM,03/04/2013 12:00:00 AM,FALSE,03/04/2013 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,01/03/2012 12:00:00 AM,FALSE,"2/5/2013: Original EA exemption is fine. 

2/1/2013: Revised forms are saved in G-Drive

10/12:ON HOLD and follow up with Sumita.
5/8/2012: negotiations are ongoing.
1/30/2012: ExxonMobil needs to apply for a new RP in order to install the proposed sewer-line.  The location of this new sewer-line falls outside of their current premises.  We are currently working on resolving this issue.  At this time, however, the ball is in ExxonMobil's court (i.e., they need to submit an application for a new RP).",FALSE,
841,111205-153,Completed,3 Zone Logistics LLC,N/A,activate FTZ 202 Site 10D,"22411 S. Bonita Street, Carson 90745",Administrative,12/05/2011 12:00:00 AM,12/07/2011 12:00:00 AM,12/14/2011 12:00:00 AM,,FALSE,12/14/2011 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
842,111205-154,Completed,POLA,N/A,LANCER property and Libaw-Horowitz' pledge,LANCER property,Administrative,12/05/2011 12:00:00 AM,12/12/2011 12:00:00 AM,12/29/2011 12:00:00 AM,,FALSE,12/29/2011 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,ADP was requested by EMD (Denis Hagner). They needed an ADP assigned to the attached project in order to file and NOE for the City Attorneys office.,FALSE,
843,111208-155,Completed,San Pedro Fish Markets,Permit No. 884,installation of new handicapped elevator,1190 Nagoya Way,Development,12/08/2011 12:00:00 AM,12/12/2011 12:00:00 AM,12/14/2011 12:00:00 AM,04/30/2012 12:00:00 AM,FALSE,04/30/2012 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,,,,02/16/2012 12:00:00 AM,FALSE,,FALSE,
844,111209-156,Cancelled,USC,Permit N. 828,installation of two modular trailers at B.194,Berth 194,Development,12/09/2011 12:00:00 AM,12/14/2011 12:00:00 AM,12/28/2009 12:00:00 AM,,FALSE,02/13/2013 12:00:00 AM,Exempt,30610(b),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,01/03/2012 12:00:00 AM,FALSE,Send out Cancellation Notice on 2/13/13,TRUE,
845,111213-157,Completed,Southern California Gas Co.,Order N. 4506; TEUP 1269,abandonment and replacement of SL 37-52,Cerritos Channel Crossing by SR47,Development,12/13/2011 12:00:00 AM,12/14/2011 12:00:00 AM,12/29/2011 12:00:00 AM,02/06/2012 12:00:00 AM,FALSE,02/06/2012 12:00:00 AM,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,01/05/2012 12:00:00 AM,FALSE,Received EXECUTED TEUP 1335 on 12/18/12,FALSE,
846,111213-158,Completed,Valero Energy Corporation,TEUP 1266,potholing for Berth 200 Rail Yard Project,Berth 200,Development,12/13/2011 12:00:00 AM,12/23/2011 12:00:00 AM,02/24/2012 12:00:00 AM,04/12/2012 12:00:00 AM,FALSE,04/12/2012 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,,,02/27/2012 12:00:00 AM,FALSE,,FALSE,
847,111221-159,Completed,"Vopak Terminals Los Angeles, Inc.",Permit 560,3 Vopak pipelines and 1 valve manifold relocation required as part of POLA Berth 200 Rail Yard Project,Berth 200,Development,12/21/2011 12:00:00 AM,12/23/2011 12:00:00 AM,10/12/2012 12:00:00 AM,04/30/2012 12:00:00 AM,FALSE,04/30/2012 12:00:00 AM,Exempt,30610(f),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,,,,02/27/2012 12:00:00 AM,FALSE,Permit extension issued on 2/13/2013. New expiration date is 5/31/2013,FALSE,
848,111222-160,Completed,"Quiksilver, Inc.",N/A,activate FTZ 202 Site 20C,"11310 Cantu Galleano Rancho Rd., Mira Loma",Administrative,12/22/2011 12:00:00 AM,12/23/2011 12:00:00 AM,01/03/2012 12:00:00 AM,,TRUE,01/03/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
849,111222-161,Completed,American Diabetes Association,TEUP 1265,Tour de Cure Ship to Shore bike ride from L.A. to Orange County via VTB -  from 4/28-29/2012,use of POC parking lot south of Nagoya Ave. and Knoll Drive between Harbor Blvd. and John Gibson Blvd.,Administrative,12/22/2011 12:00:00 AM,12/23/2011 12:00:00 AM,01/03/2012 12:00:00 AM,,TRUE,01/04/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,,FALSE,
850,111222-162,Completed,Catalina Express,Permit 768; TEUP 1270,building and site improvements for relocation,470 E. Swinford St. - Berth 95,Development,12/22/2011 12:00:00 AM,12/23/2011 12:00:00 AM,01/05/2012 12:00:00 AM,04/30/2012 12:00:00 AM,FALSE,04/30/2012 12:00:00 AM,Exempt,30610(b),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,FALSE,,FALSE,,,,01/10/2012 12:00:00 AM,FALSE,,FALSE,
851,111223-163,Completed,"Warren E&P, Inc.",Permit 881; ROE with TraPac,installation of geophysical listening devices. Will hand dig holes into soil areas only.,South of Harry Bridges; Alameda St.;and E Anaheim Stree with N. Henry Ford Ave.,Development,12/23/2011 12:00:00 AM,01/03/2012 12:00:00 AM,02/17/2012 12:00:00 AM,03/12/2012 12:00:00 AM,FALSE,03/12/2012 12:00:00 AM,Exempt,30610(b),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,02/21/2012 12:00:00 AM,FALSE,,FALSE,
852,111229-164,Accepted,Paramount Petroleum Corporation,,soil sampling for initial site characterization for Pipeline L160 release at POLA rail easement,SE of the intersection of E. Harry Bridges Blvd. and Lamke Ave.,Development,12/29/2011 12:00:00 AM,01/03/2012 12:00:00 AM,01/13/2012 12:00:00 AM,,FALSE,,Exempt,30610(f),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,,,,,FALSE,"4/10/14: RED currently working with the applicant on the issuance of a Joint Revocable Permit (JRP) for the use of jointly-owned railroad property, should be ready by June 2014.",FALSE,
853,120103-001,Completed,Cabrillo Marine Aquarium,TEUP 1267,"Summer Program - students to snorkel in harbor. CMA and lifeguards to supervise on 7/31, 8/1-2, and 8/22",Cabrillo Beach fishing pier,Administrative,01/03/2012 12:00:00 AM,01/05/2012 12:00:00 AM,03/21/2012 12:00:00 AM,,TRUE,03/29/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,03/28/2012 12:00:00 AM,TRUE,,FALSE,
854,120104-002,Completed,Chevron Environmental Management Company,TEUPS 1244 & 1268-A,Cheveron Remedial Excavation (Site 100-1034),"1510 Swinford Street, San Pedro - Berth 95, Catalina Cruise Terminal",Development,01/04/2012 12:00:00 AM,01/04/2012 12:00:00 AM,01/06/2012 12:00:00 AM,01/18/2012 12:00:00 AM,FALSE,01/18/2012 12:00:00 AM,Exempt,30610(d),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,0,,,01/06/2012 12:00:00 AM,FALSE,,FALSE,
855,120109-003,Cancelled,San Pedro Fish Market,CANCELLED,"(CANCELLED) charity dog show on Sat. April 21, 2012. Fencing to be provided by event promoter.",Parking lot adjacent to San Pedro Fish Market,Administrative,01/09/2012 12:00:00 AM,01/10/2012 12:00:00 AM,01/17/2012 12:00:00 AM,,TRUE,01/17/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,TRUE,CANCELLED,TRUE,
856,120203-004,Completed,ITEP,TEUP 1273,"Scholarship dinner. Set-up, March 21 and pre event set-up on March 22, 2012",Berth 93,Administrative,02/03/2012 12:00:00 AM,02/07/2012 12:00:00 AM,02/24/2012 12:00:00 AM,,TRUE,02/24/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,TRUE,,FALSE,
857,120207-005,Completed,"Vopak Terminal Los Angeles, Inc.",Permit 560,Installation of 24' x 40' Modular Office Building,"2200 E. Pacific Coast Highway, Wilmington 90744 (Inland Terminal)",Development,02/07/2012 12:00:00 AM,02/09/2012 12:00:00 AM,02/29/2012 12:00:00 AM,06/20/2012 12:00:00 AM,FALSE,06/20/2012 12:00:00 AM,Exempt,Outside CZ,N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,0,,,03/02/2012 12:00:00 AM,FALSE,,FALSE,
858,120208-006,Cancelled,C2C Inc.,CANCELLED,(CANCELLED) temporary helicopter landing pad for Yacht Serene,Berth 90,Administrative,02/08/2012 12:00:00 AM,02/09/2012 12:00:00 AM,,,FALSE,02/21/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,CANCELLED,TRUE,
859,120208-007,Completed,"Kana Pipeline, Inc.",TEUP 1278,Potholing of utility lines for pre-design data gathering for BNSF Railway's SCIG facility,Between Dominguez Channel and Terminal Island Fwy. And PCH and Sepulveda Blvd.,Development,02/08/2012 12:00:00 AM,02/09/2012 12:00:00 AM,02/29/2012 12:00:00 AM,06/05/2012 12:00:00 AM,FALSE,06/05/2012 12:00:00 AM,,,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,0,,,03/23/2012 12:00:00 AM,FALSE,,FALSE,
860,120209-008,Completed,LA Wood Car Show,TEUP 1275,Car show and picnic with stage and live music.,Berth 75,Administrative,02/09/2012 12:00:00 AM,02/13/2012 12:00:00 AM,02/24/2012 12:00:00 AM,,TRUE,04/27/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,TRUE,,FALSE,
861,120213-009,Cancelled,APM Terminals Pacific LTD,CANCELLED,"(CANCELLED) Construction of 2.5MVA substation for electrification of six RTGs. Work includes cabling and conduit infrastructure, fencing, structural pad and fencing.","2500 Navy Way, Terminal Island",Development,02/13/2012 12:00:00 AM,02/13/2012 12:00:00 AM,03/06/2012 12:00:00 AM,,FALSE,03/14/2012 12:00:00 AM,,,,,TRUE,,TRUE,,TRUE,,TRUE,2,,TRUE,,TRUE,,TRUE,0,,,03/14/2012 12:00:00 AM,FALSE,CANCELLED. Scope of work was not descirbed correclty. Need to resubmit ADP. For more information please see ADP# 120321-028.,TRUE,
862,120214-010,Completed,Sprint PCS,RP No. 00-01,"Antenna modification project - swapping 6 existing panel antennas for 6 new ones with 9 remote radio units affixed behind antennas. Replacing coax line with fiber optic, and install junction box","2001 John S Gibson Boulevard, Los Angeles, CA  90731",Development,02/14/2012 12:00:00 AM,02/15/2012 12:00:00 AM,03/06/2012 12:00:00 AM,05/24/2012 12:00:00 AM,FALSE,05/24/2012 12:00:00 AM,Exempt,30610(d),N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,0,,,03/09/2012 12:00:00 AM,FALSE,,FALSE,
863,120214-011,Completed,"Eastview Little League, Inc.",TEUP 1276,Use of open lot at base of Knoll Hill for parking for their 51st Anniversary,"Base of Knoll Hill, adjacent from the exit",Administrative,02/14/2012 12:00:00 AM,02/15/2012 12:00:00 AM,03/06/2012 12:00:00 AM,,TRUE,03/06/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,TRUE,,FALSE,
864,120215-012,Completed,Crafted at the Port of Los Angeles,Permit No. 896,Warehouse to retail. Exterior maintenance and interior improvements,"Warehouse Nos 9 & 10 - 110 and 112 E. 22nd Street, San Pedro",Development,02/15/2012 12:00:00 AM,02/15/2012 12:00:00 AM,02/17/2012 12:00:00 AM,05/24/2012 12:00:00 AM,FALSE,05/24/2012 12:00:00 AM,Level I,N/A,12-03,04/17/2012 12:00:00 AM,FALSE,,FALSE,,TRUE,03/15/2012 12:00:00 AM,FALSE,2,,FALSE,,TRUE,,FALSE,0,,,02/21/2012 12:00:00 AM,FALSE,,FALSE,CDP 12-03 (Crafted)
865,120217-013,Completed,Terminal Island Water Reclamation Plant,Permit N. 853,"Equipment replacement, electrical and mechanical",Terminal Island Water Reclamation Plant - 445 Ferry Street,Development,02/17/2012 12:00:00 AM,02/21/2012 12:00:00 AM,03/06/2012 12:00:00 AM,04/24/2012 12:00:00 AM,FALSE,04/24/2012 12:00:00 AM,Exempt,30610(f),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,0,,,03/15/2012 12:00:00 AM,FALSE,,FALSE,
866,120305-014,Cancelled,"Equilon Enterprises, LLC",CANCELLED,"Permit 238 renewal, reset of compensation","(CANCELLED) Equilon Marine Oil liquid bulk terminal, northerly on Mormon Island to Fries Ave. in Wilmington",Administrative,03/05/2012 12:00:00 AM,03/05/2012 12:00:00 AM,,,TRUE,04/18/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,TRUE,CANCELLED,TRUE,
867,120305-015,Cancelled,"Perel Marinas, Inc. dba Pacific Yacht Landing",CANCELLED,(CANCELLED) Interim Operator,Berth 204 - Wilmington,Administrative,03/05/2012 12:00:00 AM,03/05/2012 12:00:00 AM,03/22/2012 12:00:00 AM,,TRUE,03/28/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,FALSE,ADP canceled per Vicky Anaya. Pacific Yacht Landing is no longer at the site.,TRUE,
868,120305-016,Completed,"Cerritos Yacht Anchorage, Inc.",TEUP 1280,Interim Operator,Berth 204 - Wilmington,Administrative,03/05/2012 12:00:00 AM,03/05/2012 12:00:00 AM,03/22/2012 12:00:00 AM,,TRUE,03/29/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,03/29/2012 12:00:00 AM,FALSE,,FALSE,
869,120305-017,Completed,POLA,N/A (Port project),"Construction of vehicle scanning facility to include modular office building, paving, striping, lighting, trenching, plumbing, and electrical conduit",705 N. Front Street,Development,03/05/2012 12:00:00 AM,03/06/2012 12:00:00 AM,03/21/2012 12:00:00 AM,,TRUE,03/23/2012 12:00:00 AM,Exempt,Outside CZ,N/A,,FALSE,,FALSE,,FALSE,,FALSE,3,,FALSE,,FALSE,,FALSE,0,,,03/23/2012 12:00:00 AM,FALSE,,FALSE,
870,120309-018,Completed,Robert F. Kennedy Institute,TEUP 1285,Los Angeles Port Public Health Project 2012,Wilmington Waterfront Park,Administrative,03/09/2012 12:00:00 AM,03/12/2012 12:00:00 AM,04/04/2012 12:00:00 AM,,TRUE,04/11/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,04/11/2012 12:00:00 AM,FALSE,,FALSE,
871,120313-019,Completed,P-BID,TEUP 1283,Retail kiosks and mobile food vendor carts,along Promenade at Fanfare Fountain and in front of the Maritime Museum,Administrative,03/13/2012 12:00:00 AM,03/13/2012 12:00:00 AM,04/04/2012 12:00:00 AM,,TRUE,06/08/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,04/11/2012 12:00:00 AM,FALSE,,FALSE,
872,120313-020,Completed,ILWU Local 13,TEUP 1284,"Charity Event on Sat. August 11, 2012","parking lot on Sampson Way & 22nd Street, also the use of the median grass area if necessary",Administrative,03/13/2012 12:00:00 AM,03/13/2012 12:00:00 AM,04/04/2012 12:00:00 AM,,TRUE,07/06/2012 12:00:00 AM,N/A,N/A,N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,3,,,,TRUE,,FALSE,
873,120313-021,Completed,Street Food Cinema,TEUP 1281,"Outdoor movie with food trucks and 1 or 2 bands playing prior to the movie on Saturday, Sept. 1, 2012",Bloch Field,Development,03/13/2012 12:00:00 AM,03/13/2012 12:00:00 AM,04/04/2012 12:00:00 AM,08/22/2012 12:00:00 AM,FALSE,08/22/2012 12:00:00 AM,Exempt,30610(i)(1),N/A,,TRUE,,TRUE,,TRUE,,TRUE,3,,TRUE,,TRUE,,TRUE,0,,,05/16/2012 12:00:00 AM,FALSE,"5/24/12: require HEP permit.
6/25/12: receieved Executed TEUP",FALSE,
