Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Surplus Food Donations | City of Los Angeles,9,9,115.5,0,0%,11.11%
Tract map Information | City of Los Angeles,9,7,89,0,0%,44.44%
Trees for a Green LA Program | City of Los Angeles,9,8,239,6,66.67%,77.78%
Underground Storage Tank - File Review - The City of Los Angeles,9,8,21,6,83.33%,77.78%
Valley Traffic Division - LAPD - The City of Los Angeles,9,8,370.5,8,75%,77.78%
Very High Fire Hazard Severity Zone Map - The City of Los Angeles,9,8,46,8,87.5%,88.89%
West Traffic Division - LAPD - The City of Los Angeles,9,9,59,8,62.5%,55.56%
Wood Frame Provisions for One Story Residential Construction - The City of Los Angeles,9,9,458.5,4,100%,55.56%
A cidade de Los Angeles,8,7,42,7,71.43%,75%
Affordable Housing Trust Fund - The City of Los Angeles,8,7,59.67,4,100%,62.5%
Area Planning Commissions (APC) | City of Los Angeles,8,7,272,1,0%,37.5%
Arleta NC- Community Improvement Committee Agenda 1-30-15 630 PM | City of Los Angeles,8,6,28,1,0%,25%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/17/2015) | City of Los Angeles",8,8,24,1,100%,50%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/26/2015) | City of Los Angeles",8,8,162.5,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/27/2015) | City of Los Angeles",8,8,38.25,0,0%,50%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/28/2015) | City of Los Angeles",8,8,31.8,0,0%,37.5%
BOAC Regular Open Session | City of Los Angeles,8,6,68.2,1,0%,37.5%
Borrowing Library Materials | City of Los Angeles,8,8,34,1,100%,37.5%
Bureau of Sanitation Employment Verification - The City of Los Angeles,8,8,138,4,100%,62.5%
Certification of Small and Local Business Enterprises (SLBE) - The City of Los Angeles,8,5,266.5,0,0%,25%
Charter Bus Program | City of Los Angeles,8,8,18.5,4,50%,50%
City Archives | City of Los Angeles,8,7,23.75,0,0%,50%
City Council In Recess | City of Los Angeles,8,6,7.29,1,0%,12.5%
City of Los Angeles Needs Poll Workers for the 2015 Municipal Elections | City of Los Angeles,8,6,82.8,1,0%,37.5%
Code Studies | City of Los Angeles,8,7,40.5,1,0%,75%
Commercial Crimes Division - LAPD - The City of Los Angeles,8,6,143.33,4,50%,62.5%
Complaint - The City of Los Angeles,8,7,29.13,3,0%,0%
Construction Surface Water and Groundwater Management | City of Los Angeles,8,8,34.67,2,100%,25%
Des demandeurs d'emploi | Ville de Los Angeles,8,6,44.71,1,0%,12.5%
Detective Bureau - LAPD | City of Los Angeles,8,7,67.33,6,50%,62.5%
Disputes - LAPD | City of Los Angeles,8,8,49,0,0%,25%
Dog Parks / Dog Obedience Programs - The City of Los Angeles,8,8,0,7,100%,100%
El Pueblo Visitor Center and Avila Adobe Museum - The City of Los Angeles,8,7,255,6,83.33%,62.5%
Emergency Operations Division - LAPD - The City of Los Angeles,8,6,323.5,6,66.67%,75%
Employment Verification for Past City Employees - The City of Los Angeles,8,7,21.75,4,75%,50%
Enforcement of Living Wage Ordinance (LWO) | City of Los Angeles,8,8,158,2,50%,75%
Equestrian Center - The City of Los Angeles,8,8,13.2,2,100%,37.5%
Filing Incident Claim with The Los Angeles Convention Center - The City of Los Angeles,8,8,91.33,4,100%,62.5%
Find Affordable Housing | City of Los Angeles,8,7,196,2,50%,75%
Fire Control & Prevention | City of Los Angeles,8,4,55.75,3,66.67%,50%
Fire Dept. Safety Officer | City of Los Angeles,8,7,108.8,3,33.33%,37.5%
Fire Safety Inspection Records | City of Los Angeles,8,7,41,2,50%,25%
Flyaway Bus service Union Station - LAX | City of Los Angeles,8,6,57.4,3,33.33%,37.5%
Free City Wi-Fi and Public Access Computers - The City of Los Angeles,8,8,103.6,2,50%,37.5%
Free Tours of El Pueblo - The City of Los Angeles,8,8,104.71,1,0%,12.5%
Für Besucher - Die Stadt Los Angeles,8,6,18.5,1,100%,50%
Für Residents | Stadt Los Angeles,8,6,32.25,0,0%,0%
Gilbert Lindsay Park Skate Plaza Grand Opening - Press Release | City of Los Angeles,8,5,29.4,1,100%,37.5%
Hanging Shoes Removal from Utility Lines | City of Los Angeles,8,8,0,7,71.43%,100%
Housing Discrimination Prevention (Fair Housing Services) - The City of Los Angeles,8,7,420,1,100%,50%
Incentives: State Enterprise Zone Program - The City of Los Angeles,8,8,85,6,83.33%,75%
Indian Rhino Encounter - The City of Los Angeles,8,8,1,8,87.5%,87.5%
Industrial and Commercial Unit - Permits - The City of Los Angeles,8,6,20.86,2,50%,12.5%
Industrial Wastewater Discharge Records | City of Los Angeles,8,4,558,2,0%,50%
Inspection Fire Sprinklers - The City of Los Angeles,8,7,295.8,0,0%,37.5%
Inspection of Commercial Buildings - The City of Los Angeles,8,8,337,3,100%,62.5%
Licensing - The City of Los Angeles,8,7,546,3,66.67%,75%
Los Angeles Convention Center Food and Beverage Services - The City of Los Angeles,8,8,14,7,100%,87.5%
Los Angeles Waterfront Development | City of Los Angeles,8,7,104.25,4,25%,50%
Mayor's Office of Housing & Economic Development - The City of Los Angeles,8,8,28.33,4,100%,62.5%
MyLA311: Mobile Phone Application - The City of Los Angeles,8,8,18.13,0,0%,0%
MyLA311: Mobile Phone Application | City of Los Angeles,8,7,74.25,2,0%,0%
Office of Finance Employee Verification(OOF) - The City of Los Angeles,8,6,40.8,0,0%,37.5%
Personnel Department Equal Employment Opportunity - The City of Los Angeles,8,7,60,2,50%,75%
Pour Visiteurs - La ville de Los Angeles,8,4,146.6,0,0%,37.5%
Proper Disposal of Needles/Sharps | City of Los Angeles,8,6,84.5,3,33.33%,50%
Property Management Training Program | City of Los Angeles,8,5,4,2,50%,25%
Provide your feedback to Bureau of Sanitation - The City of Los Angeles,8,8,293.17,1,100%,25%
Public Safety and Security | City of Los Angeles,8,7,83,4,75%,50%
Purchase of Service Credit - The City of Los Angeles,8,8,81.67,1,100%,62.5%
Quality and Productivity Commission Agenda - SPECIAL | City of Los Angeles,8,6,32.25,4,25%,50%
Recreation and Parks Planning & Development | City of Los Angeles,8,7,49.4,2,50%,37.5%
Recreation and Parks Senior Citizen Center | City of Los Angeles,8,7,163,6,66.67%,75%
Recreation and Parks Volunteer Section - The City of Los Angeles,8,8,82.5,0,0%,25%
Recreational Programs for Older Adults | City of Los Angeles,8,6,184,6,16.67%,75%
Recycling for Apartments and Condos - The City of Los Angeles,8,8,246,2,100%,87.5%
Request for Proposal - The City of Los Angeles,8,8,29.67,0,0%,25%
Required Forms and Insurance - The City of Los Angeles,8,5,47.75,0,0%,0%
Restaurant Development Assistance | City of Los Angeles,8,5,29.13,1,0%,0%
Safety Training | City of Los Angeles,8,8,13.88,1,0%,0%
Senior Citizen and Disabled | City of Los Angeles,8,6,119,2,50%,37.5%
Septic Systems - Onsite Wastewater Treatment Systems (OWTS) Program - The City of Los Angeles,8,8,285,7,71.43%,62.5%
Status of Final Subdivision Maps | City of Los Angeles,8,7,237.25,0,0%,50%
"Submit a Campaign Finance, Lobbying or Governmental Ethics Complaint | City of Los Angeles",8,8,368,2,50%,62.5%
Surety and Cash Bond Management | City of Los Angeles,8,6,313.4,4,50%,37.5%
Swimming Pool Draining Tips - The City of Los Angeles,8,7,52.5,6,83.33%,75%
Tarzana NC_Joint Rules Committee & Special Board Meeting Agenda_Thurs. 01.15.15 745 AM | City of Los Angeles,8,8,132.29,0,0%,12.5%
Telephonic Reports Taken By LAPD - The City of Los Angeles,8,8,0,7,100%,100%
Telephonic Reports Taken By LAPD | City of Los Angeles,8,8,0,7,75%,100%
The Official Web Site of The City of Los Angeles - Home,8,5,30.14,2,50%,12.5%
Tobacco Enforcement Program - The City of Los Angeles,8,7,24.67,3,66.67%,25%
Tours | Ciudad de Los Ángeles,8,8,54.2,1,100%,37.5%
Urban Forestry Program | City of Los Angeles,8,7,48.75,1,100%,50%
WASTEWATER COLLECTION WORKER 4110 | City of Los Angeles,8,5,70.83,0,0%,25%
Watson and O Street Park - Press Release | City of Los Angeles,8,4,104.5,0,0%,0%
West Los Angeles Area Planning Commission Agenda-Corrected | City of Los Angeles,8,6,11.2,1,100%,37.5%
Wildlife - The City of Los Angeles,8,8,1154,6,100%,87.5%
Zoo Bond Capital Program Oversight Committee | City of Los Angeles,8,5,13.71,0,0%,12.5%
Zoo World Patch Program for Scouts | City of Los Angeles,8,7,965,7,42.86%,87.5%
Affordable Housing Real Estate Acquisition & Pre-Development Loans - The City of Los Angeles,7,7,201,5,100%,71.43%
Arleta NC- Community Improvement Committee Agenda #2 1-30-15 630PM | City of Los Angeles,7,5,7.33,0,0%,14.29%
Asset Management | City of Los Angeles,7,6,162.8,0,0%,28.57%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/20/2015) | City of Los Angeles",7,6,11.43,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/22/2015) | City of Los Angeles",7,7,175.14,0,0%,0%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/30/2015) | City of Los Angeles",7,7,14.14,0,0%,0%
Board of Building and Safety Commission Appeals | City of Los Angeles,7,7,137,6,83.33%,71.43%
Bradley Series 1973-1993 - The City of Los Angeles,7,7,5.67,1,100%,14.29%
Building and Safety Inspection Results - The City of Los Angeles,7,6,270.33,1,0%,57.14%
Business Improvement District (BID) Program | City of Los Angeles,7,7,44,2,0%,71.43%
California Highway Patrol (CHP) / Sheriff's / Police Agencies - The City of Los Angeles,7,6,4,6,83.33%,85.71%
Case Processing Refunds | City of Los Angeles,7,6,124.8,2,50%,28.57%
City Archives - The City of Los Angeles,7,7,44.75,0,0%,42.86%
City Employee Benefits | City of Los Angeles,7,6,16,2,50%,28.57%
City of Los Angeles,7,7,9,6,100%,85.71%
City Off-Street Parking Lots | City of Los Angeles,7,6,164,1,100%,71.43%
Citywide Construction and Demolition Waste Recycling Requirements | City of Los Angeles,7,7,173.5,2,100%,71.43%
Citywide General Plan Elements - The City of Los Angeles,7,7,26.67,1,100%,57.14%
Citywide Nuisance Abatement Program (CNAP) | City of Los Angeles,7,4,14.83,0,0%,14.29%
Constitutional Policing Unit - LAPD - The City of Los Angeles,7,6,49.5,5,80%,71.43%
Council District 6 | City of Los Angeles,7,7,92.25,6,50%,42.86%
Council Journal/Actions/Minutes - The City of Los Angeles,7,2,69,1,0%,0%
Council Meeting Video | City of Los,7,7,0,0,0%,100%
Credit Union - LAPD (various locations) | City of Los Angeles,7,7,0,7,85.71%,100%
Debt and Administration Division - The City of Los Angeles,7,7,16.67,0,0%,14.29%
Debt Management - The City of Los Angeles,7,6,37.2,4,25%,28.57%
Department of Cultural Affairs Hollyhock House at Barnsdall Park - The City of Los Angeles,7,7,42.5,3,66.67%,42.86%
DUPLICATE-Random Alphabet Drawing Determines Order of Candidates on the Ballot of the 2015 Elections | City of Los Angeles,7,5,15.5,1,100%,42.86%
Education & Personal Development | City of Los Angeles,7,4,15.71,0,0%,0%
El Pueblo Visitor Center and Avila Adobe Museum | City of Los Angeles,7,6,46,6,66.67%,85.71%
Elected Office Candidate Information | City of Los Angeles,7,6,163.6,0,0%,28.57%
Emergency response for street light out or damaged - The City of Los Angeles,7,7,18.5,0,0%,71.43%
Emergency response for street light out or damaged | City of Los Angeles,7,7,39.33,4,100%,57.14%
Emergency Vehicle Operations Center - LAPD - The City of Los Angeles,7,6,107,6,83.33%,85.71%
Equestrian Center | City of Los Angeles,7,7,8.33,1,100%,57.14%
Exposition Park Intergenerational Community Center | City of Los Angeles,7,7,0,6,33.33%,100%
"Fats, Oil and Grease Control Program | City of Los Angeles",7,7,34,6,66.67%,85.71%
Finding a Lost Animal - The City of Los Angeles,7,6,68,1,100%,42.86%
Fire Prevention Bureau - Valley Public Safety - The City of Los Angeles,7,6,155,6,83.33%,85.71%
Fire Recruitment Information - The City of Los Angeles,7,7,62.29,0,0%,0%
Flight Cancellations -- LAX | City of Los Angeles,7,6,112,6,66.67%,85.71%
General Maintenance/Painter | City of Los Angeles,7,6,128.67,0,0%,14.29%
"Grant/Quitclaim Deeds, Recording of Documents, and Mechanic Liens - The City of Los Angeles",7,6,43.5,4,75%,71.43%
HEAVY DUTY EQUIPMENT MECHANIC 3743 | City of Los Angeles,7,6,54.67,1,100%,57.14%
Historic Preservation - The City of Los Angeles,7,7,324,6,83.33%,85.71%
Industrial Wastewater Permit - Change of Ownership - The City of Los Angeles,7,5,81.8,2,0%,28.57%
Information Technology Bureau - LAPD | City of Los Angeles,7,7,103.33,3,100%,57.14%
Infrastructure Maps for Sale | City of Los Angeles,7,6,23.2,3,0%,28.57%
Inspection of Commercial Buildings | City of Los Angeles,7,6,238,4,50%,85.71%
Inspection of Heating/Refrigeration - The City of Los Angeles,7,5,33,2,100%,71.43%
Italian American Museum of Los Angeles (Opening in 2014) - The City of Los Angeles,7,7,17,5,100%,85.71%
LA Harbor Filming and Photography Permits | City of Los Angeles,7,7,171,3,66.67%,85.71%
La Plaza de Cultura y Artes - The City of Los Angeles,7,7,44.67,3,100%,57.14%
Laws and Rules | City of Los Angeles,7,4,18.67,0,0%,14.29%
Library Employee Verification - The City of Los Angeles,7,5,447.6,2,50%,28.57%
Los Angeles Waterfront Development - The City of Los Angeles,7,5,62.75,3,33.33%,42.86%
Mayors Resilience by Design / Dr. Lucy Jones / Science Advisor for Seismic Safety / U.S. Geological Survey / Report Overview | City of Los Angeles,7,6,29.17,0,0%,14.29%
Neighborhood Prosecutor Program (NPP) - The City of Los Angeles,7,7,634,7,85.71%,85.71%
Online Noise Complaint Form -- LAX | City of Los Angeles,7,7,44,5,40%,85.71%
Owner's Surrender | City of Los Angeles,7,7,70,6,83.33%,85.71%
Parallel Design Permitting Process (PDPP) - The City of Los Angeles,7,7,0,7,100%,100%
Park Film Office - The City of Los Angeles,7,7,4.5,3,100%,71.43%
Park Rangers' Visitors Center Auditorium | City of Los Angeles,7,6,40.6,1,100%,28.57%
Permit Fee Determination | City of Los Angeles,7,6,257.67,0,0%,57.14%
Personnel Department Deferred Compensation | City of Los Angeles,7,6,294.33,1,100%,57.14%
Planning | City of Los Angeles,7,7,264,5,20%,71.43%
Planning Department Vendor Payments | City of Los Angeles,7,6,495.5,4,100%,71.43%
Police Relief Association - The City of Los Angeles,7,5,408.5,5,80%,71.43%
Pollworker Opportunities - The City of Los Angeles,7,7,140.5,1,100%,71.43%
"Prop K - L.A. for Kids Steering Committee Meeting for Jan. 29, 2015 | City of Los Angeles",7,5,21,1,0%,42.86%
Prop Q: Citywide Public Safety General Obligation Bond Program | City of Los Angeles,7,4,11.17,1,100%,14.29%
Quality and Productivity Commission | City of Los Angeles,7,4,340.25,1,0%,42.86%
Rapid Response Lay-Off Aversion Information - The City of Los Angeles,7,5,332,3,33.33%,28.57%
Reporting streetlight vandalism | City of Los Angeles,7,6,87,4,75%,57.14%
Request for Fire Department Statistics | City of Los Angeles,7,7,51,6,66.67%,57.14%
Request Traffic Control for Special Events | City of Los Angeles,7,5,204.75,3,0%,42.86%
Requesting Street Light glare shields - The City of Los Angeles,7,7,0,7,100%,100%
Residential Service Requests - The City of Los Angeles,7,5,389,3,66.67%,42.86%
Retirement Counseling | City of Los Angeles,7,5,290.33,0,0%,14.29%
Senior and Caregiver Legal Services | City of Los Angeles,7,6,205,5,80%,85.71%
Senior Training and Employment | City of Los Angeles,7,7,408.75,3,0%,42.86%
Shops and Restaurants | City of Los Angeles,7,7,11.25,0,0%,42.86%
South Los Angeles Area Planning Commission Agenda | City of Los Angeles,7,4,16.57,0,0%,0%
Street Vending / Special Sidewalk Vending District Program | City of Los Angeles,7,6,15,0,0%,28.57%
"Tract, parcel map, private street pre-consultation - The City of Los Angeles",7,7,182,5,80%,85.71%
Traffic Volume Counts Reports - The City of Los Angeles,7,6,88,3,66.67%,71.43%
"Transportation Committee, Meeting Cancelled | City of Los Angeles",7,5,7.67,0,0%,14.29%
Underground Storage Tank - File Review | City of Los Angeles,7,5,11.67,5,40%,57.14%
Urban Forestry Program - The City of Los Angeles,7,7,61.25,2,100%,42.86%
Vendor Payment Services - The City of Los Angeles,7,6,117.5,4,75%,71.43%
View Lobbying Quarterly Reports - The City of Los Angeles,7,7,15,5,100%,85.71%
Water and power conservation information - The City of Los Angeles,7,5,49,3,66.67%,57.14%
Zoo Docent & Student Volunteers | City of Los Angeles,7,6,18.29,0,0%,0%
Zoo Guided Tours | City of Los Angeles,7,6,43.4,2,100%,28.57%
Zoo World Patch Program for Scouts - The City of Los Angeles,7,6,159,6,83.33%,85.71%
Accounts Receivable | City of Los Angeles,6,6,97.67,0,0%,50%
ACE Academy -- LAX | City of Los Angeles,6,6,29.5,0,0%,33.33%
Affordable Housing Real Estate Acquisition & Pre-Development Loans | City of Los Angeles,6,6,33.5,3,66.67%,66.67%
AIDS Assistance | City of Los Angeles,6,5,72,1,100%,33.33%
AIDS Coordinator Office | City of Los Angeles,6,4,393.5,3,66.67%,66.67%
America Tropical Interpretive Center - The City of Los Angeles,6,5,84.25,2,100%,33.33%
Area Planning Commissions (APC) - The City of Los Angeles,6,5,47,0,0%,33.33%
Automatic Public Toilets (APT's) | City of Los Angeles,6,6,75,6,66.67%,83.33%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/25/2015) | City of Los Angeles",6,5,25.5,0,0%,33.33%
"Ballet, Hip Hop, Piano, Gymnastics, Cheerleading, Karate, Zumba, Zumbastep (01/29/2015) | City of Los Angeles",6,6,9,0,0%,16.67%
Beachwood Canyon Set to Re-Open - Press Release | City of Los Angeles,6,3,359,0,0%,16.67%
Behavioral Science Services - LAPD - The City of Los Angeles,6,5,479,4,75%,83.33%
Board of Building and Safety Commission Appeals - The City of Los Angeles,6,6,291.33,4,75%,50%
Board of Civil Service Commissioners - The City of Los Angeles,6,6,434,4,50%,50%
Bridges | City of Los Angeles,6,6,38,1,100%,33.33%
Business Customer Service Requests | City of Los Angeles,6,6,22.5,4,100%,66.67%
CDD Personnel Verification | City of Los Angeles,6,6,16.5,1,100%,33.33%
Certification of Women Business Enterprises (WBE) - The City of Los Angeles,6,6,50.33,1,100%,50%
City Controller | City of Los Angeles,6,6,21.75,0,0%,33.33%
Citywide General Plan Elements | City of Los Angeles,6,6,79,1,0%,83.33%
Civil Liability Management Branch | City of Los Angeles,6,5,33.67,4,50%,50%
Claims Board Meeting - CANCELLED | City of Los Angeles,6,3,9,0,0%,0%
Community Action Board Meeting | City of Los Angeles,6,4,23.33,0,0%,0%
Community Development Block Grants | City of Los Angeles,6,6,150.25,1,100%,33.33%
Community Plans - The City of Los Angeles,6,5,21.25,0,0%,33.33%
Coroner - The City of Los Angeles,6,6,47,6,50%,50%
Council District 1 | City of Los Angeles,6,6,332.5,2,50%,33.33%
Council District 4 - The City of Los Angeles,6,5,125.5,4,50%,66.67%
Council Files - The City of Los Angeles,6,5,30.5,2,50%,66.67%
Council Meeting Video | City,6,6,315.75,3,66.67%,33.33%
Credit Union - LAPD (various locations) - The City of Los Angeles,6,5,18,5,80%,83.33%
Current Bid Information for Suppliers | City of Los Angeles,6,6,58.8,0,0%,16.67%
Custodian 1 | City of Los Angeles,6,5,893.5,0,0%,66.67%
Department of Cultural Affairs Public Art Division - The City of Los Angeles,6,5,251.5,3,66.67%,66.67%
Department of Cultural Affairs Watts Towers Campus | City of Los Angeles,6,5,104,2,100%,66.67%
Dept of Neighborhood Empowerment - Personnel | City of Los Angeles,6,6,46,1,0%,50%
Downtown Los Angeles NC Executive Committee Meeting Agenda 01-07-15 7PM | City of Los Angeles,6,2,26,0,0%,0%
DVTF: Law Enforcement Committee Meeting | City of Los Angeles,6,4,100.5,0,0%,0%
El Pueblo Monument Historique | Ville de Los Angeles,6,6,18.67,2,100%,50%
Empwr Congress West Area_SPECIAL MEETING.PLANNING LAND USE & BEAUTIFICATION COMMITTEE_Tuesday 01.27 | City of Los Angeles,6,4,15.6,0,0%,16.67%
"Ethics Commission, City | City of Los Angeles",6,5,240.5,0,0%,66.67%
Facilities Management Division - LAPD | City of Los Angeles,6,5,83.33,3,66.67%,50%
FamilySource System (FSCs) - Community Centers for Families with Youth - The City of Los Angeles,6,6,108,4,100%,83.33%
Farmers Market | City of Los Angeles,6,5,55.67,1,0%,50%
Fire Control and Prevention | City of Los Angeles,6,6,11,2,50%,33.33%
Fire Dept. Safety Officer - The City of Los Angeles,6,6,20,3,100%,50%
Flyaway Bus service Union Station - LAX - The City of Los Angeles,6,5,150.67,1,100%,50%
Fort MacArthur Military Museum | City of Los Angeles,6,6,156.6,0,0%,16.67%
GARAGE ATTENDANT 3531 (Filing starts 02-10-2015 at 8 AM and ends 02-12-2015 at midnight.) | City of Los Angeles,6,5,571,1,100%,66.67%
General Time Frame for Plan Check/Review - The City of Los Angeles,6,6,388.5,4,50%,33.33%
Get Help Researching Fire Department Information - The City of Los Angeles,6,4,78,0,0%,0%
Griffith Park - Greek Theatre Concession / Operation and Management | City of Los Angeles,6,5,24,0,0%,0%
Horticulture Gardens | City of Los Angeles,6,6,90.67,2,100%,50%
Hotel Shuttles -- LAX - The City of Los Angeles,6,6,41.6,0,0%,16.67%
Housing and Community Investment Department Employee Verification - The City of Los Angeles,6,5,148,5,80%,83.33%
Housing Loan Servicing and Management - The City of Los Angeles,6,6,92,2,100%,83.33%
Human Resources Assistant | City of Los Angeles,6,6,8.4,0,0%,16.67%
Immune Deficiency Foundation 5K | City of Los Angeles,6,6,0,6,100%,100%
Indian Rhino Encounter | City of Los Angeles,6,6,104,2,50%,33.33%
Information Technology Bureau - LAPD - The City of Los Angeles,6,5,10.25,3,66.67%,33.33%
"Inspector General, Office of the - LAPD | City of Los Angeles",6,4,70,3,33.33%,33.33%
Internal Affairs Group - LAPD - The City of Los Angeles,6,5,38,4,75%,66.67%
iWATCH - LAPD | City of Los Angeles,6,3,55.75,2,50%,33.33%
LAFD Uniform Safety Officer Hires Prepayment - The City of Los Angeles,6,6,30,2,100%,66.67%
LAFD Uniform Safety Officer Hires Prepayment | City of Los Angeles,6,6,10,5,100%,83.33%
Lead-Based Paint Hazard Control Program | City of Los Angeles,6,5,91,3,66.67%,66.67%
Listing of City-Certified Firms | City of Los Angeles,6,4,470.25,0,0%,33.33%
Lobbying | City of Los Angeles,6,4,118.4,2,50%,16.67%
Los Angeles Clean Cities Coalition | City of Los Angeles,6,6,250.83,0,0%,0%
Los Angeles Convention Center Event Planning - The City of Los Angeles,6,5,22,5,80%,83.33%
Los Angeles World Airports Employee Verification | City of Los Angeles,6,6,912,5,80%,83.33%
Los Feliz NC Executive Commitee Agenda 01-20-15 7PM | City of Los Angeles,6,4,17.75,1,100%,33.33%
Mayor's Help Desk - The City of Los Angeles,6,6,69.33,2,50%,50%
Neueste City Stellenangebote | Stadt Los Angeles,6,3,46.33,0,0%,0%
Noise/Flood light Complaints | City of Los Angeles,6,5,354.5,1,0%,66.67%
Office of Finance Complaints | City of Los Angeles,6,6,14.2,0,0%,16.67%
Online Noise Complaint Form -- LAX - The City of Los Angeles,6,6,19,5,80%,83.33%
Outreach and Assistance | City of Los Angeles,6,6,47,0,0%,0%
Panorama City Consejo Vecinal Programa de la Comite' de Madres 01-12-15 10AM | City of Los Angeles,6,2,5.5,0,0%,0%
Parking Meter Service Request | City of Los Angeles,6,5,448.6,2,50%,16.67%
"Parking, Elderly & Disabled -- LAX - The City of Los Angeles",6,6,63.5,5,80%,66.67%
Peak Hours Construction Enforcement - The City of Los Angeles,6,6,41,5,60%,66.67%
Pension Benefit Information | City of Los Angeles,6,5,48.6,0,0%,16.67%
Permit for Minor Right of Way Construction - A Permit - The City of Los Angeles,6,6,96.67,1,0%,50%
Personne/Workplace Safety and Health | City of Los Angeles,6,6,52.67,3,66.67%,50%
Personnel Department Classification Division - The City of Los Angeles,6,6,106,0,0%,16.67%
Picnic Permits - The City of Los Angeles,6,4,41.33,4,50%,50%
Picnic Permits | City of Los Angeles,6,6,0,5,40%,100%
Plastic Bag Ban City Ordinance | City of Los Angeles,6,6,167,2,50%,83.33%
Police Permit Review Panel Meeting Agenda | City of Los Angeles,6,1,13.8,1,0%,16.67%
Police Permit Review Panel Meeting Cancellation Notice | City of Los Angeles,6,3,188.33,0,0%,0%
Police Training & Education - LAPD - The City of Los Angeles,6,6,0,5,100%,100%
Proposition O Administrative Oversight Committee | City of Los Angeles,6,3,15.17,0,0%,0%
Rapid Response Lay-Off Aversion Information | City of Los Angeles,6,6,122.5,2,50%,66.67%
Recreation and Parks | City of Los Angeles,6,6,32,1,0%,50%
Reporting Illegal Discharges to the Sewer | City of Los Angeles,6,5,187,1,0%,50%
Reporting unsafe conditions at street lighting construction sites - The City of Los Angeles,6,6,21.5,3,66.67%,66.67%
Requests for Reasonable Accommodations for City Events or Meetings - The City of Los Angeles,6,6,28,1,100%,83.33%
Sand and Sandbag Information | City of Los Angeles,6,6,114,6,66.67%,66.67%
Senior and Caregiver Legal Services - The City of Los Angeles,6,6,254,4,75%,50%
Serviços mais solicitados | Cidade de Los Angeles,6,1,293.2,0,0%,16.67%
Slight Modification request (case) filing | City of Los Angeles,6,5,62.5,4,50%,66.67%
Solid Resources Fee (SRF) Information | City of Los Angeles,6,6,29.5,0,0%,33.33%
Solid Resources Fee / Lifeline - The City of Los Angeles,6,5,110.5,0,0%,33.33%
SORO Transportation Committee Agenda 01-27-15 7PM | City of Los Angeles,6,4,51.25,1,100%,33.33%
Speakers Bureau - LAX | City of Los Angeles,6,6,27.6,0,0%,16.67%
Special Events at El Pueblo - The City of Los Angeles,6,4,69,0,0%,33.33%
Special Operations Division - LAPD - The City of Los Angeles,6,5,157,5,80%,83.33%
Status of Construction Contract Awards | City of Los Angeles,6,6,20.5,1,0%,66.67%
Status of Tentative Subdivision Maps - The City of Los Angeles,6,6,71.33,1,100%,50%
Storm Emergencies - The City of Los Angeles,6,6,38,0,0%,16.67%
Street lighting projects advertised for bid - The City of Los Angeles,6,6,205,2,50%,50%
Submit a Community Impact Statement - The City of Los Angeles,6,6,0,6,100%,100%
Tarzana NC_Joint Executive Committee & TNC Board Mtg Agenda_Thurs. 01.22.15 745 AM | City of Los Angeles,6,3,24.17,0,0%,0%
Taxicab Enforcement Regulation | City of Los Angeles,6,4,143.75,2,0%,33.33%
Text-a-Tip - LAPD - The City of Los Angeles,6,5,84,5,80%,83.33%
Toddler Totes Class at the Los Angeles Zoo | City of Los Angeles,6,6,466,5,60%,83.33%
Tours | Stadt Los Angeles,6,4,66.4,0,0%,16.67%
Transit Store | City of Los Angeles,6,6,93,4,75%,83.33%
Transportation | City of Los Angeles,6,5,29.83,0,0%,0%
Underground Storage Tanks - Enforcement | City of Los Angeles,6,4,58,2,50%,50%
Voter Registration - The City of Los Angeles,6,5,49.5,5,60%,66.67%
Voter Registration | City of Los Angeles,6,6,0,5,40%,100%
Water Quality | City of Los Angeles,6,6,93,1,100%,33.33%
Wooland Hills Warner Center Public Safety Committee Meeting Agenda 1-28-15 630PM | City of Los Angeles,6,5,277.75,0,0%,33.33%
Η πόλη του Λος Άντζελες,6,4,82.5,4,50%,66.67%
Above Sea Level Survey Benchmarks - The City of Los Angeles,5,5,33,3,100%,80%
ACE Academy -- LAX - The City of Los Angeles,5,5,30,0,0%,0%
Administrative Investigation Division - LAPD | City of Los Angeles,5,2,31.33,2,0%,40%
African American Firefighter Museum | City of Los Angeles,5,4,532.33,2,50%,40%
AIRPORT POLICE OFFICER 3225 | City of Los Angeles,5,5,35,0,0%,80%
