Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
New Construction/Building Standards/Environmental Permit & Inspections - The City of Los Angeles,16,15,0:01:39,2,100%,25%
Pay Building and Safety Invoices Online - The City of Los Angeles,16,11,0:03:06,3,33.33%,31.25%
Property Boundary Map Photocopy Service - The City of Los Angeles,16,13,0:03:59,4,100%,37.5%
Senior Training and Employment - The City of Los Angeles,16,16,0:01:19,7,28.57%,25%
Stormwater Services - The City of Los Angeles,16,14,0:02:52,7,85.71%,68.75%
Street Services Emergency After Hours Services - The City of Los Angeles,16,15,0:02:14,1,0%,56.25%
Tobacco Retailer's Permit Renewal Information - The City of Los Angeles,16,15,0:00:45,9,66.67%,62.5%
Voter Registration - The City of Los Angeles,16,16,0:06:18,13,84.62%,75%
Adult Entertainment Establishment Location Enforcement - The City of Los Angeles,15,15,0:00:25,11,90.91%,73.33%
Building and Safety Saturday Inspections - The City of Los Angeles,15,12,0:02:41,2,0%,33.33%
Child Safety Seat Assistance - Los Angeles Police Department - The City of Los Angeles,15,14,0:00:40,14,92.86%,93.33%
City Archives - The City of Los Angeles,15,14,0:04:00,1,100%,53.33%
Current Bid Information for Suppliers - The City of Los Angeles,15,12,0:00:53,1,100%,33.33%
Department of Cultural Affairs Annual Festival Guide - The City of Los Angeles,15,12,0:00:20,3,66.67%,20%
Fire Dept. Community Relations - The City of Los Angeles,15,13,0:02:07,3,100%,46.67%
Information and Referral Center for People with Disabilities - The City of Los Angeles,15,13,0:00:45,6,83.33%,60%
Information Technology Bureau - LAPD - The City of Los Angeles,15,13,0:01:51,10,70%,66.67%
La Plaza de Cultura y Artes - The City of Los Angeles,15,14,0:00:48,8,75%,40%
Neighborhood Watch - LAPD - The City of Los Angeles,15,14,0:00:19,14,92.86%,93.33%
Permit Fee - The City of Los Angeles,15,13,0:01:12,4,25%,26.67%
Purchase of Service Credit - The City of Los Angeles,15,15,0:02:09,1,100%,26.67%
Recreation and Parks Senior Citizen Center - The City of Los Angeles,15,14,0:00:26,7,57.14%,33.33%
Required Forms and Insurance - The City of Los Angeles,15,12,0:01:33,1,100%,13.33%
Special Event Traffic Control Requests - The City of Los Angeles,15,13,0:00:53,5,80%,46.67%
Underground Storage Tank - File Review - The City of Los Angeles,15,14,0:01:20,13,84.62%,86.67%
Billing Inquiries/Payment Arrangements - The City of Los Angeles,14,10,0:01:47,4,25%,50%
Board of Building and Safety Commission Appeals - The City of Los Angeles,14,13,0:01:17,8,87.5%,57.14%
CDD Personnel Verification - The City of Los Angeles,14,9,0:00:34,2,50%,28.57%
City Loan Program - The City of Los Angeles,14,12,0:05:55,8,100%,64.29%
Community Development Block Grants - The City of Los Angeles,14,10,0:00:49,5,80%,28.57%
Coroner - The City of Los Angeles,14,12,0:01:04,10,60%,57.14%
Credit Union - LAPD (various locations) - The City of Los Angeles,14,13,0:01:44,12,58.33%,57.14%
Dog Parks / Dog Obedience Programs - The City of Los Angeles,14,11,0:02:49,9,77.78%,57.14%
Election Results and Statistics - The City of Los Angeles,14,13,0:00:20,3,100%,50%
Estimated Inspection Time of Arrival Lookup or Inquiry - The City of Los Angeles,14,13,0:01:41,10,90%,85.71%
Internal Audits & Inspections Division - LAPD - The City of Los Angeles,14,10,0:00:33,8,50%,50%
Listing of City-Certified Firms - The City of Los Angeles,14,12,0:08:19,1,100%,64.29%
Requirements for Permit Application Submittal - The City of Los Angeles,14,10,0:00:37,5,80%,50%
Surety and Cash Bond Management - The City of Los Angeles,14,9,0:02:14,7,71.43%,50%
Taxicabs & Non-Ambulatory Permitting - The City of Los Angeles,14,13,0:01:29,6,66.67%,50%
Transit Store - The City of Los Angeles,14,13,0:01:11,8,87.5%,71.43%
Urban Forestry Program - The City of Los Angeles,14,11,0:02:45,2,100%,42.86%
Volunteer Information Professionals (VIP) - The City of Los Angeles,14,14,0:00:40,4,100%,50%
Certification of Women Business Enterprises (WBE) - The City of Los Angeles,13,11,0:04:00,3,100%,53.85%
City Planning Department Personnel Liaison - The City of Los Angeles,13,9,0:00:57,1,100%,23.08%
Emergency Operations Division - LAPD - The City of Los Angeles,13,12,0:00:14,11,81.82%,76.92%
Flood Zone and Insurance Information - The City of Los Angeles,13,11,0:00:59,7,85.71%,61.54%
Fort MacArthur Military Museum - The City of Los Angeles,13,8,0:00:22,3,33.33%,15.38%
Housing Loan Servicing and Management - The City of Los Angeles,13,13,0:07:30,5,100%,76.92%
How To Become A Reserve Police Officer - The City of Los Angeles,13,11,0:08:17,11,90.91%,84.62%
LAX Substation - LAPD - The City of Los Angeles,13,12,0:00:00,12,91.67%,92.31%
Pension Benefit Information - The City of Los Angeles,13,12,0:00:48,2,100%,53.85%
Personnel Department Classification Division - The City of Los Angeles,13,11,0:02:52,0,0%,30.77%
Personnel Department Equal Employment Opportunity - The City of Los Angeles,13,13,0:01:55,4,75%,30.77%
Police Services - LAX - The City of Los Angeles,13,13,0:03:09,6,66.67%,61.54%
Pre-Retirement Seminars - The City of Los Angeles,13,11,0:03:04,2,50%,46.15%
Real-Time Bus Information - The City of Los Angeles,13,12,0:01:01,1,0%,23.08%
Recreation and Parks Volunteer Section - The City of Los Angeles,13,13,0:01:23,0,0%,46.15%
Refunds/Claims - The City of Los Angeles,13,11,0:00:41,3,66.67%,23.08%
Request Storm Drain Maintenance/Repair - The City of Los Angeles,13,12,0:02:48,8,87.5%,76.92%
Septic Systems - Onsite Wastewater Treatment Systems (OWTS) Program - The City of Los Angeles,13,12,0:02:41,11,72.73%,69.23%
Sepulveda Garden Center - The City of Los Angeles,13,11,0:03:16,7,71.43%,46.15%
Solid Resources Fee / Lifeline - The City of Los Angeles,13,13,0:01:13,7,100%,69.23%
Temporary Special Events Inspection - The City of Los Angeles,13,13,0:00:28,6,100%,76.92%
Tobacco Enforcement Program - The City of Los Angeles,13,12,0:00:51,7,42.86%,30.77%
"Tract, parcel map, private street pre-consultation - The City of Los Angeles",13,12,0:01:53,8,50%,38.46%
ACE Academy -- LAX - The City of Los Angeles,12,11,0:01:08,2,50%,16.67%
America Tropical Interpretive Center - The City of Los Angeles,12,11,0:00:29,7,71.43%,66.67%
Audit Division-LAPD - The City of Los Angeles,12,7,0:01:03,6,83.33%,58.33%
Banner Permits - The City of Los Angeles,12,12,0:03:46,2,50%,41.67%
Building Trade Licensing - The City of Los Angeles,12,12,0:02:36,2,50%,33.33%
City of Los Angeles Information Helpline - The City of Los Angeles,12,8,0:04:00,8,62.5%,41.67%
Council Journal/Actions/Minutes - The City of Los Angeles,12,11,0:00:41,4,50%,16.67%
Department of Cultural Affairs Hollyhock House at Barnsdall Park - The City of Los Angeles,12,8,0:01:14,1,0%,33.33%
Department of General Services Employment Verification - The City of Los Angeles,12,12,0:01:13,2,100%,41.67%
Election Information - The City of Los Angeles,12,11,0:03:58,1,100%,33.33%
Employee Assistance Unit - LAPD - The City of Los Angeles,12,11,0:03:17,10,80%,83.33%
Fee Title Information - The City of Los Angeles,12,11,0:01:46,5,100%,66.67%
Gang Division - The City of Los Angeles,12,11,0:06:07,9,88.89%,91.67%
"International Trade Development, Shipping and Maritime Services - The City of Los Angeles",12,10,0:00:33,4,50%,50%
Neighborhood Council Contact Information - The City of Los Angeles,12,12,0:01:34,1,100%,41.67%
Parallel Design Permitting Process (PDPP) - The City of Los Angeles,12,12,0:03:13,7,85.71%,75%
Recreation and Parks Complaints - The City of Los Angeles,12,10,0:01:02,3,33.33%,66.67%
Reporting Streetlight Off/On Timing Problems - The City of Los Angeles,12,9,0:01:23,3,33.33%,33.33%
Sign-Offs of Conditions of Approval - The City of Los Angeles,12,10,0:00:11,5,80%,58.33%
Staden Los Angeles,12,10,0:00:33,9,66.67%,66.67%
Vaccinations - The City of Los Angeles,12,11,0:02:16,1,100%,41.67%
Valley Traffic Division - LAPD - The City of Los Angeles,12,12,0:00:00,12,100%,100%
ZIMAS Data Discrepancy - The City of Los Angeles,12,10,0:00:15,1,100%,41.67%
Administrative Services - The City of Los Angeles,11,11,0:02:24,9,100%,81.82%
City of Los Angeles,11,7,0:01:23,7,42.86%,63.64%
Community Emergency Response Team (CERT) Training Program - The City of Los Angeles,11,11,0:03:32,5,80%,36.36%
General Information - The City of Los Angeles,11,10,0:00:23,2,100%,72.73%
Information about Roadwork in Progress - The City of Los Angeles,11,9,0:00:47,2,50%,54.55%
Japanese Garden Rental for Special Occasions - The City of Los Angeles,11,9,0:01:35,2,50%,27.27%
LAHSA General Information - The City of Los Angeles,11,10,0:02:20,0,0%,36.36%
Library Employee Verification - The City of Los Angeles,11,11,0:00:18,3,100%,54.55%
Los Angeles Maritime Museum - The City of Los Angeles,11,10,0:00:22,3,33.33%,18.18%
Online Airport Tenant Directory -- LAX - The City of Los Angeles,11,11,0:00:31,9,77.78%,63.64%
Palm Fronds from City Trees - The City of Los Angeles,11,10,0:01:28,0,0%,27.27%
Para Visitantes - A cidade de Los Angeles,11,9,0:02:04,1,100%,45.45%
"Parking, Elderly & Disabled -- LAX - The City of Los Angeles",11,11,0:02:27,8,87.5%,72.73%
Recreation and Parks Film and Photo Permits - The City of Los Angeles,11,10,0:00:24,2,50%,27.27%
Recreational Programs for Older Adults - The City of Los Angeles,11,7,0:01:39,6,50%,45.45%
Right of Way Application Forms - The City of Los Angeles,11,10,0:02:23,3,100%,36.36%
Solid Resources Fee (SRF) Information - The City of Los Angeles,11,10,0:14:36,9,77.78%,81.82%
South Traffic Division - LAPD - The City of Los Angeles,11,11,0:00:00,11,100%,100%
"Submit a Campaign Finance, Lobbying or Governmental Ethics Complaint - The City of Los Angeles",11,11,0:01:35,4,75%,63.64%
Tax Credit for Businesses Hiring Qualified Individuals - The City of Los Angeles,11,9,0:01:58,4,50%,36.36%
Above Sea Level Survey Benchmarks - The City of Los Angeles,10,9,0:00:28,7,100%,70%
Affordable Housing Real Estate Acquisition & Pre-Development Loans - The City of Los Angeles,10,10,0:01:37,4,75%,40%
Animal Protection Unit - The City of Los Angeles,10,8,0:02:38,2,50%,40%
Backyard Composting Workshop & Bin Sale Events - The City of Los Angeles,10,9,0:01:22,3,100%,70%
Board of Police Commissioners - The City of Los Angeles,10,10,0:00:56,7,85.71%,80%
Brownfield Redevelopment Assistance - The City of Los Angeles,10,9,0:01:36,6,66.67%,60%
Community Beautification Grant - The City of Los Angeles,10,9,0:03:05,1,0%,30%
Employee Verification/Bureau Street Lighting - The City of Los Angeles,10,9,0:01:45,4,100%,60%
Filing Incident Claim with The Los Angeles Convention Center - The City of Los Angeles,10,10,0:00:40,2,100%,30%
Finding a Lost Animal - The City of Los Angeles,10,10,0:04:09,5,80%,70%
Multi Family Bulky Item Fee - The City of Los Angeles,10,10,0:00:48,0,0%,10%
Non Special Event Street/Alley Closure - The City of Los Angeles,10,10,0:03:15,6,83.33%,60%
Online Airport Security Guidelines - The City of Los Angeles,10,9,0:01:25,4,25%,50%
Park Film Office - The City of Los Angeles,10,8,0:00:14,1,0%,30%
Public Works Media Events and News Conferences - The City of Los Angeles,10,7,0:00:46,0,0%,10%
Purchasing Extra-Capacity Tags - The City of Los Angeles,10,10,0:01:38,4,75%,50%
Reporting unsafe conditions at street lighting construction sites - The City of Los Angeles,10,10,0:01:49,9,100%,90%
Residential Service Requests - The City of Los Angeles,10,9,0:02:32,1,100%,30%
Restaurant Hospitality Express Program (RHEP) - The City of Los Angeles,10,10,0:00:38,4,100%,60%
Senior Emergency Information Packet - The City of Los Angeles,10,10,0:01:08,6,66.67%,60%
Animal Cruelty Task Force - LAPD - The City of Los Angeles,9,7,0:04:32,5,60%,55.56%
Chief of Police - Los Angeles Police Department - The City of Los Angeles,9,7,0:00:49,4,100%,55.56%
Community Dining Centers - The City of Los Angeles,9,9,0:03:23,1,100%,33.33%
Contracts - The City of Los Angeles,9,9,0:00:05,2,100%,66.67%
Debt and Administration Division - The City of Los Angeles,9,6,0:00:19,0,0%,11.11%
Disputes - LAPD - The City of Los Angeles,9,8,0:01:06,2,50%,55.56%
Exposition Park Intergenerational Community Center - The City of Los Angeles,9,9,0:00:29,7,100%,77.78%
Fixed Base Operators-VNY - The City of Los Angeles,9,6,0:01:09,5,60%,66.67%
Golf Operations and Maintenance - The City of Los Angeles,9,6,0:00:31,0,0%,0%
Graffiti and Illegal Dumping Reward Program Applications - LAPD - The City of Los Angeles,9,9,0:00:23,1,100%,33.33%
Infrastructure Maps for Sale - The City of Los Angeles,9,7,0:13:10,3,100%,66.67%
Inspection of Commercial Buildings - The City of Los Angeles,9,9,0:00:34,4,100%,66.67%
Italian American Museum of Los Angeles (Opening in 2014) - The City of Los Angeles,9,9,0:02:22,8,75%,77.78%
iWATCH - LAPD - The City of Los Angeles,9,7,0:00:50,4,100%,55.56%
LAFD Uniform Safety Officer Hires Prepayment Form - The City of Los Angeles,9,9,0:00:22,6,66.67%,44.44%
Los Angeles Convention Center Food and Beverage Services - The City of Los Angeles,9,8,0:02:06,5,80%,55.56%
Los Angeles World Airports Employee Verification - The City of Los Angeles,9,8,0:01:17,6,100%,77.78%
Ordinances - The City of Los Angeles,9,6,0:05:28,2,100%,66.67%
Passenger Business Center -- LAX - The City of Los Angeles,9,7,0:02:34,7,71.43%,77.78%
Personne/Workplace Safety and Health - The City of Los Angeles,9,9,0:01:11,0,0%,44.44%
Point Fermin Lighthouse - The City of Los Angeles,9,7,0:00:49,2,50%,55.56%
Police Permits - The City of Los Angeles,9,9,0:00:54,0,0%,44.44%
"Public counter for street lighting maps, diagrams - The City of Los Angeles",9,9,0:01:42,3,66.67%,44.44%
"Public Works Invoices (Work Orders, B-Permits, Other Billings) - The City of Los Angeles",9,8,0:00:32,4,100%,55.56%
Request for Fire Department Statistics - The City of Los Angeles,9,7,0:00:54,4,75%,66.67%
Retirement Publications - The City of Los Angeles,9,8,0:01:46,2,50%,44.44%
Service Credit - The City of Los Angeles,9,8,0:01:56,3,33.33%,22.22%
street light out on steel or concrete pole - The City of Los Angeles,9,9,0:02:47,3,100%,44.44%
Terminating City Employment - The City of Los Angeles,9,8,0:03:04,1,100%,55.56%
Toddler Totes Class at the Los Angeles Zoo - The City of Los Angeles,9,9,0:00:42,8,100%,88.89%
Travel Town Birthday Car And Meeting Car - The City of Los Angeles,9,9,0:00:28,4,75%,33.33%
Adopt-A-Median / Community Beautification - The City of Los Angeles,8,8,0:13:47,6,100%,87.5%
Affirmative Action Monitoring of City Contractors - The City of Los Angeles,8,7,0:01:12,1,100%,62.5%
African American Firefighter Museum - The City of Los Angeles,8,7,0:00:47,5,80%,50%
Booking an event at The Los Angeles Convention Center - The City of Los Angeles,8,5,0:00:34,0,0%,0%
Bridge Maintenance and Inspection - The City of Los Angeles,8,8,0:00:19,5,80%,62.5%
Building and Safety Department Employment Verification - The City of Los Angeles,8,7,0:00:42,3,100%,50%
Code Studies - The City of Los Angeles,8,7,0:04:29,2,50%,50%
Complaints - The City of Los Angeles,8,6,0:00:17,1,0%,0%
Department of Cultural Affairs Croatian Cultural Center of Greater LA - The City of Los Angeles,8,6,0:01:20,4,75%,62.5%
Department of Cultural Affairs Theaters - The City of Los Angeles,8,6,0:00:48,1,0%,25%
Department of Cultural Affairs Warner Grand Theatre - The City of Los Angeles,8,6,0:00:38,1,100%,12.5%
Department of Cultural Affairs Watts Towers Campus - The City of Los Angeles,8,8,0:00:44,2,50%,12.5%
Detective Bureau - LAPD - The City of Los Angeles,8,8,0:00:44,6,100%,75%
Directions to El Pueblo Historical Monument - The City of Los Angeles,8,8,0:01:07,1,100%,37.5%
Fire Prevention Bureau - Valley Public Safety - The City of Los Angeles,8,6,0:05:29,4,50%,50%
FÌ_r Besucher - der Stadt Los Angeles,8,7,0:00:14,1,100%,37.5%
Garage - LAPD Community Police Stations - The City of Los Angeles,8,7,0:03:22,5,60%,50%
General Time Frame for Plan Check/Review - The City of Los Angeles,8,8,0:07:57,5,80%,62.5%
Inspector Complaints - The City of Los Angeles,8,7,0:00:44,3,100%,50%
LADOT Comments and Complaints - The City of Los Angeles,8,8,0:03:12,2,100%,37.5%
Los Angeles Clean Cities Coalition - The City of Los Angeles,8,8,0:00:40,2,100%,25%
Los Angeles Waterfront Development - The City of Los Angeles,8,6,0:00:29,4,75%,50%
Mayor's Help Desk - The City of Los Angeles,8,8,0:01:34,2,50%,50%
Methods of Payment - The City of Los Angeles,8,8,0:03:36,1,100%,37.5%
Operations West Bureau - LAPD - The City of Los Angeles,8,8,0:00:35,6,83.33%,62.5%
Port Construction Bids and Contracts - The City of Los Angeles,8,6,0:00:54,1,100%,50%
Proper Disposal of Needles/Sharps - The City of Los Angeles,8,6,0:00:51,1,100%,62.5%
"PW/EEO, Sexual Harassment & Hazing Coordinator - The City of Los Angeles",8,6,0:00:13,1,100%,12.5%
Rapid Response Lay-Off Aversion Information - The City of Los Angeles,8,7,0:01:18,3,100%,50%
Report a Brush Hazard - The City of Los Angeles,8,8,0:11:23,6,100%,87.5%
Sewer Capacity Information - The City of Los Angeles,8,6,0:00:23,1,100%,12.5%
Status of Tentative Parcel Maps - The City of Los Angeles,8,8,0:01:00,1,100%,50%
Storm Emergencies - The City of Los Angeles,8,8,0:00:34,2,50%,25%
Traffic Flow Improvements - The City of Los Angeles,8,8,0:00:34,0,0%,50%
Underground Storage Tanks - Enforcement - The City of Los Angeles,8,7,0:01:05,1,0%,25%
Zoo Guided Tours - The City of Los Angeles,8,8,0:00:32,0,0%,12.5%
Borrowing Library Materials - The City of Los Angeles,7,7,0:00:24,2,100%,42.86%
City Council and Council Committee Agendas - The City of Los Angeles,7,7,0:00:35,0,0%,14.29%
Civil Liability Management Branch - The City of Los Angeles,7,7,0:00:41,6,50%,42.86%
Commercial Crimes Division - LAPD - The City of Los Angeles,7,7,0:00:13,3,100%,85.71%
Commercial Filming and Special Events at El Pueblo - The City of Los Angeles,7,7,0:00:28,0,0%,14.29%
Commission On Disability - The City of Los Angeles,7,6,0:00:29,5,80%,85.71%
Commonly asked questions - The City of Los Angeles,7,4,0:02:49,0,0%,28.57%
Community and Program Services for Seniors and Family Caregivers - The City of Los Angeles,7,7,0:01:59,0,0%,14.29%
Community Plan Land Use Maps - The City of Los Angeles,7,6,0:01:02,2,50%,57.14%
Council District 15 - The City of Los Angeles,7,5,0:08:20,2,100%,57.14%
Department of Cultural Affairs Music LA Program - The City of Los Angeles,7,7,0:04:39,3,33.33%,28.57%
Disability Grievances or Complaints - The City of Los Angeles,7,6,0:01:20,2,50%,42.86%
Entradas Zoo de AdmisiÌ_n General - La ciudad de Los Angeles,7,6,0:00:28,4,75%,71.43%
Facilities Management Division - LAPD - The City of Los Angeles,7,6,0:03:00,4,75%,42.86%
Financial Reports for the City of Los Angeles - The City of Los Angeles,7,6,0:00:33,0,0%,71.43%
Housing Opportunities for Persons with HIV/AIDS (HOPWA) - The City of Los Angeles,7,7,0:02:00,6,83.33%,85.71%
Industrial Wastewater Discharge Records - The City of Los Angeles,7,6,0:01:07,2,100%,71.43%
Industrial Wastewater Permit - Change of Ownership - The City of Los Angeles,7,7,0:00:42,2,0%,0%
Inspection Fire Sprinklers - The City of Los Angeles,7,7,0:01:08,4,100%,71.43%
Locating Public Access Computer - The City of Los Angeles,7,7,0:00:18,5,100%,71.43%
Office of the City Clerk - Complaint Desk - The City of Los Angeles,7,6,0:02:15,2,50%,57.14%
Paramedic Service - The City of Los Angeles,7,6,0:01:48,2,100%,42.86%
"Port/Harbor Vessel Traffic, Ship Pilots - The City of Los Angeles",7,7,0:02:03,5,100%,71.43%
Pour Visiteurs - La ville de Los Angeles,7,6,0:00:31,0,0%,42.86%
Project Design Review - The City of Los Angeles,7,6,0:00:23,4,75%,57.14%
Public Access Defibrillator Program (PAD) - The City of Los Angeles,7,6,0:00:19,4,75%,71.43%
PW/Personnel/Employee Relations/Sanitation - The City of Los Angeles,7,3,0:00:52,0,0%,28.57%
Senior Citizen and Disabled - The City of Los Angeles,7,7,0:01:53,1,100%,28.57%
Shared Ride Vans -- LAX - The City of Los Angeles,7,6,0:00:07,5,100%,71.43%
Status of Tentative Subdivision Maps - The City of Los Angeles,7,6,0:03:12,1,0%,14.29%
The Official Web Site of The City of Los Angeles - Home,7,4,0:00:04,3,0%,28.57%
Tract map Information - The City of Los Angeles,7,5,0:01:25,0,0%,14.29%
Water and Power Employees' Retirement - The City of Los Angeles,7,5,0:03:18,3,33.33%,42.86%
_Ò__Û___« _Ý__-____«_¦_µ_È_µ,7,5,0:00:56,5,20%,42.86%
 - The City of Los Angeles,6,5,0:00:54,5,80%,83.33%
Acceptance Tests Status for Streetlight Installations - The City of Los Angeles,6,6,0:01:27,0,0%,16.67%
Adopt-A-Spot / Community Beautification - The City of Los Angeles,6,4,0:03:26,1,0%,16.67%
Affordable Housing Trust Fund - The City of Los Angeles,6,6,0:00:00,4,100%,100%
Bicycle Maps - The City of Los Angeles,6,5,0:01:10,0,0%,50%
Bicycle Safety - The City of Los Angeles,6,6,0:00:51,0,0%,50%
Biosolids Environmental Management System (EMS) - The City of Los Angeles,6,5,0:00:27,1,100%,16.67%
Bureau of Sanitation Employment Verification - The City of Los Angeles,6,4,0:01:08,1,0%,16.67%
Community Plans - The City of Los Angeles,6,6,0:00:55,0,0%,33.33%
Community Redevelopment Agency - The City of Los Angeles,6,6,0:00:00,1,100%,100%
Criminal Gang Homicide Division - LAPD - The City of Los Angeles,6,6,0:00:00,6,100%,100%
Critters N Kids Class at the Los Angeles Zoo - The City of Los Angeles,6,6,0:01:57,3,100%,50%
Equestrian Center - The City of Los Angeles,6,6,0:00:57,3,66.67%,50%
Farmers Market - The City of Los Angeles,6,4,0:00:39,2,0%,50%
General Counsel for the Police Department Division - The City of Los Angeles,6,6,0:00:44,6,66.67%,66.67%
General information on the Convention Center - The City of Los Angeles,6,6,0:00:27,1,100%,33.33%
Historic Preservation Overlays - The City of Los Angeles,6,4,0:03:16,0,0%,16.67%
Lead-Based Paint Hazard Control Program - The City of Los Angeles,6,6,0:01:14,4,75%,50%
Los Angeles Convention Center Event Planning - The City of Los Angeles,6,6,0:00:30,4,100%,66.67%
Mechanical Code Desk - The City of Los Angeles,6,4,0:00:11,1,100%,16.67%
Personnel Department Examing Division - The City of Los Angeles,6,5,0:01:06,0,0%,0%
Police Relief Association - The City of Los Angeles,6,3,0:00:22,3,66.67%,33.33%
Public Relations Office - The City of Los Angeles,6,5,0:01:05,3,33.33%,33.33%
PW/Service Pin Program - The City of Los Angeles,6,4,0:03:16,4,25%,33.33%
Recorded Bid Results - The City of Los Angeles,6,6,0:00:00,0,0%,100%
Reporting streetlight vandalism - The City of Los Angeles,6,6,0:00:12,3,100%,66.67%
Retirement Counseling - The City of Los Angeles,6,6,0:02:51,0,0%,33.33%
Special Operations Division - LAPD - The City of Los Angeles,6,6,0:00:05,4,75%,66.67%
Status of Construction Contract Awards - The City of Los Angeles,6,6,0:01:12,2,100%,33.33%
Street lighting projects advertised for bid - The City of Los Angeles,6,6,0:00:05,5,100%,83.33%
Subscribe to Ethics Commission Newsletter - The City of Los Angeles,6,6,0:06:16,0,0%,50%
Tract and Parcel Map Application Forms - The City of Los Angeles,6,5,0:05:32,0,0%,16.67%
Water Quality - The City of Los Angeles,6,5,0:01:33,2,50%,33.33%
Zoo Docent & Student Volunteers - The City of Los Angeles,6,6,0:11:13,2,50%,33.33%
Airport Property Management-VNY - The City of Los Angeles,5,5,0:08:54,5,80%,80%
Automatic Public Toilets (APT's) - The City of Los Angeles,5,5,0:00:00,5,100%,100%
Call Center - The City of Los Angeles,5,5,0:03:04,0,0%,20%
Christmas Tree Recycling - The City of Los Angeles,5,5,0:03:48,1,0%,20%
Department of Building and Safety Contractual Opportunities - The City of Los Angeles,5,5,0:00:18,1,100%,40%
Digital Inclusion Pilot Program - The City of Los Angeles,5,5,0:01:07,4,100%,80%
Dry Cleaners - Perchloroethylene Certification Program - The City of Los Angeles,5,3,0:08:15,3,66.67%,60%
Employee Relations Group - LAPD - The City of Los Angeles,5,5,0:00:00,5,100%,100%
Enforcement of Equal Benefits Ordinance (EBO) - The City of Los Angeles,5,5,0:00:19,2,100%,80%
Force Investigation Division - The City of Los Angeles,5,5,0:00:00,5,100%,100%
Golf Reservations - Same Day - The City of Los Angeles,5,5,0:00:00,2,100%,100%
Hiking - The City of Los Angeles,5,4,0:00:25,1,0%,40%
Horticulture Gardens - The City of Los Angeles,5,5,0:00:39,3,100%,60%
Income Tax Credit for Low-to-Moderate Income Workers - The City of Los Angeles,5,4,0:02:17,2,100%,40%
Industrial Wastewater Plan Check Clearance - The City of Los Angeles,5,4,0:04:14,2,0%,40%
Inspection of Heating/Refrigeration - The City of Los Angeles,5,5,0:03:05,2,100%,60%
LADOT Development Services - The City of Los Angeles,5,5,0:00:52,1,100%,60%
LADWP Pay Bill Online - La ciudad de Los Angeles,5,3,0:01:43,2,0%,0%
Los Angeles Marathon - The City of Los Angeles,5,5,0:00:00,4,100%,100%
Los Angeles Police Protective League - The City of Los Angeles,5,4,0:01:40,4,75%,80%
News from the Port of Los Angeles - The City of Los Angeles,5,5,0:00:12,0,0%,40%
OgÌ_lnomiejskie Usâugi - City of Los Angeles,5,3,0:01:13,0,0%,20%
Operations Valley Bureau - LAPD - The City of Los Angeles,5,5,0:00:00,5,100%,100%
Para residentes - A cidade de Los Angeles,5,3,0:05:38,1,0%,0%
Park Rangers' Visitors Center Auditorium - The City of Los Angeles,5,5,0:00:12,1,100%,40%
Plastic Bag Ban City Ordinance - The City of Los Angeles,5,3,0:03:45,0,0%,60%
Police Academy - The City of Los Angeles,5,5,0:00:00,5,100%,100%
Recreation and Parks Planning & Development - The City of Los Angeles,5,5,0:00:27,0,0%,20%
Request to Attach Art Displays to Streetlight Poles - The City of Los Angeles,5,5,0:00:16,3,100%,60%
Residential Soundproofing - The City of Los Angeles,5,5,0:00:16,3,100%,80%
Retirement Health Subsidy - The City of Los Angeles,5,4,0:00:52,2,50%,20%
Retiring After Age 65 - The City of Los Angeles,5,5,0:00:20,2,100%,40%
Right-of-Way Investigations - The City of Los Angeles,5,4,0:04:36,3,33.33%,40%
Street light relocation information - The City of Los Angeles,5,5,0:00:42,2,100%,80%
Street Lighting maintenance assessments - property tax billing info - The City of Los Angeles,5,5,0:07:28,3,100%,60%
Traffic Records & Design Plan Information - The City of Los Angeles,5,5,0:00:41,1,100%,60%
Transporte y Aparcamiento - La ciudad de Los Angeles,5,3,0:04:07,0,0%,20%
Travel Town Museum - The City of Los Angeles,5,5,0:01:52,1,100%,40%
Variance application (case) status - The City of Los Angeles,5,5,0:00:23,0,0%,20%
View Lobbying Quarterly Reporting Totals - The City of Los Angeles,5,5,0:00:14,3,100%,80%
Vote-By-Mail - The City of Los Angeles,5,5,0:02:22,4,75%,60%
Zoo Group Rate Admission Tickets - The City of Los Angeles,5,5,0:00:13,3,100%,60%
ôÉ¯øô_ô ¯© ôãôö¯_ ¯¤ô ¯Âôãô_¯_,5,5,0:00:00,5,100%,100%
Aircraft Rental-VNY - The City of Los Angeles,4,3,0:04:15,2,50%,50%
Bunker Hill/ Union Station/ Metrolink Shuttle - The City of Los Angeles,4,4,0:04:53,3,100%,75%
Business Waste Assessment and Technical Assistance Program - The City of Los Angeles,4,4,0:00:23,0,0%,25%
Candidati - La cittÌÊ di Los Angeles,4,3,0:01:37,0,0%,0%
Child Abuse Protection Unit - The City of Los Angeles,4,4,0:00:15,0,0%,25%
City of Los Angeles Financial Policies - The City of Los Angeles,4,3,0:00:30,0,0%,0%
Civil Air Patrol-VNY - The City of Los Angeles,4,4,0:00:43,4,75%,75%
Community Preparedness Presentations - The City of Los Angeles,4,4,0:00:33,1,100%,25%
Commuter Express - The City of Los Angeles,4,4,0:00:35,2,100%,50%
Copy of Pretreatment Program Reports - The City of Los Angeles,4,4,0:00:55,1,100%,50%
