Depart #,Dept,Bldg #,Sub ID,Maint Dist,Bldg Name,Bldg Desc,Community,Zip Code,Council Dist,Square Ft,Location 1,Location 2,Location 3,Location 4
8,STM,18,*,ND,RESEDA/WOODLAND HILLS,ST MTCE YARD,RESEDA,91356,3,0,"6015
",,"BAIRD
RESEDA, California 91356
(34.17872155600003, -118.53740845399994)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,18,A,ND,RESEDA/WOODLAND HILLS,OFFICE BUILDING,RESEDA,91356,3,586,"6015
",,"BAIRD
RESEDA, California 91356
(34.17872155600003, -118.53740845399994)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,18,B,ND,RESEDA/WODDLAND HILLS,LOCKER/GARAGE BLDG,RESEDA,91356,3,1118,"6015
",,"BAIRD
RESEDA, California 91356
(34.17872155600003, -118.53740845399994)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,18,C,ND,RESEDA/WOODLAND HILLS,GARAGE,RESEDA,91356,3,6400,"6015
",,"BAIRD
RESEDA, California 91356
(34.17872155600003, -118.53740845399994)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,18,D,ND,RESEDA/WOODLAND HILLS,SERVICE BUILDING,RESEDA,91356,3,400,"6015
",,"BAIRD
RESEDA, California 91356
(34.17872155600003, -118.53740845399994)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,18,E,ND,ST MAINTENACE YARD,WASH RACK,RESEDA,91356,3,0,"6015
",,"BAIRD
RESEDA, California 91356
(34.17872155600003, -118.53740845399994)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,19,*,ND,Asphalt Plant #2,ASPHALT PLANT #2,N. HOLLYWOOD,91605,2,4228,"12251
",,"SHERMAN
N. HOLLYWOOD, California 91605
(34.201200208000046, -118.40929910399996)","WY
(43.000235832000044, -107.50089779999996)"
8,STM,19,A,ND,ASPHALT PLANT #2,OFFICE BUILDING,N. HOLLYWOOD,91605,2,7350,"12251
",,"SHERMAN
N. HOLLYWOOD, California 91605
(34.201200208000046, -118.40929910399996)","WY
(43.000235832000044, -107.50089779999996)"
8,STM,19,B,ND,ASPHALT PLANT #2,TRUCK SCALE,N. HOLLYWOOD,91605,2,720,"12251
",,"SHERMAN
N. HOLLYWOOD, California 91605
(34.201200208000046, -118.40929910399996)","WY
(43.000235832000044, -107.50089779999996)"
8,STM,19,C,ND,ASPHALT PLANT #2,LOCKER ROOM AND GARAGE,N. HOLLYWOOD,91605,2,5954,"12251
",,"SHERMAN
N. HOLLYWOOD, California 91605
(34.201200208000046, -118.40929910399996)","WY
(43.000235832000044, -107.50089779999996)"
8,STM,20,*,SD,STREET MAINTENANCE SERVICE YARD,,Los Angeles,90068,4,,"6201
",,"FOREST LAWN
Los Angeles, California 90068
(34.15123244500006, -118.32688924399997)","DR
"
8,DGS,21,*,ND,St Maintenance shop,AREA II NORTH HOLLYWOOD SHOP,N. HOLLYWOOD,91605,2,0,"12225
",,"SHERMAN
N. HOLLYWOOD, California 91605
(34.201200208000046, -118.40929910399996)","WY
(43.000235832000044, -107.50089779999996)"
8,STM,22,*,ND,SUNLAND/TUJUNGA - Office Building,ST MTCE YARD-OFFICE,SUNLAND,91040,2,225,"9401
",,"WENTWORTH
SUNLAND, California 91040
(34.26437821400003, -118.34503709199998)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,22,A,ND,Sunland/Tujunga - Gas Building,,Sunland,91040,2,,"9401
",,"WENTWORTH
Sunland, California 91040
(34.26437821400003, -118.34503709199998)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,22,B,ND,Sunland/Tujunga - Garage Building,,Sunland,91040,2,,"9401
",,"WENTWORTH
Sunland, California 91040
(34.26437821400003, -118.34503709199998)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,23,*,SD,WESTCHESTER,ST MTCE YARD,WESTCHESTER,90045,11,0,"5323
","W
(31.802379474000077, -97.09166989999994)","111 TH
WESTCHESTER, California 90045
(33.961520807000056, -118.39344972199996)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,23,A,SD,WESTCHESTER ST MTCE YARD,OFFICE BUILDING,WESTCHESTER,90045,11,1540,"5323
","W
(31.802379474000077, -97.09166989999994)","111 TH
WESTCHESTER, California 90045
(33.961520807000056, -118.39344972199996)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,23,B,SD,WESTCHESTER ST MTCE YARD,OIL HOUSE,WESTCHESTER,90045,11,437,"5323
","W
(31.802379474000077, -97.09166989999994)","111 TH
WESTCHESTER, California 90045
(33.961520807000056, -118.39344972199996)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,23,C,SD,WESTCHESTER ST MTCE YARD,SUPPLY BUILDING,WESTCHESTER,90045,11,2668,"5323
","W
(31.802379474000077, -97.09166989999994)","111 TH
WESTCHESTER, California 90045
(33.961520807000056, -118.39344972199996)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,23,D,SD,WESTCHESTER ST MTCE YARD,TRUCK PORT,WESTCHESTER,90045,11,5983,"5323
","W
(31.802379474000077, -97.09166989999994)","111 TH
WESTCHESTER, California 90045
(33.961520807000056, -118.39344972199996)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,25,*,SD,ST MTCE YARD,ASPHALT PLANT #1,LOS ANGELES,90021,14,0,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,A,SD,OFFICE BLDG,ST MTCE YARD ASPHALT PALNT #1 OFFICE BLDG,LOS ANGELES,90021,9,0,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,B,SD,TRUCK SCALES,ST MTCE  YARD ASPHALT PALNT #1 TRUCK SCALES,LOS ANGELES,90021,9,0,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,C,SD,ST MTCE YARD ASPHALT PLANT #1,OFFICE/LOCKER & STORAGE BLDG,LOS ANGELES,90021,9,2103,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,D,SD,ST MTCE YARD ASPHALT PLANT #1,GARAGE,LOS ANGELES,90021,9,4647,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,E,SD,ST MTCE YARD ASPHALT PLANT #1,MATERIAL BUNKERS,LOS ANGELES,90021,9,0,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,F,SD,ST MTCE YARD ASPHALT PLANT #1,SWITCH BUILDING,LOS ANGELES,90021,9,278,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,G,SD,ST MTCE YARD ASPHALT PLANT #1,ASPHALT MIXING PLANT,LOS ANGELES,90021,9,0,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,H,SD,ST MTCE YARD ASPHALT PLANT #1,GASOLINE & OIL BLDG,LOS ANGELES,90021,9,205,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,I,SD,LANDSCAPE MEDIAN ISLAND,LANDSCAPE MEDIAN ISLAND,LOS ANGELES,90021,9,0,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,J,SD,ST MTCE YARD ASPHALT PLANT #1,WET TOWERS & TANKS,LOS ANGELES,90021,9,0,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,K,SD,ST MTCE YARD ASPHALT PLANT #1,COMPRESSOR BUILDING,LOS ANGELES,90021,9,268,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,L,SD,ST MTCE YARD ASPHALT PLANT #1,VATS & STORAGE BLDG,LOS ANGELES,90021,9,897,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,M,SD,ST MTCE YARD ASPHALT PLANT #1,AUTOMATION EQUIPMENT BOARD,LOS ANGELES,90021,9,0,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,25,N,SD,LESSOR: GAS CO/BEHIND ST MTCE ASPHALT #1,EMPLOYEE PRKG,LOS ANGELES,90021,9,43560,"2484
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,26,*,SD,Sanitation and St. Services,ZONE #1,LOS ANGELES,90021,14,3835,"2474
","E
(26.582349951000026, 101.71863635200003)","OLYMPIC
LOS ANGELES, California 90021
(34.186490914000046, -118.57818604299996)","BL
"
8,STM,27,*,ND,CHATSWORTH SANITATION BLDG,,CHATSWORTH,91311,12,1300,"9324
",,"TOPANGA CYN
CHATSWORTH, California 91311
(34.25305367400006, -118.60606610499997)","BL
"
8,STM,28,*,ND,ST. MAINT YARD,ST. MAINT YARD,WEST L. A.,90025,11,0,"1479
","S
(36.99999657200004, 127.49999749000006)","STONER
WEST L. A., California 90025
(34.03999317800003, -118.45426472699995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,28,A,ND,PALISADES ST MTCE YARD,OFFICE BUILDING,WEST L. A.,90025,11,595,"1479
",,"STONER
WEST L. A., California 90025
(34.03999317800003, -118.45426472699995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,28,B,ND,PALISADES ST MTCE YARD,LOCKER ROOM & GARAGE,WEST L. A.,90025,11,1092,"1479
",,"STONER
WEST L. A., California 90025
(34.03999317800003, -118.45426472699995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,28,C,ND,PALISADES ST MTCE YARD,GARAGE,WEST L. A.,90025,11,6760,"1479
",,"STONER
WEST L. A., California 90025
(34.03999317800003, -118.45426472699995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,28,D,ND,PALISADES-ST.MAINT YARD,SERVICE BUILDING,WEST L.A.,90025,11,0,"1479
",,"STONER
WEST L.A., California 90025
(34.03999317800003, -118.45426472699995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,28,E,ND,PALISADES ST MTCE YARD,WASHRACK,WEST L.A.,90025,11,0,"1479
",,"STONER
WEST L.A., California 90025
(34.03999317800003, -118.45426472699995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,29,*,CC,SMALL TREE MAINTENANCE YARD (FUTURE),,Los Angeles,90039,4,,"4623
",,"BRAZIL
Los Angeles, California 90039
(34.14682912300003, -118.274458402)","ST
(10.916668402000028, 38.64999824900008)"
8,STM,30,*,ND,NORTHRIDGE-ST.MAINT YARD,NORTHRIDGE-ST.MAINT YARD,NORTHRIDGE,91324,12,0,"8820
",,"VANALDEN
NORTHRIDGE, California 91324
(34.23980706000003, -118.54919690399998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,30,A,ND,NORTHRIDGE-ST.MAINT YARD,OFFICE,NORTHRIDGE,91324,12,480,"8820
",,"VANALDEN
NORTHRIDGE, California 91324
(34.23980706000003, -118.54919690399998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,30,B,ND,NORTHRIDGE-ST.MAINT YARD,SANITARY FACILITIES,NORTHRIDGE,91324,12,480,"8820
",,"VANALDEN
NORTHRIDGE, California 91324
(34.23980706000003, -118.54919690399998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,30,C,ND,NORTHRIDGE-ST.MAINT YARD,GARAGE,NORTHRIDGE,91324,12,5040,"8820
",,"VANALDEN
NORTHRIDGE, California 91324
(34.23980706000003, -118.54919690399998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,30,D,ND,NORTHRIDGE-ST.MAINT YARD,WAREHOUSE,NORTHRIDGE,91324,12,96,"8820
",,"VANALDEN
NORTHRIDGE, California 91324
(34.23980706000003, -118.54919690399998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,30,E,ND,NORTHRIDGE-ST.MAINT YARD,TOOL ROOM OIL HOUSE,NORTHRIDGE,91324,12,96,"8820
",,"VANALDEN
NORTHRIDGE, California 91324
(34.23980706000003, -118.54919690399998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,30,F,ND,NORTHRIDGE-ST.MAINT YARD,"TRUCK PORTS, LOADING",NORTHRIDGE,91324,12,0,"8820
",,"VANALDEN
NORTHRIDGE, California 91324
(34.23980706000003, -118.54919690399998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,30,G,ND,NORTHRIDGE-ST.MAINT YARD,DEMOUNTABLE STALLS & WASH RACK,NORTHRIDGE,91324,12,0,"8820
",,"VANALDEN
NORTHRIDGE, California 91324
(34.23980706000003, -118.54919690399998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,31,*,ND,Cahuenga Pass Svc. Yard TENANT: LOS ANGELES COUNTY,PRKG/HOLLYWOOD BOWL EMPLOYEES ONLY,HOLLYWOOD,90068,13,23000,"2770
",,"CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,A,ND,CAHUENGA PASS SERVICE YARD,OFFICE BUILDING,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,B,ND,CAHUENGA PASS SERVICE YARD,TOOL SHED,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,C,ND,CAHUENGA PASS SERVICE YARD,TOILET & STORAGE BLDG,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,D,ND,CAHUENGA PASS SERVICE YARD,STORAGE,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,E,ND,CAHUENGA PASS SERVICE YARD,CREW ROOM,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,F,ND,ST MTCE CAHUENGA PASS SVC YARD,EQUIPMENT STORAGE BLDG,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,G,ND,CAHUENGA PASS SERVICE YARD,STORAGE,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,H,ND,CAHUENGA PASS SERVICE YARD,SANITARY FACILITY,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,I,ND,CAHUENGA PASS SERVICE YARD,GARAGE REPAIR SHOP,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,J,ND,ST MTCE CAHUENGA PASS SVC YARD,STORAGE,HOLLYWOOD,90068,13,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,31,K,ND,ST MTCE CAHUENGA PASS SVC YARD,EQUIPMENT STORAGE BUILDING,HOLLYWOOD,90068,4,0,"2770
","N
(39.99999921300008, 126.99999930000001)","CAHUENGA
HOLLYWOOD, California 90068
(34.11207474100007, -118.33350887799998)","BL
"
8,STM,32,*,SD,THATCHER AVE-ST.CLEANING YARD,THATCHER AVE-ST.CLEANING YARD,VENICE,90292,11,0,"3311
",,"THATCHER
VENICE, California 90292
(33.98669006600005, -118.44846849299995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,32,A,SD,THATCHER AVE-ST.CLEANING YARD,OFFICE BUILDING,VENICE,90292,11,200,"3311
",,"THATCHER
VENICE, California 90292
(33.98669006600005, -118.44846849299995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,32,B,SD,THATCHER AVE-ST.CLEANING YARD,GARAGE & LOCKER ROOM,VENICE,90292,11,1224,"3311
",,"THATCHER
VENICE, California 90292
(33.98669006600005, -118.44846849299995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,32,C,SD,THATCHER AVE-ST.CLEANING YARD,SANITARY FACILITY,VENICE,90292,11,380,"3311
",,"THATCHER
VENICE, California 90292
(33.98669006600005, -118.44846849299995)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,34,*,ND,SHERMAN WAY AIRPORT UNDERPASS,TUNNEL-VENTILATION BLDG,VAN NUYS,91406,6,5060,"16220
",,"SHERMAN
VAN NUYS, California 91406
(34.20117363800006, -118.48479713899997)","WY
(43.000235832000044, -107.50089779999996)"
8,STM,35,*,ND,STREET MAINTENANCE YARD,TRANSFER & STORAGE YARD,RESEDA,91365,3,0,"6351
",,"LINDLEY
RESEDA, California 91365
(34.169663951000075, -118.60847969899999)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,41,*,ND,GRANADA HILLS-ST. MAINT YARD,GRANADA HILLS-ST. MAINT YARD,GRANADA HLLS,91325,12,480,"10210
",,"ETIWANDA
GRANADA HLLS, California 91325
(34.23826664500007, -118.53173564999997)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,41,A,ND,GRANADA HILLS-ST. MAINT YARD,OFFICE,GRANADA HLLS,91325,12,480,"10210
",,"ETIWANDA
GRANADA HLLS, California 91325
(34.23826664500007, -118.53173564999997)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,41,B,ND,GRANADA HILLS-ST. MAINT YARD,RESTROOM,GRANADA HLLS,91325,12,672,"10210
",,"ETIWANDA
GRANADA HLLS, California 91325
(34.23826664500007, -118.53173564999997)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,41,C,ND,GRANADA HILLS-ST. MAINT YARD,TOOLROOM,GRANADA HLLS,91325,12,1066,"10210
",,"ETIWANDA
GRANADA HLLS, California 91325
(34.23826664500007, -118.53173564999997)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,41,D,ND,GRANADA HILLS-ST. MAINT YARD,WAREHOUSE,GRANADA HLLS,91325,12,5866,"10210
",,"ETIWANDA
GRANADA HLLS, California 91325
(34.23826664500007, -118.53173564999997)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,41,E,ND,GRANADA HILLS-ST. MAINT YARD,GARAGE,GRANADA HLLS,91325,12,624,"10210
",,"ETIWANDA
GRANADA HLLS, California 91325
(34.23826664500007, -118.53173564999997)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,41,F,ND,GRANADA HILLS-ST. MAINT YARD,TRUCK PORT,GRANADA HLLS,91325,12,0,"10210
",,"ETIWANDA
GRANADA HLLS, California 91325
(34.23826664500007, -118.53173564999997)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,46,A,ND,STREET TREE STORAGE,OFFICE & WAREHOUSE BLDG,LINCOLN HTS,90031,1,0,"503
",,"SAN FERNANDO
LINCOLN HTS, California 90031
(34.077523764000034, -118.21310592399999)","RD
(44.15388848100008, 16.289998725000032)"
8,STM,46,B,ND,STREET TREE STORAGE,PAINT SHED,LINCOLN HTS,90031,1,0,"502
",,"SAN FERNANDO
LINCOLN HTS, California 90031
(34.077523764000034, -118.21310592399999)","RD
(44.15388848100008, 16.289998725000032)"
8,STM,46,C,ND,STREET TREE STORAGE,GAS PUMP & CANOPY,LINCOLN HTS,90031,1,0,"502
",,"SAN FERNANDO
LINCOLN HTS, California 90031
(34.077523764000034, -118.21310592399999)","RD
(44.15388848100008, 16.289998725000032)"
8,STM,46,D,ND,STREET TREE STORAGE,VEHICLE SHELTER BLDG,LINCOLN HTS,90031,1,0,"502
",,"SAN FERNANDO
LINCOLN HTS, California 90031
(34.077523764000034, -118.21310592399999)","RD
(44.15388848100008, 16.289998725000032)"
8,STM,46,E,ND,STREET TREE STORAGE,WAREHOUSE,LINCOLN HTS,90031,1,0,"502
",,"SAN FERNANDO
LINCOLN HTS, California 90031
(34.077523764000034, -118.21310592399999)","RD
(44.15388848100008, 16.289998725000032)"
8,STM,47,*,ND,SILVERLAKE-ST. MAINT YARD,SILVERLAKE-ST. MAINT YARD,LOS ANGELES,90039,4,0,"4610
",,"COLORADO
LOS ANGELES, California 90039
(34.141646285000036, -118.27055114599995)","BL
"
8,STM,48,*,SD,STREET MAINTENANCE YARD,LOT CLEANING DIVISION,LOS ANGELES,90019,10,0,"1315
",,"WEST
LOS ANGELES, California 90019
(34.04884238300008, -118.33610868499994)","BL
"
8,STM,48,A,SD,STREET MAINTENANCE YARD,LOT CLEANING DIVISION,LOS ANGELES,90019,10,0,"1325
",,"WEST
LOS ANGELES, California 90019
(34.04884238300008, -118.33610868499994)","BL
"
8,STM,48,B,SD,STREET MAINTENANCE YARD,WATER METER SITE,LOS ANGELES,90019,10,0,"4460
","W
(31.802379474000077, -97.09166989999994)","PICO
LOS ANGELES, California 90019
(34.04884238300008, -118.33610868499994)","BL
"
8,STM,48,C,SD,STREET MAINTENANCE YARD,LOT CLEANING DIV/TRAILER,LOS ANGELES,90019,10,0,"1317
",,"WEST
LOS ANGELES, California 90019
(34.04884238300008, -118.33610868499994)","BL
"
8,STM,274,*,ND,LANDSCAPE MEDIAN ISLAND,,NORTHRIDGE,91326,,,"10785
",,"TAMPA
NORTHRIDGE, California 91326
(34.27493039900003, -118.55013930999996)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,281,*,ND,LANDSCAPE MEDIAN ISLAND,,ENCINO,91316,,,"5601
",,"WHITE OAK
ENCINO, California 91316
(34.15431328000005, -118.52176558899998)","AV
(13.349998027000026, 98.53332737400007)"
8,STM,353,*,ND,LANDSCAPE MEDIAN ISLAND,,VAN NUYS,91405,,,"15209
",,"SHERMAN
VAN NUYS, California 91405
(34.20117398000008, -118.45089385499995)","WY
(43.000235832000044, -107.50089779999996)"
9,POL,1,A,ND,POLICE DEPT FACILITY,POLICE DEPT FACILITY,VAN NUYS,91401,6,0,"6225
",,"TYRONE
VAN NUYS, California 91401
(34.177760514000056, -118.44432955799999)","AV
(13.349998027000026, 98.53332737400007)"
9,POL,1,B,ND,POLICE DEPT FACILITY.  GARAGE,,VAN NUYS,91401,6,0,"6171
",,"TYRONE
VAN NUYS, California 91401
(34.177760514000056, -118.44432955799999)","AV
(13.349998027000026, 98.53332737400007)"
9,POL,1,F,ND,POLICE DEPT FACILITY,POLICE DEPT FACILITY,VAN NUYS,91401,6,0,"6201
",,"TYRONE
VAN NUYS, California 91401
(34.177760514000056, -118.44432955799999)","AV
(13.349998027000026, 98.53332737400007)"
9,POL,1,G,ND,POLICE DEPT FACILITY,POLICE DEPT FACILITY,VAN NUYS,91401,6,0,"14310
",,"DELANO
VAN NUYS, California 91401
(34.182640707000076, -118.44792074899999)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,1,P,ND,VALLEY HEADQUARTERS 3-STORY PARKING STRUCTURE,,LOS ANGELES,91401,6,144600,"14320
",,"SYLVAN
LOS ANGELES, California 91401
(34.18485336200007, -118.43173765799997)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,2,*,ND,NORTHEAST POLICE STATION,B OF A NT & SA,GLASSEL PARK,90065,13,42153,"3353
",,"SAN FERNANDO
GLASSEL PARK, California 90065
(34.10881214900007, -118.22766603699995)","RD
(44.15388848100008, 16.289998725000032)"
9,POL,2,A,ND,NORTHEAST POLICE STATION,ANNEX BUILDING,GLASSEL PARK,90065,13,9500,"3407
",,"SAN FERNANDO
GLASSEL PARK, California 90065
(34.10881214900007, -118.22766603699995)","RD
(44.15388848100008, 16.289998725000032)"
9,POL,2,B,ND,NORTHEAST POLICE STATION,,GLASSEL PARK,90065,13,,"3401
",,"SAN FERNANDO
GLASSEL PARK, California 90065
(34.10881214900007, -118.22766603699995)","RD
(44.15388848100008, 16.289998725000032)"
9,POL,2,E,ND,NORTHEAST POLICE STATION,PARKING LOT,ATWATER,90065,13,10855,"3012
",,"TREADWELL
ATWATER, California 90065
(34.10881214900007, -118.22766603699995)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,3,*,SD,HOLLENBECK POLICE STATION,HOLLENBECK POLICE STATION,BOYLE HGHTS,90033,14,15980,"2111
","E
(26.582349951000026, 101.71863635200003)","1ST
BOYLE HGHTS, California 90033
(34.048564302000045, -118.21151999699998)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,3,A,SD,HOLLENBECK POLICE STATION,,BOYLE HGHTS,90033,14,15980,"115
","N
(39.99999921300008, 126.99999930000001)","CHICAGO
BOYLE HGHTS, California 90033
(34.048564302000045, -118.21151999699998)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,3,B,SD,HOLLENBECK POLICE STATION,,BOYLE HGHTS,90033,14,15980,"117
","N
(39.99999921300008, 126.99999930000001)","CHICAGO
BOYLE HGHTS, California 90033
(34.048564302000045, -118.21151999699998)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,3,C,SD,HOLLENBECK POLICE STATION,,BOYLE HGHTS,90033,14,15980,"116
","N
(39.99999921300008, 126.99999930000001)","ST. LOUIS
BOYLE HGHTS, California 90033
(34.048564302000045, -118.21151999699998)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,3,D,SD,POLICE DEPT FACILITY,POLICE DEPT FACILITY,BOYLE HGHTS,90033,14,0,"200
","N
(39.99999921300008, 126.99999930000001)","ST. LOUIS
BOYLE HGHTS, California 90033
(34.048564302000045, -118.21151999699998)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,3,G,SD,VEHICLE MAINTENANCE-HOLLENBECK POLICE STATION,,BOYLE HGHTS,90033,14,,"2111
","E
(26.582349951000026, 101.71863635200003)","1ST
BOYLE HGHTS, California 90033
(34.048564302000045, -118.21151999699998)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,3,H,SD,HOLLENBECK POLICE STATION,,BOYLE HGHTS,90033,14,15980,"131
","N
(39.99999921300008, 126.99999930000001)","CHICAGO
BOYLE HGHTS, California 90033
(34.048564302000045, -118.21151999699998)","ST
(10.916668402000028, 38.64999824900008)"
9,POL,3,I,SD,HOLLENBECK POLICE STATION,,BOYLE HGHTS,90033,14,15980,"133
","N
(39.99999921300008, 126.99999930000001)","CHICAGO
BOYLE HGHTS, California 90033
(34.048564302000045, -118.21151999699998)","ST
(10.916668402000028, 38.64999824900008)"
