APN,PROJECT NUMBER,NAME,ADDRESS,SITE_CD,COMMUNITY,COUNCIL DISTRICT,DEVELOPMENT STAGE,CONSTRUCTION TYPE,UNITS,STATUS IN HIMS,(%) OF FUNDS USED,HOUSING TYPE,HCIDLA FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,PHOTO,JOBS,DEVELOPER,FINISH DATE(YEAR),MANAGEMENT COMPANY,CONTACT PHONE,DATE_STAMP,LONGITUDE,LATITUDE,GPS_COORDS
5051015008,06-117222,WINDWARD APTS (A/B) (SITE 9),3922 W 27TH ST CA 90018,9,WEST ADAMS,10,COMPLETED,REHAB,10,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.327925815,34.03141108,"(34.03141108, -118.327925815)"
5123011023,06-117222,WINDWARD APTS (A/B) (SITE 10),710 W 30TH ST CA 90007,10,UNIVERSITY PARK,9,COMPLETED,REHAB,15,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.280198247,34.025894661,"(34.025894661, -118.280198247)"
6051023039,06-117222,WINDWARD APTS (A/B) (SITE 11),733 E 108TH ST CA 90002,11,CENTURY PALMS/COVE,8,COMPLETED,REHAB,18,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.261701984,33.938434875,"(33.938434875, -118.261701984)"
6071011007,06-117222,WINDWARD APTS (A/B) (SITE 12),732 E 108TH ST CA 90059,12,CENTURY PALMS/COVE,8,COMPLETED,REHAB,14,COMPLETED,-999%,FAMILY,$0.00,$7438473.00,$4641342.00,$12079815.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,1755 EFM 2,2007,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,Nov 28 2014  5:25AM,-118.261743048,33.938164226,"(33.938164226, -118.261743048)"
5534009030,060005,BRONSON COURTS,"1229 N BRONSON AVE 1-32  HOLLYWOOD, CA 90038",1,HOLLYWOOD,13,COMPLETED,NEW CONSTRUCTION,32,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$2240000.00,$11494453.00,$0.00,$13734453.00,http://lahd.lacity.org/mpphotos/060005/Photo/Website/CD%2013%20-%20Bronson%20Court.jpg,86,"LOS ANGELES HOUSING PARTNERSHIP,",2008,THE JOHN STEWART COMPANY,(213) 787-2710,Nov 28 2014  5:25AM,-118.318100193,34.093653799,"(34.093653799, -118.318100193)"
5141024013,060006,CARONDELET COURT APT HOMES,"816 S CARONDELET ST 1-33  LOS ANGELES, CA 90057",1,WESTLAKE,1,COMPLETED,NEW CONSTRUCTION,33,COMPLETED,100%,FAMILY,$2587880.00,$10716545.00,$0.00,$13304425.00,http://lahd.lacity.org/mpphotos/060006/Photo/Website/CD%201%20-%20Carondelet%20Court.JPG,78,"AMERICAN COMMUNITIES, LLC",2008,THE JOHN STEWART COMPANY,(213) 384-3118,Nov 28 2014  5:25AM,-118.282290056,34.056179966,"(34.056179966, -118.282290056)"
5018037015,060007,CASA DE ANGELES,4900 S FIGUEROA ST 1-49 CA 90037,1,SOUTH PARK,9,COMPLETED,NEW CONSTRUCTION,49,COMPLETED,100%,FAMILY,$3473280.00,$12884573.00,$0.00,$16357853.00,http://lahd.lacity.org/mpphotos/060007/Photo/Website/CD%209%20-%20Casa%20de%20Angeles.jpg,105,"AMCAL CASA DE ANGELES FUND, L.P.",2008,FPI MANAGEMENT,(714) 533-2072,Nov 28 2014  5:25AM,-118.282106574,33.998195169,"(33.998195169, -118.282106574)"
2611010055,060009,EL DORADO FAMILY APARTMENTS,12129 N EL DORADO AVE CA 91342,1,SYLMAR,7,COMPLETED,ACQUISITION + NEW CONSTRUCTION,60,COMPLETED,100%,FAMILY,$5800000.00,$15462252.00,$0.00,$21262252.00,http://lahd.lacity.org/mpphotos/060009/Photo/Website/CD%207%20-%20El%20Dorado%20Family%20Apts..JPG,157,"META HOUSING CORPORATION,",2008,"SOLARI ENTERPRISES, INC.",(714) 282-2520,Nov 28 2014  5:25AM,-118.451038448,34.290278559,"(34.290278559, -118.451038448)"
5148024007,060011,LYNDON HOTEL,413 E 7TH ST CA 90014,1,WHOLESALE DISTRICT,14,COMPLETED,REHAB,53,COMPLETED,100%,SPECIAL NEEDS / HOMELESS/MENTALLY ILL,$2035070.00,$6438646.00,$0.00,$8473716.00,http://lahd.lacity.org/mpphotos/060011/Photo/Website/Lyndon.png,45,"SRO HOUSING CORPORTATION,",2008,SRO HOUSING CORPORATION,(213) 229-9641,Nov 28 2014  5:25AM,-118.247998326,34.041767953,"(34.041767953, -118.247998326)"
4012018025,060013,MORGAN PLACE SENIOR APTS.,7305 S CRENSHAW BLVD CA 90043,1,HYDE PARK,8,COMPLETED,NEW CONSTRUCTION,55,COMPLETED,100%,SENIORS,$5281147.00,$8428737.00,$0.00,$13709884.00,http://lahd.lacity.org/mpphotos/060013/Photo/Website/CD%208%20-%20Morgan%20Place%20Sr.%20Apts..jpg,110,ABODE COMMUNITIES PREVIOUSLY KNOWN AS LA COMMUNITY DESIGN CENTER,2009,ABODE COMMUNITIES,(213) 225-2772,Nov 28 2014  5:25AM,-118.331075105,33.973481325,"(33.973481325, -118.331075105)"
5533003022,060018,STEVENSON MANOR,1230 N COLE AVE CA 90038,1,HOLLYWOOD,13,COMPLETED,REHAB,61,COMPLETED,100%,SENIORS,$5633960.00,$8424474.00,$0.00,$14058434.00,http://lahd.lacity.org/mpphotos/060018/Photo/Website/CD%2013%20-%20Stevenson%20Manor.JPG,19,"INSITE DEVELOPMENT, LLC",2007,IRONWOOD MANAGEMENT,(818) 789-5550,Nov 28 2014  5:25AM,-118.329262617,34.093559171,"(34.093559171, -118.329262617)"
5205012007,060021,CAMINO AL ORO,330 W AVENUE 26 CA 90031,1,LINCOLN HEIGHTS,1,COMPLETED,NEW CONSTRUCTION,102,COMPLETED,100%,SENIORS,$681735.00,$13128422.00,$0.00,$13810157.00,http://lahd.lacity.org/mpphotos/060021/Photo/Website/CD%201%20-%20Camino%20Al%20Oro.jpg,96,"CAMINO AL ORO FUND, L.P.",2006,FPI MANAGEMENT,(714) 641-5110,Nov 28 2014  5:25AM,-118.219151321,34.080319532,"(34.080319532, -118.219151321)"
5205012008,060022,TESORO DEL VALLE,2301 N HUMBOLDT ST CA 90031,1,LINCOLN HEIGHTS,1,COMPLETED,NEW CONSTRUCTION,121,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$936022.00,$20075651.00,$0.00,$21011673.00,http://lahd.lacity.org/mpphotos/060022/Photo/Website/CD%201%20-%20Tesoro%20Del%20Valle%20-%20060022.jpg,121,"AMCAL MULTI-HOUSING, INC.",2006,FPI MANAGEMENT,(714) 641-5110,Nov 28 2014  5:25AM,-118.219500374,34.079251826,"(34.079251826, -118.219500374)"
5544025033,060057,BRICKER,"1671 N WESTERN AVE  LOS ANGELES, CA 90028",1,HOLLYWOOD,13,COMPLETED,ACQUISITION + REHAB,16,COMPLETED,100%,SENIORS,$627878.00,$6465419.00,$0.00,$7093297.00,http://lahd.lacity.org/mpphotos/060057/Photo/Website/060057.JPG,14,"ADVANCED BUSINESS SOLUTIONS, LLC",2011,BARKER MANAGEMENT INCORPORATED,(714) 553-3450,Nov 28 2014  5:25AM,-118.309572454,34.10126711,"(34.10126711, -118.309572454)"
5093016018,060058,THE HOBART / AKA HOBART HEIGHTS APT. HOMES,924 S HOBART BLVD 1-49 CA 90006,1,KOREATOWN,10,COMPLETED,NEW CONSTRUCTION,49,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$3745640.00,$14678863.00,$0.00,$18424503.00,http://lahd.lacity.org/mpphotos/060058/Photo/Website/CD%2010%20-%20Hobart%20Heights.png,110,"AMERICAN COMMUNITIES, LLC",2009,THE JOHN STEWART COMPANY,(213) 739-2851,Nov 28 2014  5:25AM,-118.305165153,34.055049949,"(34.055049949, -118.305165153)"
6065001052,060059,IMANI FE EAST & WEST,10424 S CENTRAL AVE 1-49 CA 90002,1,WATTS,15,COMPLETED,NEW CONSTRUCTION,49,COMPLETED,100%,FAMILY,$6001178.00,$31661768.00,$0.00,$37662946.00,http://lahd.lacity.org/mpphotos/060059/Photo/Website/CD_8_-_Imani_Fe_West.png,242,GRANT HOUSING & ECON DEV CORP,2010,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.253929412,33.941332405,"(33.941332405, -118.253929412)"
6051010029,060059,IMANI FE EAST & WEST (SITE 2),10345 S CENTRAL AVE 1-43 CA 90002,2,GREEN MEADOWS,8,COMPLETED,NEW CONSTRUCTION,43,COMPLETED,100%,FAMILY,$6001178.00,$31661768.00,$0.00,$37662946.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,242,GRANT HOUSING & ECON DEV CORP,2010,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.254482659,33.942269484,"(33.942269484, -118.254482659)"
5211007052,060060,MANITOU VISTAS I,"3414 E MANITOU AVE  LOS ANGELES, CA 90031",1,LINCOLN HEIGHTS,1,COMPLETED,NEW CONSTRUCTION,48,COMPLETED,100%,FAMILY,$2749622.00,$20163903.00,$0.00,$22913525.00,http://lahd.lacity.org/mpphotos/060060/Photo/Website/CD%201%20-%20Manitou%20Vistas.jpg,174,"ADVANCED DEVELOPMENT & INVESTMENT,",2009,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,Nov 28 2014  5:25AM,-118.204487556,34.071834918,"(34.071834918, -118.204487556)"
5072036002,060064,SECOND AVENUE APARTMENTS,1309 S 2ND AVE CA 90019,1,VICTORIA PARK,10,COMPLETED,REHAB,20,COMPLETED,100%,SENIORS,$350829.00,$3049057.00,$0.00,$3399886.00,http://lahd.lacity.org/mpphotos/060064/Photo/Website/Second%20Avenue%20-%20060064.jpg,14,"SECOND AVENUE PRESERVATION, L.P.",2007,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,Nov 28 2014  5:25AM,-118.319086826,34.046834021,"(34.046834021, -118.319086826)"
5159005023,060066,"MEDITERRANEAN, THE / AKA THE MINDANAO","1800-1812 W TEMPLE ST  LOS ANGELES, CA 90026",1,TEMPLE-BEAUDRY,13,COMPLETED,NEW CONSTRUCTION,26,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$2559552.00,$10813200.00,$0.00,$13372752.00,"http://lahd.lacity.org/mpphotos/060066/Photo/Website/CD_1_-_Mediterranean,_The__-_060066.png",56,"SADI, LLC",2009,FPI MANAGEMENT INC.,(714) 641-5110,Nov 28 2014  5:25AM,-118.265018845,34.069068415,"(34.069068415, -118.265018845)"
5154031033,060068,VILLAS DEL LAGO,456 S LAKE ST CA 90057,1,WESTLAKE,1,COMPLETED,NEW CONSTRUCTION,74,COMPLETED,100%,FAMILY,$5282280.00,$20093729.00,$0.00,$25376009.00,http://lahd.lacity.org/mpphotos/060068/Photo/Website/CD%201%20-%20Villas%20Del%20Lago.jpg,152,"W.O.R.K.S.,",2008,FPI MANAGEMENT,(714) 641-5110,Nov 28 2014  5:25AM,-118.274952978,34.061454229,"(34.061454229, -118.274952978)"
2644025006,060069,VILLAS LAS AMERICAS,9618 N VAN NUYS BLVD 1-55 CA 91402,1,PANORAMA CITY,6,COMPLETED,NEW CONSTRUCTION,55,COMPLETED,100%,LARGE FAMILY / WAIVER REQUIRED,$4657000.00,$14709148.00,$0.00,$19366148.00,http://lahd.lacity.org/mpphotos/060069/Photo/Website/CD%207%20-%20Villas%20Las%20Americas%20-%20060069.jpg,134,"W.O.R.K.S.,",2008,CIRRUS ASSET MANAGEMENT,(818) 222-4840,Nov 28 2014  5:25AM,-118.450032547,34.245004356,"(34.245004356, -118.450032547)"
5402039027,060082,CLINTON FAMILY APTS.,2114 W CLINTON ST 1-36 CA 90026,1,TEMPLE-BEAUDRY,13,COMPLETED,NEW CONSTRUCTION,36,COMPLETED,100%,FAMILY,$2804900.00,$11184695.00,$0.00,$13989595.00,http://lahd.lacity.org/mpphotos/060082/Photo/Website/clintonfam_3(PNG).png,80,"META HOUSING CORPORATION,",2009,"WESTERN COMMUNITY HOUSING, INC.",(714) 549-4100,Nov 28 2014  5:25AM,-118.266776694,34.073880051,"(34.073880051, -118.266776694)"
5210008030,060083,SICHEL FAMILY APARTMENTS,1805 N SICHEL ST 1-37 CA 90031,1,LINCOLN HEIGHTS,1,COMPLETED,NEW CONSTRUCTION,37,COMPLETED,100%,FAMILY,$2877300.00,$11028167.00,$0.00,$13905467.00,http://lahd.lacity.org/mpphotos/060083/Photo/Website/sichel1805sichel1of211308%20cropped.png,75,"META HOUSING CORPORATION,",2010,"SOLARI ENTERPRISES, INC.",(714) 282-2520,Nov 28 2014  5:25AM,-118.213052924,34.064112965,"(34.064112965, -118.213052924)"
5148012009,060162,CHARLES COBB APARTMENTS,"521 S SAN PEDRO ST  LOS ANGELES, CA 90013",1,WHOLESALE DISTRICT,14,COMPLETED,NEW CONSTRUCTION,76,COMPLETED,100%,SPECIAL NEEDS,$3772148.00,$16506143.00,$0.00,$20278291.00,http://lahd.lacity.org/mpphotos/060162/Photo/Website/CD_9_-_Charles_Cobb_Apts.__-__060162[1].png,78,"SKID ROW HOUSING TRUST,",2010,CHARLES COBB APARTMENTS LP,(213) 683-0522,Nov 28 2014  5:25AM,-118.244539716,34.043568592,"(34.043568592, -118.244539716)"
5003029016,07-117233,HDR I & II,1733 W 58TH ST CA 90062,1,WEST VERNON,8,COMPLETED,REHAB,9,COMPLETED,-999%,FAMILY,$0.00,$8116043.00,$6787000.00,$14903043.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"SPRUCE DEV LA, LLC",2008,CHARTER REALTY GROUP,(310) 826-3174,Nov 28 2014  5:25AM,-118.308123927,33.9898276,"(33.9898276, -118.308123927)"
5020025015,07-117233,HDR I & II (SITE 2),1040 W 43RD ST CA 90037,2,WEST VERNON,9,COMPLETED,REHAB,19,COMPLETED,-999%,FAMILY,$0.00,$8116043.00,$6787000.00,$14903043.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"SPRUCE DEV LA, LLC",2008,CHARTER REALTY GROUP,(310) 826-3174,Nov 28 2014  5:25AM,-118.292975662,34.005382191,"(34.005382191, -118.292975662)"
5037020015,07-117233,HDR I & II (SITE 3),1063 W 39TH PL CA 90037,3,EXPOSITION PARK,8,COMPLETED,REHAB,12,COMPLETED,-999%,FAMILY,$0.00,$8116043.00,$6787000.00,$14903043.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"SPRUCE DEV LA, LLC",2008,CHARTER REALTY GROUP,(310) 826-3174,Nov 28 2014  5:25AM,-118.293819922,34.014257922,"(34.014257922, -118.293819922)"
5124011008,07-117233,HDR I & II (SITE 4),2375 S SCARFF ST CA 90007,4,UNIVERSITY PARK,1,COMPLETED,REHAB,20,COMPLETED,-999%,FAMILY,$0.00,$8116043.00,$6787000.00,$14903043.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"SPRUCE DEV LA, LLC",2008,CHARTER REALTY GROUP,(310) 826-3174,Nov 28 2014  5:25AM,-118.281062111,34.031582027,"(34.031582027, -118.281062111)"
5055027031,07-117233,HDR I & II (SITE 5),2714 S ORCHARD AVE CA 90007,5,UNIVERSITY PARK,9,COMPLETED,REHAB,16,COMPLETED,-999%,FAMILY,$0.00,$8116043.00,$6787000.00,$14903043.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"SPRUCE DEV LA, LLC",2008,CHARTER REALTY GROUP,(310) 826-3174,Nov 28 2014  5:25AM,-118.287297925,34.02975545,"(34.02975545, -118.287297925)"
5538017028,07-117233,HDR I & II (SITE 6),811 N HELIOTROPE DR CA 90029,6,E. HOLLYWOOD,13,COMPLETED,REHAB,15,COMPLETED,-999%,FAMILY,$0.00,$8116043.00,$6787000.00,$14903043.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"SPRUCE DEV LA, LLC",2008,CHARTER REALTY GROUP,(310) 826-3174,Nov 28 2014  5:25AM,-118.295120003,34.086280837,"(34.086280837, -118.295120003)"
5442003016,07-117233,HDR I & II (SITE 7),2747 N NEWELL ST CA 90039,7,ELYSIAN VALLEY,13,COMPLETED,REHAB,16,COMPLETED,-999%,FAMILY,$0.00,$8116043.00,$6787000.00,$14903043.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"SPRUCE DEV LA, LLC",2008,CHARTER REALTY GROUP,(310) 826-3174,Nov 28 2014  5:25AM,-118.24507074,34.10088321,"(34.10088321, -118.24507074)"
5492034006,07-117233,HDR I & II (SITE 8),111 S AVENUE 63 CA 90042,8,HIGHLAND PARK,14,COMPLETED,REHAB,18,COMPLETED,-999%,FAMILY,$0.00,$8116043.00,$6787000.00,$14903043.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"SPRUCE DEV LA, LLC",2008,CHARTER REALTY GROUP,(310) 826-3174,Nov 28 2014  5:25AM,-118.182994627,34.114419513,"(34.114419513, -118.182994627)"
5154032016,07-117236,MACARTHUR PARK TOWER,450 S GRAND VIEW ST CA 90057,1,WESTLAKE,1,COMPLETED,ACQUISITION + REHAB,183,COMPLETED,100%,SENIORS,$0.00,$21975257.00,$7387654.00,$29362911.00,http://lahd.lacity.org/mpphotos/07-117236/Photo/Website/BONDS%20MacArthur%20Park%20Tower%20(wide%20shot).png,-999,RETIREMENT HOUSING FOUNDATION,2008,"FOUNDATION PROPERTY MANAGEMENT, INC.",(562) 257-5100,Nov 28 2014  5:25AM,-118.276030144,34.06169809,"(34.06169809, -118.276030144)"
5055026019,07-117237,QUEEN APARTMENTS,2620 S ORCHARD AVE CA 90007,1,UNIVERSITY PARK,9,COMPLETED,REHAB,16,COMPLETED,100%,FAMILY,$0.00,$10271751.00,$7300000.00,$17571751.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"QUEEN DEVELOPERS, LLC",2008,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.287307138,34.032002148,"(34.032002148, -118.287307138)"
5535013015,07-117237,QUEEN APARTMENTS (SITE 2),5217 W MARATHON ST CA 90038,2,MELROSE,13,COMPLETED,REHAB,20,COMPLETED,100%,FAMILY,$0.00,$10271751.00,$7300000.00,$17571751.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"QUEEN DEVELOPERS, LLC",2008,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.312101717,34.084998428,"(34.084998428, -118.312101717)"
5153023017,07-117237,QUEEN APARTMENTS (SITE 3),445 S LUCAS AVE CA 90017,3,WESTLAKE,1,COMPLETED,REHAB,16,COMPLETED,100%,FAMILY,$0.00,$10271751.00,$7300000.00,$17571751.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"QUEEN DEVELOPERS, LLC",2008,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.262969197,34.056316315,"(34.056316315, -118.262969197)"
5153023019,07-117237,QUEEN APARTMENTS (SITE 4),451 S LUCAS AVE CA 90017,4,WESTLAKE,1,COMPLETED,REHAB,14,COMPLETED,100%,FAMILY,$0.00,$10271751.00,$7300000.00,$17571751.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"QUEEN DEVELOPERS, LLC",2008,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.263044446,34.056194017,"(34.056194017, -118.263044446)"
5153005026,07-117237,QUEEN APARTMENTS (SITE 5),516 S UNION AVE CA 90017,5,WESTLAKE,1,COMPLETED,REHAB,30,COMPLETED,100%,FAMILY,$0.00,$10271751.00,$7300000.00,$17571751.00,http://lahd.lacity.org/mpphotos/ImageNotAvailable.png,-999,"QUEEN DEVELOPERS, LLC",2008,THE JOHN STEWART COMPANY,(213) 833-1860,Nov 28 2014  5:25AM,-118.269262175,34.057940823,"(34.057940823, -118.269262175)"
4322010032,07-117248,PICO VETERAN SENIOR HOUSING,10991 W PICO BLVD CA 90064,1,RANCHO PARK,5,COMPLETED,NEW CONSTRUCTION,46,COMPLETED,100%,SENIORS,$2400000.00,$8573015.00,$0.00,$10973015.00,http://lahd.lacity.org/mpphotos/07-117248/Photo/Website/Pico%20Veteran%20Senior%20Housing.jpg,108,"MENORAH HOUSING FOUNDATION,(APP)",2011,MENORAN HOUSING FOUNDATION,(310) 475-6083,Nov 28 2014  5:25AM,-118.432370139,34.038549613,"(34.038549613, -118.432370139)"
5131026028,070018,ADAMS AND CENTRAL MIX-USE,1011 E ADAMS BLVD 1-80 CA 90011,1,CENTRAL,9,COMPLETED,NEW CONSTRUCTION,80,COMPLETED,100%,FAMILY,$5788800.00,$25260320.00,$0.00,$31049120.00,http://lahd.lacity.org/mpphotos/070018/Photo/Website/CD%209%20-%20Adams%20&%20Central%20Mixed.jpg,281,"META HOUSING CORPORATION,",2010,META HOUSING CORPORATION,(310) 575-3543,Nov 28 2014  5:25AM,-118.254961589,34.019304925,"(34.019304925, -118.254961589)"
2644025255,070019,ASTURIAS SENIOR APTS.,9628 N VAN NUYS BLVD CA 91402,1,PANORAMA CITY,6,COMPLETED,NEW CONSTRUCTION,69,COMPLETED,100%,SENIORS,$6437840.00,$18806838.00,$0.00,$25244678.00,http://lahd.lacity.org/mpphotos/070019/Photo/Website/CD_7_-_Asturias_Sr._Apts._-_070019.png,161,"META HOUSING CORPORATION,",2009,"WESTERN SENIORS HOUSING, INC.",(949) 748-8201,Nov 28 2014  5:25AM,-118.4499008,34.245348517,"(34.245348517, -118.4499008)"
2644025254,070022,CANTABRIA SENIOR APTS.,9640 N VAN NUYS BLVD CA 91402,1,PANORAMA CITY,6,COMPLETED,NEW CONSTRUCTION,81,COMPLETED,100%,SENIORS,$7561160.00,$23323383.00,$0.00,$30884543.00,http://lahd.lacity.org/mpphotos/070022/Photo/Website/CD%207%20-%20Cantabria%20Sr.%20Apts..jpg,188,META HOUSING CORPORATION,2008,"WESTERN SENIORS HOUSING, INC.",(949) 748-8201,Nov 28 2014  5:25AM,-118.449688266,34.245696638,"(34.245696638, -118.449688266)"
5211007052,070026,MANITOU VISTAS II,"3416 E MANITOU AVE  LOS ANGELES, CA 90031",1,LINCOLN HEIGHTS,1,COMPLETED,NEW CONSTRUCTION,21,COMPLETED,100%,FAMILY,$1519500.00,$8845275.00,$0.00,$10364775.00,http://lahd.lacity.org/mpphotos/070026/Photo/Website/CD%201%20-%20Manitou%20Vistas%20II%20-%20070026.JPG,77,"ADVANCED DEVELOPMENT & INVESTMENT,",2010,"BARKER MANAGEMENT, INC.",(714) 533-3450,Nov 28 2014  5:25AM,-118.204487556,34.071834918,"(34.071834918, -118.204487556)"
2654001052,070030,ORION GARDENS APARTMENTS,"8955 N ORION AVE 1-32  LOS ANGELES, CA 91343",1,NORTH HILLS,7,COMPLETED,ACQUISITION + NEW CONSTRUCTION,32,COMPLETED,100%,FAMILY,$3125520.00,$11362911.00,$0.00,$14488431.00,http://lahd.lacity.org/mpphotos/070030/Photo/Website/DSCN2054.JPG,114,"DECRO ORION APARTMENTS, L.P.",2009,FPI MANAGEMENT,(714) 641-5110 x419,Nov 28 2014  5:25AM,-118.472342611,34.233411796,"(34.233411796, -118.472342611)"
2639008137,070031,PANORAMA VIEW,9222 N VAN NUYS BLVD 1-89 CA 91402,1,PANORAMA CITY,6,COMPLETED,REHAB,87,COMPLETED,100%,SENIORS,$2175000.00,$12467773.00,$0.00,$14642773.00,http://lahd.lacity.org/mpphotos/070031/Photo/Website/CD%207%20-%20Panorama%20View.jpg,75,"JAMBOREE HOUSING CORPORATION,",2008,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,Nov 28 2014  5:25AM,-118.44999131,34.23798313,"(34.23798313, -118.44999131)"
5114026039,070032,RITTENHOUSE SQUARE,3310 S CENTRAL AVE CA 90011,1,CENTRAL,9,COMPLETED,NEW CONSTRUCTION,100,COMPLETED,100%,SENIORS,$5683872.00,$22735937.00,$0.00,$28419809.00,http://lahd.lacity.org/mpphotos/070032/Photo/Website/CD%209%20-%20Rittenhouse%20Square.jpg,245,"THOMAS SAFRAN & ASSOCIATES,",2009,THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,Nov 28 2014  5:25AM,-118.256208994,34.013397101,"(34.013397101, -118.256208994)"
5059004029,070033,ROSA PARKS VILLAS,2440 S CRENSHAW BLVD CA 90018,1,WELLINGTON SQUARE,10,COMPLETED,NEW CONSTRUCTION,60,COMPLETED,100%,SENIORS,$6635267.00,$12056911.00,$0.00,$18692178.00,http://lahd.lacity.org/mpphotos/070033/Photo/Website/CD%2010%20-%20Rosa%20Parks%20Villas%20-%20070033.png,153,"W.O.R.K.S.,",2008,TELACU PROPERTY MANAGEMENT,(323) 721-1655,Nov 28 2014  5:25AM,-118.333062321,34.034290349,"(34.034290349, -118.333062321)"
5141013029,070034,SEVEN MAPLES,2618 W 7TH ST CA 90057,1,WESTLAKE,1,COMPLETED,NEW CONSTRUCTION,57,COMPLETED,100%,SENIORS,$4124520.00,$14506378.00,$0.00,$18630898.00,http://lahd.lacity.org/mpphotos/070034/Photo/Website/CD%201%20-%20Seven%20Maples.jpg,144,"LOS ANGELES HOUSING PARTNERSHIP INC.,",2009,THE JOHN STEWART COMPANY,(213) 787-2700,Nov 28 2014  5:25AM,-118.28316568,34.059124906,"(34.059124906, -118.28316568)"
5073007020,070035,ST. ANDREWS,1511 S ST ANDREWS PL 1-43 CA 90019,1,HARVARD HEIGHTS,10,COMPLETED,REHAB,43,COMPLETED,100%,FAMILY,$1075000.00,$7554360.00,$0.00,$8629360.00,http://lahd.lacity.org/mpphotos/070035/Photo/Website/CD%2010%20-%20St.%20Andrews%20-%20070035.png,39,"JAMBOREE HOUSING CORPORATION,",2009,PRESERVATION PARTNERS MANAGEMENT GROUP,(310) 802-6673,Nov 28 2014  5:25AM,-118.311887198,34.044912785,"(34.044912785, -118.311887198)"
5080031055,070037,THE ARDMORE,959 S ARDMORE AVE CA 90006,1,KOREATOWN,10,COMPLETED,NEW CONSTRUCTION,48,COMPLETED,100%,FAMILY,$3673280.00,$17331397.00,$0.00,$21004677.00,"http://lahd.lacity.org/mpphotos/070037/Photo/Website/CD%2010%20-%20Ardmore,%20The.png",171,"AMERICAN COMMUNITIES, LLC",2010,THE JOHN STEWART COMPANY,(213) 787-2700,Nov 28 2014  5:25AM,-118.302250445,34.053776215,"(34.053776215, -118.302250445)"
5148012005,070043,JAMES M. WOOD,408 E 5TH ST CA 90013,1,WHOLESALE DISTRICT,14,COMPLETED,NEW CONSTRUCTION,53,COMPLETED,100%,SPECIAL NEEDS,$4160000.00,$10555970.00,$0.00,$14715970.00,http://lahd.lacity.org/mpphotos/070043/Photo/Website/James%20M%20Wood%20HIMS%20070043_Picture.png,132,"SRO HOUSING CORPORTATION,",2009,JOSEPH CORCORAN,(213) 229-9640 x33,Nov 28 2014  5:25AM,-118.244744417,34.044390593,"(34.044390593, -118.244744417)"
